"lifestyle risk assesment","years lived post 60"
4.58584228545939,8
1.75651452992376,9
4.73987174455289,4
3.48621890730567,22
2.66801731962693,19
3.43270944353705,13
3.18893620261405,15
5.96418235922173,16
2.88193772126805,12
3.84079388425713,20
3.20852089614682,10
2.82990809284379,11
4.76290816161268,14
5.33083305186436,18
3.91549652902609,13
1.74146066122271,12
3.02710840882386,13
3.4782490012393,13
3.38818506869121,13
2.80534281475527,17
4.95293987438562,19
3.83834596158002,7
2.45731149095124,14
3.71797717569566,14
3.45254953453847,9
4.27039667698867,12
2.54498405760906,11
3.68587933858489,13
5.34621253071159,12
4.19007698856381,11
4.12526072527563,7
4.74067523331297,9
4.21640862650267,16
4.40113935217039,11
3.11145772521169,15
6.27357225398257,21
4.59014457579379,12
3.04245719336206,15
3.05955066765363,13
4.78579095878211,18
2.65414338927929,14
3.21827247206601,15
3.09596183649228,17
4.18085600704201,12
3.60870875676323,15
3.8365467018073,19
3.49601389754006,16
4.40568144742673,12
3.80357214402223,14
3.23123877526451,13
3.85467459980236,13
4.2472509267973,16
2.69744753719059,12
3.78382277164605,15
1.61824053683495,13
3.61419203858729,19
2.38802830559963,17
4.61163101958501,21
3.48997354159148,19
3.08377438086669,18
2.58289734194897,12
4.40438928225674,20
4.16364247718974,14
3.44143455746629,10
3.29638564780484,25
4.79931506323452,14
2.69393376608118,15
2.83154191592757,12
3.20224788127387,14
5.09524311003153,10
3.40961186134434,14
3.58875562920507,20
4.57295262387252,14
4.0982846218762,16
2.66678853396413,13
5.29065100011843,16
3.76911637225254,14
4.00075144118688,9
2.80472809822327,7
3.89811287771367,22
3.32411157094035,15
4.91637909105331,18
2.74425512764164,10
3.72549229183667,16
4.77916055141526,15
4.3945069402657,16
4.5534882544084,18
2.89766455879765,17
4.37211725328064,13
3.98696353196048,9
3.9247237857851,12
2.38258415339056,14
4.09341867235625,18
1.96652001980207,18
2.27641399389214,9
4.39827179841101,19
5.3153861632879,19
4.64889805847084,17
3.74529766329737,16
4.71967121006982,16
4.17899953172807,18
3.67658912462119,8
4.0195249400104,16
2.68884747880886,13
2.38452904951062,16
4.33818946117851,17
3.60716205452923,15
2.89341375891749,16
2.94161998335526,9
3.65676268007625,13
2.11591289047968,15
4.71688867163879,15
3.83430393082818,16
3.48892601089217,14
4.87865738771088,19
4.875328604805,12
4.45420358948952,16
3.48347744149394,15
3.01619617799329,15
2.6399269382881,13
4.93568901322376,16
3.64137019725506,18
5.23911653264174,19
3.22177250475705,13
3.95820343339394,17
2.90559508600069,11
1.49368832149975,10
4.73021784290772,6
2.42685196553559,14
6.54106572655377,14
2.75394440389191,17
3.14274321336865,17
4.25968554879189,10
4.678753713771,14
2.93621707395047,16
3.0264577304712,15
4.68313270701617,26
4.89033249550607,12
2.46739174877306,12
3.76985936997158,15
4.33828555440623,14
4.5813502679393,19
4.49122878264853,23
5.32680774420362,12
5.40232181232945,9
2.65712496263931,10
3.71534329893292,19
3.15570557517909,14
3.33624716606021,9
1.70750875972149,23
5.44924812207544,8
3.96651153759133,16
3.60862454241266,17
4.38806117943505,10
2.99528366425002,13
3.19116249759421,13
1.70717647450638,12
2.2632480496157,16
3.87872276686612,12
3.44484856572303,11
3.13809354372192,17
3.17049370343011,15
3.10335300005249,10
3.53903658907581,10
2.89118677943131,15
4.06314537261482,23
2.68428155914385,15
3.54482380690717,16
1.93598817705272,8
3.77373729667517,18
5.24663073751907,11
4.15833604489718,14
3.73646157092314,14
3.34824949201709,12
2.3735014740929,8
3.27027068863892,5
2.68534079684613,17
3.58864490596371,17
3.35305883551743,11
3.33734062374495,13
4.89631611968185,10
2.26378593906433,19
4.14004762420564,22
5.16839962624564,18
3.69689584224323,12
2.9295115190685,16
5.83710783798315,17
4.34457894032142,19
4.58381158367835,13
3.59583847445625,16
2.42288581848847,13
4.43059067451189,17
3.68978321168164,14
4.15809254338886,18
3.91678058668274,19
2.52645452165199,15
3.76922906035284,18
4.40999344541462,13
6.06471579746849,10
3.07617592201416,7
3.79830404319722,15
4.35873899811599,13
3.5762989265059,15
4.11604113070996,15
3.56858160837094,9
1.9520471665503,10
4.09469474999786,21
1.9441744115007,18
5.15772199151143,19
4.73340959074964,20
5.39058079238352,12
4.23033815286507,4
3.91318703549264,11
4.93559461412554,15
2.24250321500082,13
5.07919813990018,18
3.30088346750808,21
3.20461102540965,18
3.23781206719118,13
2.29778299972461,6
3.17313448752362,15
2.25164340644,17
4.98701773548715,14
2.58008237411902,15
3.79815978393464,19
4.22087853425914,21
4.48882763827203,18
3.18351276958253,12
5.1619061893592,12
2.31825023967951,9
3.06820227170913,5
4.75464790396047,15
4.69954094721876,21
4.58274527965153,18
2.94162101103152,15
3.60715209806832,5
1.92282557601074,9
4.460833437551,19
4.80457161275696,11
2.597927702041,16
1.7556452504986,21
4.0693192523929,19
4.68426306859941,14
3.50106821902086,14
3.06867459728873,14
3.10120233854492,11
2.8466629798615,14
3.97595115042341,19
4.04860982496143,18
4.78852054503745,15
1.95418564395937,11
2.49757622668471,5
3.1925126924986,16
3.65759771841131,14
4.66535350365858,12
4.12012443259559,13
3.84999908831769,18
3.45598185130809,12
3.7688329153988,22
4.63458279197178,11
2.91867616761928,11
3.82935821858854,6
3.25365592874162,12
5.0209391766208,14
4.96613898496534,20
3.9039549309507,14
3.70302292840046,15
4.52155328949397,13
2.7933965192583,17
4.37962146486307,5
3.1716701686131,15
2.11031414117691,19
4.36702213485095,8
2.81739256551723,10
5.11993372263631,8
5.11175687729005,11
3.5325268856267,23
3.66045054364122,17
2.86661822453753,13
3.91728050174113,18
4.7003729727281,17
3.33325746033654,16
3.22371694772453,14
4.41388103100221,14
3.68033284255779,17
5.0848356918435,10
3.84802464405635,14
3.22540608119455,21
3.68826932405378,22
3.63011783327234,16
2.82995993650221,15
3.60807979523242,20
1.87539639586646,7
3.82520959540319,17
4.426926170677,15
5.46251787277777,16
1.97975556821138,7
3.41877659591668,12
2.62099256731455,14
4.71535399609446,14
3.0549623749089,13
4.97662001081539,16
3.9373916594856,13
3.55797531194624,13
1.86827037069653,13
3.375870275071,18
4.32527538795101,15
5.17420405131901,10
3.84685548214297,16
3.66532846357772,13
3.79043101023807,8
3.731386331494,18
3.97897721843692,13
3.32319737041473,19
2.76892333206678,11
2.84592485252233,16
3.3932781591573,18
3.76363109467553,11
2.25943750672799,11
4.36190722617885,16
3.5447116793013,13
3.41034157723584,18
2.75330163501482,6
4.52873893391259,9
3.78507330616189,13
1.81473117513845,9
5.69953881467008,21
4.16109289496924,9
3.72387943346461,16
3.47643682308113,16
3.59418491853206,13
3.7559057134588,16
4.64158471718745,13
1.51465159203518,18
3.40288768310956,16
3.80374676357824,17
1.88707005496153,18
2.21795830056409,16
5.72698014360619,15
3.81379464224729,14
3.89738888142387,9
2.97383333195369,13
2.84218285504801,12
3.61026968683133,17
3.70568598487958,13
3.91293843187002,6
4.57304166744084,16
2.99041550794912,7
4.64775205774452,14
4.95046014341049,13
4.61190943983997,18
3.76256233654791,18
3.04687080768258,20
3.06673537134756,11
3.55064286549123,14
2.29918094826307,6
2.73370004150879,12
1.91345342862012,15
4.49281387025137,9
3.72183673519952,17
0.976116603375322,17
3.37187140470635,20
3.61184305048721,17
3.39772115430178,23
3.29838933894319,19
3.80768225171384,13
1.87345131594788,16
2.19904995469163,13
4.54740543710473,13
4.41877171503941,19
3.86861149339571,15
4.21025838841204,18
2.36308356094223,11
5.67840707280887,18
4.47508279858298,15
2.2464147475988,21
4.41249520825906,20
3.2885819239188,13
3.06861325957684,13
2.22900745359141,16
3.40353947447391,16
2.79158583344293,7
5.729891463122,12
2.19167441233868,13
2.80219408289586,17
4.40721491201684,17
2.73823546623985,8
3.02209383522423,20
4.92611641596749,14
2.20801733830549,13
4.48457364738226,12
3.85994574543544,19
3.46175544292816,15
2.6654042386111,20
2.36957297722483,13
4.33717892928038,15
4.46354336788174,19
3.24433694458613,7
5.12735798452695,14
4.15756232665636,15
4.78455909811737,19
3.52409821013827,8
3.74321425334843,19
5.57947730770103,13
2.67426753652027,9
3.05831610695706,14
2.47958928437024,16
4.6545090518459,20
1.27078693588191,7
3.01840804025608,13
3.99798588618526,17
3.3542481866238,10
2.9705758863318,14
1.76333455661369,17
3.7085362498273,22
2.40518184206601,12
3.6455496370322,16
3.87013938819974,16
3.24556721245284,12
5.46284695995303,14
2.88023768476241,18
4.42299291306617,18
4.77168752958299,20
3.70853457992734,12
2.94503273905659,17
3.36480834690547,14
2.65592509742163,14
3.30477808065541,12
2.49488439387736,5
3.93952905158333,18
2.51172358656405,3
2.39972707815023,15
1.99361522251274,14
3.71304627573376,10
3.20478386484659,9
5.19931340921764,15
2.03373556595967,13
2.44899087335939,12
4.44448463365006,13
3.66156580614063,14
3.90890357965049,21
6.09284688996577,16
4.31725769780931,12
3.33898056640648,18
4.29532099050774,10
2.18963988589759,15
4.71629486640654,14
3.50480536296671,13
4.19223314170759,19
3.4309571246689,17
3.89839896667939,16
2.6156206980837,16
4.50900915146559,17
3.7042129058456,11
5.46665278626872,12
3.58258778892249,18
2.60868887371193,24
4.45967330097775,19
4.06459419936235,17
4.52890022812504,14
4.20824852215368,10
4.12278098282921,15
2.88923298363264,19
3.66460749414095,15
3.78739842035494,12
3.1644678266154,10
3.80593578777786,19
4.02883014986621,17
2.06564156346408,10
2.66677888097752,16
5.4585329671878,13
2.14334055673407,7
2.20703108117823,9
1.80761024534402,12
2.3942236506664,13
3.85527838471466,9
3.79945601746377,15
2.75831037056178,16
3.82620802105873,11
3.83275045577646,24
3.9421339531418,17
3.38891987974801,10
2.30982531773405,16
6.03560484649963,12
4.77950937383714,10
2.5207435297176,15
3.04621052463965,20
4.38479630701989,7
4.00944510767679,19
3.67072432509051,23
2.84250187592876,14
4.03857548806727,11
2.75058436136339,13
4.51514243546998,18
3.71953137861888,15
2.28090147632536,15
3.22753191069525,7
2.61267071002752,12
3.257686976815,13
3.14134371349997,10
3.15229572048413,7
3.07271492218057,18
3.86284199047511,7
1.56036268498203,13
4.054968519163,20
3.85604196066713,15
2.66046300273612,16
4.9029258689335,11
4.13302372830472,12
3.79962446673711,18
4.39462242585486,15
4.95284373157746,18
3.72939063614981,11
3.84155209975293,19
3.83491077485009,14
2.0757301823957,15
3.31886689208749,9
3.56164441902081,14
4.64732002449889,6
2.60092524029661,15
2.65721579221858,9
3.97800407557678,17
3.93853731389663,15
3.94533268853028,12
2.40326438799541,22
2.86133736590348,20
3.66712780746453,6
3.33214800638014,18
4.01304354970408,12
3.36515705158221,16
3.05249497065281,16
2.97762684755366,10
3.81966453391405,18
2.36257445483718,12
3.37212784057885,15
2.8114393656866,14
4.06719250781282,16
4.83428601810605,17
3.72677045627393,13
4.08719877299625,19
3.03318034767019,11
3.11483254397991,21
4.29346629420022,16
3.58870083988814,14
2.87127485976003,18
3.28732665151714,11
2.61870441120183,13
3.34674176482776,24
4.81538827438589,18
4.38427961641795,14
3.03956436695425,18
4.39403595074013,4
3.49404075709931,14
4.7964743332192,21
3.19576169033187,11
4.67589683566166,18
4.20319866003499,22
4.16126317488105,14
2.22639317765623,10
3.55026767800601,21
3.7598753110902,14
3.53470310168356,12
3.65408225135283,12
4.28385110832743,22
2.99443932015732,15
4.04534482623951,10
5.31860785173563,15
1.94034329560106,15
3.35061908935496,16
2.79808362793646,9
2.16016422938674,20
3.40355209100488,21
3.19716836616928,13
5.34208456095745,20
4.08420483116652,21
2.88876907178104,14
3.84387297560757,15
2.37368896485618,9
4.91329598563865,10
3.12861415882522,10
3.4651309323521,19
2.83979565691452,15
2.9814885689862,10
2.8909578387517,13
4.29175863677938,13
3.44165887199195,17
4.63237132555467,15
2.35091588063493,10
2.37166152170305,16
3.18521936633047,11
3.75625064461856,8
3.26017638268706,20
4.4997291060695,16
3.83733800017292,15
2.8148260099878,22
4.9373980833691,10
3.50177789052116,9
3.06138609613087,18
3.72641299546836,14
3.89054268449329,15
3.66414160642054,11
3.70373796314967,14
5.02468024487191,23
2.93230839731402,11
3.05914994225479,18
4.25289453747186,12
3.45917795442301,15
4.08420285859052,23
3.84175234566539,19
2.43167208094161,15
3.50586109776528,18
2.78619803247158,7
3.97530698158368,15
2.40385886864092,8
4.80584374411978,8
3.65796237730385,17
3.24694778873049,14
4.23640349641923,21
2.63797185288683,15
1.38290564982687,12
4.90936968708852,16
3.6632920872676,11
3.55190453682779,12
4.31527006835053,11
2.99153396693665,20
3.94985843152102,15
3.79983514867966,24
4.16385089146834,12
3.65202998812288,11
4.52532415123067,14
3.18505198953148,15
4.63361808221765,10
3.48113634442573,14
3.94612795287404,23
2.67837021544129,19
4.66978907384152,18
4.49047655941988,17
3.13919333752008,12
4.33163873489178,16
5.18410445289027,19
3.02963618347807,16
4.24140975567498,16
2.35937406888978,1
4.16335486725697,12
5.95832504389231,15
3.06104069222361,21
4.1132680121061,17
1.03923872690151,15
4.8423217759618,15
3.47939980099595,13
4.58830658349063,21
4.73642979940025,18
5.57084637645995,15
3.53868956685562,10
3.45301630107248,14
3.52559780892861,15
2.47838041463254,10
3.08677155500544,12
4.00912543963203,13
4.43357429991517,18
1.45557193963509,5
3.14413754557769,20
4.13063809630825,15
2.89682884433737,10
4.70506564063422,20
4.93229663223067,15
4.4195617790741,15
3.42851387538847,10
1.80412904112068,15
2.52998641625259,21
2.30724669982126,17
2.71231023662329,13
3.16044977130026,18
2.05429795908225,14
2.48732272831213,14
3.32153383559026,20
3.56566072010779,18
3.086812001138,11
2.57950529970485,20
4.08789013867728,17
2.46928243076434,22
3.54832019669477,13
3.23919302870316,12
3.90669939837069,15
4.04394988674124,12
3.25211415480294,22
4.46389821115777,17
4.63724524228707,18
3.47604682545137,9
4.18422267265178,14
4.31972292777249,18
2.30117948714034,13
3.27840296187321,14
4.26169578281979,20
4.23123994239983,15
2.5519063101438,18
4.1019332097375,10
3.8693996847882,10
4.4175740627256,16
6.20187742719637,14
5.00740622027105,18
3.62904838169676,13
1.70032867667959,10
2.2220102141017,11
2.67703357128416,11
4.00723803532006,18
3.59426377161861,22
5.04198414106747,11
2.59735422374156,13
4.98908787728185,17
3.85806051074718,17
4.31587526743447,16
4.46797002030901,15
4.20452513257855,14
4.15551436351431,17
4.55258029504464,17
2.53612524978221,11
3.41658391465273,13
3.3255813615951,10
3.36799465127276,11
4.04206097250905,10
2.97695369240815,5
3.99845295356322,17
4.03805711041783,14
3.69957653303531,15
3.65975765466232,18
3.51565558987271,15
5.44607595690938,17
1.81366029324515,11
3.25718680855301,15
4.84685361212376,18
3.543956328329,18
4.49844523984643,19
5.06467487320166,12
2.59036928874695,12
3.43211653641642,13
1.89688137030119,13
2.25086501174175,13
4.58735541887873,18
3.64505278380872,15
4.08595899233112,24
4.15067378722669,14
4.92335096246258,10
3.72341350976411,19
2.75939388532575,10
3.68477873226218,17
3.53908336387392,13
2.19698906214998,15
5.82960300629384,12
4.77935232145959,18
3.19249262901111,15
4.27077928535539,11
3.83246210971953,16
4.00740119711417,20
2.88225597949823,12
2.8068034197546,18
1.40994659188076,18
3.74753760102197,16
3.3610660501157,13
2.62990527527482,16
3.15631987806956,7
5.2659792856743,11
3.19852842601104,12
4.30219547978216,13
4.06523598275596,19
3.69527251268541,22
4.12535522864618,10
3.51655283019143,11
2.59796282636463,14
2.31355600354587,14
2.87543692513286,18
4.57817590353776,14
3.55830243243418,15
3.63021014727201,11
4.72548765823286,13
4.0243727116344,22
1.82173041147374,18
4.89951680908701,11
2.19866273471628,19
4.31850491183809,16
4.23519553352275,14
3.48843711955253,9
2.27890387089486,18
3.26491523439347,16
2.52346476839151,17
3.97917307745543,8
3.30592793664561,19
4.08406298748129,16
3.74936324656062,13
3.5125462357123,16
4.8597360741554,12
2.63446973041859,16
3.19235745001675,12
3.79728577009684,19
4.81198310563393,13
5.09477856960874,16
4.14224327691497,10
3.89343495296196,18
4.05346909644399,16
3.27672354590901,17
5.47219689034618,17
4.04746763013691,16
5.50326338904018,19
3.17741213099295,14
4.0471460634499,18
2.07740865317104,7
4.10797607182092,19
1.17380108904387,15
4.37016657702681,6
4.66989937696121,14
5.05698135591196,12
3.27898284599782,16
3.65044655376747,14
2.38488544445102,11
5.19259115608488,7
4.92228649067489,14
3.16985350791617,16
1.79057647431652,9
2.38719185557658,14
2.40551502436118,14
3.32706272902823,8
4.79884234927806,19
2.96618171425093,18
3.9726892821071,21
4.86067911299469,14
4.24052043363566,12
3.76266187173125,14
2.96473002427034,15
2.68322901554465,16
2.6455954897282,19
3.10812728033322,13
2.91537412631298,23
2.56170029557072,18
4.49830341834085,14
4.96398026639194,14
2.86705987647247,20
2.71533927914308,12
4.97542158881032,14
1.70020866283467,8
5.89154291105544,9
3.8966428198072,20
2.99976543894515,14
4.14182631084454,17
3.23162926136998,16
2.65290794649035,16
3.98068883820147,17
2.16639936543166,12
3.21463064031646,10
3.80837941817818,19
2.65800820087171,14
5.5670358560728,9
3.69668556136771,11
3.23395897841412,10
4.39163494087798,16
4.44930993983193,12
2.07818401462797,12
3.80336439037125,13
3.57742528071066,10
3.43051137610978,12
2.72398684468315,16
3.7824402276822,13
3.16372221099262,16
3.64038533872787,14
4.94229021747287,16
3.01860932541248,17
3.26230644941677,12
3.57610525366397,7
4.15408460614749,9
2.89844134481811,18
3.83389930621723,12
2.8593513439331,17
3.56891969093008,16
4.22729300855053,20
3.75464017167039,17
4.98147345831381,17
4.6327505623041,18
4.12810605084256,11
3.60928291474458,14
5.22611370686935,16
3.28953440294381,7
3.54302589934681,7
4.36193232610782,14
2.76309039083658,9
4.54568308883483,20
1.47466166503622,19
3.00703856400344,12
3.40246081390695,12
3.36742902965427,16
3.53235401678008,18
2.18403071832707,7
3.90339351653307,17
4.3573497223811,9
3.0782618540457,9
3.92581004816154,18
5.18885709072458,8
2.42576032804522,8
4.17930054344113,12
3.22454749944016,13
4.04794271871432,15
4.38509153461515,13
3.48450693166051,1
2.32584242844228,17
2.64381601397451,20
2.8468672210853,5
3.56616456969149,19
5.22315861605178,16
4.32998061205459,16
4.65668568016646,15
4.13494503950457,14
4.03065142748767,10
3.73886609363813,13
3.60966331825718,16
4.18816778139279,15
3.47479942415975,16
4.64598331835828,13
3.47863639132545,8
3.57935107612153,17
3.00372830053638,14
3.0817815238532,18
2.94507039375121,17
3.5244950741671,16
5.33657846689479,22
2.20398659951716,14
1.79883141240287,13
2.39236954101965,3
4.04641386071711,17
2.7440003824104,16
4.37313447341625,16
6.19862878808876,12
2.89382388097222,18
3.43493913006966,11
4.12593983168405,17
4.06142995361612,10
3.58693415071913,12
4.93139737375382,16
5.13121639542344,20
3.18501299186652,22
3.9668523965543,10
4.53093315913715,5
3.86107317298442,13
3.11806898176567,16
3.749480564271,13
1.90648352917553,18
3.48772059359762,20
1.76550904082442,12
5.35616786956385,14
2.90382733277271,3
4.68160275319356,10
3.36839995866094,11
1.06116141513447,17
1.94305547892232,20
4.49509375651492,14
3.09966565160431,7
2.8021407532365,20
2.50193244109547,9
3.07836127012122,17
1.35166087448477,19
3.81414226710753,17
4.49891079514463,4
5.38335278313027,23
2.93612942466585,9
4.35011719848794,19
3.36024561200705,11
2.10162141692928,8
3.83274527898206,16
5.29521561174544,17
4.90884467448539,11
5.00223595348319,9
2.45047056232412,6
4.6690185467803,14
3.94026195017551,14
6.08732915502756,10
2.41056512890953,14
3.24866866673174,17
4.6207249318322,13
4.22672176754435,14
5.03397346087214,13
3.76546272561291,20
4.75422138630375,14
4.30849516246984,15
5.15789224556627,20
4.82203266988244,12
5.08609431051784,16
2.77855429043682,8
4.35122936157842,20
2.76888615981033,11
4.595688478833,16
5.13620908860427,8
4.23346490826922,6
2.18315643091045,17
5.48766432202408,11
3.57165426287308,13
2.81069314232758,15
2.74586744935032,14
3.55346218043034,13
3.74889356076374,14
5.21764322599971,10
3.25081154357444,15
4.94076016159126,15
3.60475167046232,10
2.91134460539923,10
3.78855551895563,14
4.92838992520844,11
3.31029282471459,4
3.78060674174706,12
3.2822252193832,15
0.631950053628767,12
4.05043135990244,14
2.75439894955378,12
4.42536609067645,14
4.6158746448044,8
3.70184255613488,15
3.05766046189877,17
3.11469589939334,8
3.50498365201266,16
4.29456618141771,19
2.63270557179009,12
3.60665867291235,20
4.62504861303582,11
3.57072639020442,23
3.98759728242548,19
2.6710086874783,12
3.38016954239785,7
3.73349728927837,13
4.34684133596896,9
4.17127036406455,13
3.96579330653081,22
4.73756689463305,18
2.02833150049977,16
4.04228962860884,4
1.98187696619526,11
4.46760970719773,6
3.78055505941122,17
5.44131816281391,19
3.56459174271136,16
3.64841029064472,7
3.78841776508169,17
4.57450738204959,13
2.44145413292345,9
3.14993075845287,18
2.80023631585628,9
3.16768996853974,17
3.29939213729396,18
2.0398446827679,12
0.703045038193983,21
4.15382783442853,15
3.18890324414623,16
4.62974508998947,13
4.08304667774437,12
2.80273557533788,10
3.68826000615822,17
3.83902226529378,18
4.36785684402989,16
2.62614711255705,18
2.90201087348679,13
3.66556284648552,22
2.43137670763564,8
3.3900014198873,18
2.28276673823382,8
3.40771804159122,15
4.00993816399982,8
3.51124166716355,12
3.76739758587856,21
4.65912749120601,18
2.8448309854647,17
3.87084046739163,22
3.71767206141076,15
3.26711099657599,17
3.3249451869064,11
4.37722990115595,15
4.88531738800049,10
3.55229390469495,9
3.03872308163087,14
4.58980427482529,21
4.03892153611713,18
3.85066483167372,6
2.79322547015911,19
6.28514203129539,18
2.22489488184531,11
3.25451907946855,16
2.11894465982032,20
3.32389698390716,8
4.25306420991345,11
3.99878246578211,11
4.50756842830549,11
4.48261608337406,22
3.27235822921922,17
1.95337251783624,12
2.47973992735444,18
4.3797504164668,18
3.66404588612726,8
2.28514003234443,7
4.17683316545318,18
2.92148703856817,17
1.8773837477356,17
3.90475296740396,14
5.74376812997374,18
3.27178576067235,11
3.17819589837334,17
3.50068510435284,11
4.85658025756889,18
3.32428893838789,14
3.99718704520976,11
3.22076644566348,19
4.16950921843699,19
4.15532949103557,8
2.04007164163154,12
3.58237646245851,15
2.43427625435979,13
4.14546916604774,16
3.79817101097245,10
1.51563280731384,13
4.47490190477159,19
4.23470056958788,21
3.51383214385273,12
4.34147404242673,12
3.85850654042617,13
4.71668198191837,7
3.23657640135342,15
4.09904516084938,18
1.98555603518929,17
3.23961422625968,11
4.17606965343937,20
2.19304757993832,10
3.19599846658705,17
5.16441999939444,17
3.92888615159284,13
3.42607833738986,16
4.38356528122055,6
5.19420406557115,9
3.05179103799963,14
4.45160191980213,13
4.30573571496331,14
5.03058902785125,19
1.83976020160222,12
2.88760333745672,13
3.0105593773902,11
5.83365828146382,22
4.28515434178898,10
4.31085988832045,18
3.79143055510124,13
4.18527742659242,14
3.54083749271718,19
3.19690858846237,17
3.06640140482631,17
5.05028540630016,19
4.39241468788369,15
5.26328593435349,15
2.34515914674634,11
3.99425806598074,11
4.14384354866016,19
3.54159337361177,11
2.51549919718035,18
3.56620475197863,15
5.08779307815077,9
4.38856587978274,17
2.55945464850064,16
4.62638537708773,11
3.97284730079031,14
4.82818987913273,16
3.45736130670576,3
3.45957410124923,16
3.20875486334411,9
1.56144833201517,14
4.04818001232483,21
2.71000347788576,20
