"readdepth","chromosome"
4.36849162267198,"X"
5.9583390564663,"X"
0,"X"
0,"X"
0,"X"
7.80661714423252,"X"
4.99628514305445,"X"
0,"X"
0.323087612046197,"X"
0,"X"
1.23670638493397,"X"
0,"X"
0.751235956413546,"X"
0,"X"
11.3400385096195,"X"
2.56237781178784,"X"
0,"X"
7.03126928263927,"X"
3.57105102395413,"X"
1.53448840414944,"X"
0.332181217978491,"X"
0,"X"
0,"X"
0.821647632207948,"X"
4.20326961967393,"X"
0,"X"
0,"X"
1.57775830162881,"X"
0,"X"
0,"X"
5.48833673140009,"X"
3.23304389959222,"X"
4.71767571190224,"X"
1.36810909535189,"X"
3.87967968326657,"X"
1.28530708222722,"X"
3.89246801130159,"X"
2.19425320373674,"X"
0,"X"
4.8413858524831,"X"
0,"X"
6.02052493994929,"X"
0,"X"
4.29644141596335,"X"
4.99898723533252,"X"
5.20489749976883,"X"
4.3067308341028,"X"
0,"X"
8.77433291995846,"X"
2.29656703977128,"X"
3.62735246195575,"X"
0.535284662605186,"X"
4.18871734121287,"X"
4.83487640608689,"X"
1.50818660377313,"X"
0,"X"
0,"X"
0,"X"
0.169687060081775,"X"
0,"X"
0.197827892710914,"X"
0,"X"
2.05584376140217,"X"
1.99549677442724,"X"
1.33103555168689,"X"
0,"X"
1.08892086853192,"X"
2.00216589217963,"X"
0,"X"
2.23853182879571,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0.815158587300925,"X"
0,"X"
4.62704822590163,"X"
0.285723620823451,"X"
0.382337215318585,"X"
0.256068401125987,"X"
0.627027025212876,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
8.11654703971402,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
3.14844953123136,"X"
0,"X"
2.79427976816386,"X"
0,"X"
3.16094562533681,"X"
5.92862084388359,"X"
1.83306384305042,"X"
0.540822493357313,"X"
0,"X"
0.554149016466627,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
1.58672410020945,"X"
0,"X"
4.39464155111977,"X"
0,"X"
1.56125470707154,"X"
3.80139217834762,"X"
2.54990334356643,"X"
3.41648268997464,"X"
1.15371039377484,"X"
0.648836614239295,"X"
0.51933542815819,"X"
0,"X"
5.85832834651673,"X"
0,"X"
2.96947641180542,"X"
3.96148520005235,"X"
1.36053899570258,"X"
2.51092446517468,"X"
4.7408077949908,"X"
2.34992075136066,"X"
0,"X"
1.7483707725059,"X"
1.40303953656102,"X"
6.39960546021529,"X"
10.0165889954514,"X"
4.44926217385617,"X"
3.63331671203519,"X"
0,"X"
0,"X"
0,"X"
0.672897454803425,"X"
5.00728742248252,"X"
0.196226208220781,"X"
1.90880349693315,"X"
0,"X"
0,"X"
1.64848473965277,"X"
0,"X"
0.266886887470465,"X"
7.56545414304346,"X"
0,"X"
4.52489094130216,"X"
0,"X"
0,"X"
2.96296752855122,"X"
0.448840763653636,"X"
3.14288307626449,"X"
0,"X"
0,"X"
3.7287691858983,"X"
3.21679579403513,"X"
0,"X"
2.65350746243719,"X"
3.19420318292791,"X"
2.42969109728488,"X"
9.31131644995361,"X"
5.85785624209308,"X"
1.10321498085017,"X"
0,"X"
5.45676785593614,"X"
0,"X"
0.755097433528292,"X"
4.88379310836167,"X"
3.53009687791651,"X"
2.8528618656633,"X"
0,"X"
0,"X"
1.6885435086235,"X"
7.41574939668555,"X"
4.00973240417085,"X"
0,"X"
0,"X"
0.43570016905822,"X"
0,"X"
0,"X"
0,"X"
4.44025096726324,"X"
4.87233406951127,"X"
0,"X"
5.47184115573117,"X"
2.78023545029537,"X"
0,"X"
0,"X"
0,"X"
2.88010418058565,"X"
0,"X"
0,"X"
3.72461826358273,"X"
5.36379627518964,"X"
0.949660097090889,"X"
0,"X"
0.585464266787052,"X"
0,"X"
1.08225244637093,"X"
1.96650255609918,"X"
1.3991417334208,"X"
2.87018045982609,"X"
10.9560221298795,"X"
6.39842839914311,"X"
0,"X"
0,"X"
1.11621804849706,"X"
4.51245682454911,"X"
0,"X"
0,"X"
2.17254224525822,"X"
12.6063414517947,"X"
4.04256826843974,"X"
1.54909720028904,"X"
7.17870271058964,"X"
0,"X"
4.14075137044855,"X"
6.00701105381504,"X"
0,"X"
0,"X"
0.509474440298985,"X"
0,"X"
4.29573673722926,"X"
4.15805926158571,"X"
0,"X"
2.05788171992634,"X"
4.33537092639853,"X"
3.37876421382866,"X"
0.0622860370323063,"X"
5.06437116500476,"X"
0,"X"
0,"X"
0,"X"
6.68658209113328,"X"
6.71844876335669,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0.320213107111543,"X"
4.24454636556754,"X"
0,"X"
10.1634617407861,"X"
0.53054892189206,"X"
1.30429200520274,"X"
0,"X"
0,"X"
0,"X"
0.611676144942511,"X"
1.34035864882038,"X"
8.51079449211253,"X"
0,"X"
0,"X"
0,"X"
2.65475604948514,"X"
3.97460619597861,"X"
9.14560992247486,"X"
0,"X"
1.85935569788683,"X"
2.47743962252021,"X"
3.2314643178855,"X"
1.23058437079714,"X"
0,"X"
0,"X"
1.93580067467033,"X"
3.51655929127606,"X"
8.72398727934096,"X"
6.11441570865989,"X"
2.39128990523699,"X"
6.66452804836048,"X"
1.38345534161991,"X"
0,"X"
0,"X"
3.33652467806971,"X"
0,"X"
1.79406935896562,"X"
0,"X"
0,"X"
4.2872090856982,"X"
0,"X"
0,"X"
0.551499215167033,"X"
6.94788100785631,"X"
0,"X"
0,"X"
0.530618236923013,"X"
2.30683770448524,"X"
0,"X"
1.00063047642333,"X"
0.158274347869263,"X"
3.43977882792651,"X"
0,"X"
5.38957721773404,"X"
6.61174363788057,"X"
0,"X"
0,"X"
0,"X"
2.43547883133044,"X"
1.18971427595857,"X"
3.13053182687868,"X"
0,"X"
3.55299709380981,"X"
1.03025766231094,"X"
0.345901108383548,"X"
0,"X"
2.420887241303,"X"
0,"X"
4.4023167821007,"X"
0,"X"
0,"X"
2.89160138012884,"X"
2.24255259665749,"X"
0.0778200240634063,"X"
0,"X"
5.47227861986384,"X"
0,"X"
0,"X"
10.8264241019224,"X"
0,"X"
7.00734132351991,"X"
0,"X"
4.21569339219679,"X"
6.3232322415192,"X"
3.11984043443673,"X"
0,"X"
0.0349247776869491,"X"
0.809686846876652,"X"
0,"X"
0.0457848823515222,"X"
3.73713973083537,"X"
0,"X"
0,"X"
0.262692056701536,"X"
8.13318370440156,"X"
0,"X"
2.98195512139794,"X"
4.30710360268179,"X"
0,"X"
5.83824259078495,"X"
0,"X"
2.45146103843148,"X"
0,"X"
0.381679311516816,"X"
0,"X"
0,"X"
5.17267388354924,"X"
0.261242076640068,"X"
0,"X"
7.93550799252839,"X"
5.79592684348768,"X"
3.97387262594005,"X"
0,"X"
0,"X"
4.96342782685015,"X"
0,"X"
0,"X"
0.237546632558807,"X"
0,"X"
0.0183420776755019,"X"
1.86707696198994,"X"
9.75458156466579,"X"
0,"X"
2.58243345335281,"X"
0,"X"
0,"X"
2.76000885284469,"X"
0,"X"
0,"X"
0,"X"
1.46340092199518,"X"
0,"X"
1.10149202733774,"X"
0,"X"
8.77115044624962,"X"
3.18283732142767,"X"
2.19007960021023,"X"
0,"X"
0,"X"
1.56674448656277,"X"
3.02606694201859,"X"
8.84501248601878,"X"
0,"X"
0.356950487918513,"X"
0,"X"
4.23828073729402,"X"
0,"X"
0,"X"
5.17193490024597,"X"
0,"X"
0.19447537979776,"X"
1.11685094034779,"X"
0,"X"
4.342460868839,"X"
6.56055200388347,"X"
0,"X"
0,"X"
0,"X"
5.72820924850528,"X"
0.715673736810147,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
3.0326386420865,"X"
6.4517181366687,"X"
10.7243423986981,"X"
0,"X"
2.86466582005476,"X"
0,"X"
0,"X"
8.74456353261417,"X"
0,"X"
2.4276682228236,"X"
0,"X"
0,"X"
3.69938960519039,"X"
0,"X"
0.543917649379527,"X"
0,"X"
3.49265884326501,"X"
0,"X"
7.19745724009859,"X"
0,"X"
0,"X"
0.264830053568519,"X"
0,"X"
1.5705024191057,"X"
1.56254313458074,"X"
0.401590728860961,"X"
0,"X"
6.53927785192578,"X"
1.20308717588826,"X"
8.66987752312874,"X"
0,"X"
0.857277461333301,"X"
2.2630746582608,"X"
5.04560611425662,"X"
0.844110399973144,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0.326499369913422,"X"
0,"X"
0,"X"
0.220955888008068,"X"
2.65275356422881,"X"
5.7719810747449,"X"
0.290252375093181,"X"
4.45514019815551,"X"
4.98425686413782,"X"
7.32529750609924,"X"
0,"X"
0,"X"
7.59653765434441,"X"
0,"X"
2.30585390066484,"X"
0,"X"
0,"X"
0,"X"
0,"X"
1.43609503933566,"X"
0,"X"
4.46485533082056,"X"
0,"X"
0,"X"
0,"X"
2.93921964643688,"X"
0,"X"
0,"X"
0,"X"
3.15204523382283,"X"
2.98735094477972,"X"
5.17617087519027,"X"
5.10899018781389,"X"
0,"X"
4.25566146775899,"X"
0,"X"
3.66343280083204,"X"
1.01067016383108,"X"
4.28541115078058,"X"
0,"X"
0,"X"
0,"X"
5.12386489896635,"X"
0.790901995121292,"X"
6.19088392019058,"X"
0.977445192050378,"X"
0,"X"
0,"X"
0,"X"
0,"X"
5.94700963349313,"X"
4.96488823978672,"X"
2.88013406813487,"X"
0,"X"
2.48733335854305,"X"
0.7744981417962,"X"
1.91186094975664,"X"
0,"X"
0,"X"
0,"X"
0.658794587225735,"X"
0,"X"
3.58104076766166,"X"
1.83236325781972,"X"
0,"X"
4.77073261398663,"X"
2.04969678620598,"X"
0.841610566920958,"X"
3.02446640031694,"X"
1.33762550263454,"X"
6.49956815713256,"X"
0,"X"
0,"X"
0,"X"
3.96016044089712,"X"
0,"X"
0.497554124075083,"X"
3.07561526399962,"X"
5.10855784497145,"X"
1.88143595962668,"X"
0,"X"
6.12698554806982,"X"
1.21100320984586,"X"
4.83924507989254,"X"
0.520558469571306,"X"
7.80353886973867,"X"
4.59896639170986,"X"
2.03178765657986,"X"
4.00849380422918,"X"
2.46656047238732,"X"
0,"X"
0,"X"
0,"X"
7.35712197898306,"X"
0,"X"
0.748212182930539,"X"
0,"X"
4.48068975448084,"X"
0,"X"
0,"X"
0.476404251792759,"X"
1.94009985784035,"X"
4.00737313635858,"X"
0,"X"
6.31683924073812,"X"
4.99143867732889,"X"
0,"X"
2.4919233041204,"X"
1.37021716963482,"X"
4.49883350903789,"X"
1.86727219090088,"X"
0,"X"
0,"X"
2.20277452236976,"X"
5.96290614939931,"X"
0,"X"
4.98529313027119,"X"
0,"X"
2.08242551302234,"X"
4.77285562173943,"X"
0,"X"
0,"X"
0,"X"
1.36821916612756,"X"
1.73605503210262,"X"
2.76437267321672,"X"
0.752638122566307,"X"
0.701753126793985,"X"
3.54672770856878,"X"
0,"X"
1.30578734942772,"X"
0,"X"
0,"X"
3.53180222544223,"X"
2.4608494529512,"X"
0,"X"
0,"X"
6.03536607739507,"X"
1.31881713495258,"X"
0,"X"
1.63832941141671,"X"
1.94627608689059,"X"
0.0878258732860724,"X"
2.60274148079866,"X"
0,"X"
0.95518125082284,"X"
0,"X"
0,"X"
2.96481485135739,"X"
5.13750542743056,"X"
2.75381604042108,"X"
8.16029757987576,"X"
3.29672048403896,"X"
0,"X"
3.09247832792486,"X"
0.492452350572935,"X"
10.0756990670043,"X"
0,"X"
0,"X"
0.116953714122656,"X"
1.25707332518621,"X"
0,"X"
0,"X"
5.13965078184017,"X"
1.0095486686984,"X"
0,"X"
5.28846576956403,"X"
3.22661442416725,"X"
1.54888373691774,"X"
0,"X"
0,"X"
0,"X"
0,"X"
7.65728603954,"X"
6.01839601245253,"X"
6.32203347941892,"X"
1.64353103097411,"X"
0,"X"
0,"X"
0,"X"
1.93089817693442,"X"
0,"X"
6.20832327118353,"X"
4.26504630185172,"X"
0,"X"
2.4028253207789,"X"
0,"X"
0,"X"
0,"X"
0.145138949789395,"X"
7.39978373163884,"X"
7.69581344707589,"X"
0,"X"
4.6004331500252,"X"
1.44469975692208,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0.240877077294038,"X"
1.07692788140406,"X"
0.2803936764618,"X"
0.562755531168123,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
5.58759896171977,"X"
4.28074436237023,"X"
6.38052014943933,"X"
0,"X"
2.44534123539922,"X"
3.21084466052898,"X"
6.7228569133465,"X"
1.60911941701939,"X"
0,"X"
0,"X"
0,"X"
0,"X"
0,"X"
1.01374894284883,"X"
0,"X"
0.630902385571168,"X"
0,"X"
0,"X"
0,"X"
3.09792501544304,"X"
0,"X"
0.139560214804385,"X"
2.08954535348481,"X"
4.99144512328247,"X"
0.517501397108185,"X"
1.99020227011149,"X"
7.30408663039547,"X"
0,"X"
0,"X"
0,"X"
0.762786144716201,"X"
1.38761568284462,"X"
5.70493630170882,"X"
0,"X"
1.17088357222886,"X"
1.25543043612569,"X"
4.27702705120009,"X"
0,"X"
3.05269391422178,"X"
0,"X"
0.182589585459829,"X"
0,"X"
2.05179094379793,"X"
0.68660626204093,"X"
4.94151463788398,"X"
0,"X"
0.859002367386589,"X"
5.09112689987837,"X"
7.25573452127108,"X"
0,"X"
7.00418654316003,"X"
0,"X"
0.414539351117451,"X"
3.25043048293415,"X"
6.46813249459083,"X"
0,"X"
0,"X"
2.59357323308417,"X"
1.42699559464605,"X"
6.29155785414747,"X"
0,"X"
5.15223237249194,"X"
0,"X"
0,"X"
4.17714618483908,"X"
4.9614326568468,"X"
2.40882625205909,"X"
0.0584098676245528,"X"
6.4199796141945,"X"
0,"X"
7.45187437023748,"X"
5.38770645203822,"X"
0,"X"
0,"X"
0,"X"
0,"X"
4.69247635442761,"X"
0,"X"
6.37531713304957,"X"
0,"X"
3.40255658394443,"X"
0,"X"
0.822516652747133,"X"
3.47066147959622,"X"
4.09082920476489,"X"
0,"X"
0,"X"
0,"X"
3.4256763889769,"X"
1.24514370721284,"X"
3.51211666191256,"X"
0,"X"
1.98517057420397,"X"
0,"X"
0,"X"
4.24062254258762,"X"
0.476266267635144,"X"
9.45280918286243,"X"
4.169376814788,"X"
2.32077462043093,"X"
6.81895446158959,"X"
0,"X"
1.46408578248139,"X"
0,"X"
0,"X"
0,"X"
10.3604580454418,"X"
0,"X"
0.370346053135654,"X"
0,"X"
1.13424848096869,"X"
3.29673735509356,"X"
0,"X"
0.0576008108929152,"X"
2.24955825080053,"X"
0,"X"
0,"X"
0,"X"
4.19008655890083,"X"
7.69674621575441,"X"
1.77629964328224,"X"
2.82576689118906,"X"
0,"X"
0,"X"
0,"X"
2.51787051205072,"X"
1.15530184959351,"X"
6.1163193220411,"X"
0,"X"
0,"X"
7.38710071833516,"X"
2.1146954971015,"X"
0,"X"
3.55705995265195,"X"
1.23420944622452,"X"
6.0805348023713,"X"
6.21463539534338,"X"
5.45899882465645,"X"
0,"X"
0,"X"
5.54950104015116,"X"
3.00255556632283,"X"
3.25393279168492,"X"
3.00153601311416,"X"
0,"X"
0,"X"
5.27026916174329,"X"
0,"X"
2.48520145026412,"X"
3.08250920076812,"X"
1.88852994733085,"X"
0,"X"
4.50169711649145,"X"
2.88369950371839,"X"
9.69497404427348,"X"
0,"X"
0,"X"
1.63625367004933,"X"
0,"X"
4.15715175231746,"X"
5.03761327579615,"X"
0,"Autosome"
0.0244798357196281,"Autosome"
2.08614764946091,"Autosome"
0.669978235090342,"Autosome"
2.68807748432027,"Autosome"
5.14958375359739,"Autosome"
0,"Autosome"
0,"Autosome"
6.98502432975826,"Autosome"
5.31345321356432,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
5.57006981966842,"Autosome"
2.29814020346849,"Autosome"
0.611880141138928,"Autosome"
1.04877458917297,"Autosome"
3.07389052003672,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
5.11439631287967,"Autosome"
2.5755135923993,"Autosome"
1.17365485490746,"Autosome"
0,"Autosome"
3.99423490637799,"Autosome"
0,"Autosome"
3.88413014607711,"Autosome"
4.35497799154438,"Autosome"
6.87665051927167,"Autosome"
0,"Autosome"
0,"Autosome"
6.11006002550129,"Autosome"
0,"Autosome"
0,"Autosome"
3.35792985073817,"Autosome"
0,"Autosome"
2.08700765498395,"Autosome"
0,"Autosome"
1.54106885906541,"Autosome"
4.73385145083156,"Autosome"
1.63589706799596,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
6.10235130472013,"Autosome"
2.0000202211168,"Autosome"
2.46001061987437,"Autosome"
4.39324250343199,"Autosome"
5.49248762305012,"Autosome"
4.03480261201648,"Autosome"
0,"Autosome"
0,"Autosome"
4.13382865012982,"Autosome"
5.39349192507253,"Autosome"
0,"Autosome"
4.98789808504967,"Autosome"
4.31869696683852,"Autosome"
0.669871211325117,"Autosome"
0,"Autosome"
0,"Autosome"
3.75421841292313,"Autosome"
0,"Autosome"
0,"Autosome"
8.9095001308865,"Autosome"
0,"Autosome"
0.235562203401908,"Autosome"
0,"Autosome"
0,"Autosome"
1.52534418908672,"Autosome"
0,"Autosome"
1.7279947258156,"Autosome"
0.0703654068222318,"Autosome"
0,"Autosome"
0.686596693043715,"Autosome"
0,"Autosome"
2.25007215296295,"Autosome"
3.65759160985805,"Autosome"
3.40671296781702,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
3.24682372850535,"Autosome"
2.2646539791699,"Autosome"
3.27167674832398,"Autosome"
4.3882432056414,"Autosome"
0,"Autosome"
0,"Autosome"
8.19268938411986,"Autosome"
7.4896107366319,"Autosome"
0,"Autosome"
0,"Autosome"
2.8682208333112,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0.32779551909626,"Autosome"
0,"Autosome"
2.46478505618243,"Autosome"
3.88778471538418,"Autosome"
0,"Autosome"
0,"Autosome"
0.426828914641523,"Autosome"
3.97251568001611,"Autosome"
0,"Autosome"
1.05063047894347,"Autosome"
0.415700178635501,"Autosome"
7.76860828170048,"Autosome"
1.58451821582866,"Autosome"
6.37874421570417,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
2.06745364107717,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0.917474380940621,"Autosome"
0,"Autosome"
0,"Autosome"
2.86111000919231,"Autosome"
5.32470641479457,"Autosome"
6.17745719673332,"Autosome"
0,"Autosome"
5.36230665174094,"Autosome"
0,"Autosome"
0.644996689235226,"Autosome"
1.9736089913878,"Autosome"
6.43824229052564,"Autosome"
0,"Autosome"
1.44362287975285,"Autosome"
0,"Autosome"
1.43697314159119,"Autosome"
0,"Autosome"
7.0752237607774,"Autosome"
0.188432064281864,"Autosome"
3.39250186343179,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0.74497843359359,"Autosome"
0,"Autosome"
1.1486968990886,"Autosome"
0.104930900303483,"Autosome"
3.8266538245937,"Autosome"
0,"Autosome"
0,"Autosome"
0.445293502259471,"Autosome"
0,"Autosome"
9.06108665534983,"Autosome"
0,"Autosome"
0.59790193564603,"Autosome"
0,"Autosome"
7.65239395760249,"Autosome"
0,"Autosome"
4.44512850726545,"Autosome"
4.80485534130372,"Autosome"
9.35445506952773,"Autosome"
3.95206437750955,"Autosome"
0,"Autosome"
5.36015897038438,"Autosome"
3.088312751388,"Autosome"
6.57532944655317,"Autosome"
0,"Autosome"
0,"Autosome"
5.91118290387569,"Autosome"
0,"Autosome"
0,"Autosome"
1.34216721434499,"Autosome"
4.27040640491995,"Autosome"
2.97449835596811,"Autosome"
3.51647313579399,"Autosome"
2.93824411226151,"Autosome"
0.960696271002839,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
6.84789410792637,"Autosome"
0,"Autosome"
7.16613825465105,"Autosome"
0,"Autosome"
2.33162883065718,"Autosome"
5.11278587783045,"Autosome"
0,"Autosome"
3.36320027941318,"Autosome"
6.10481520119324,"Autosome"
4.86030747232368,"Autosome"
2.1310737714419,"Autosome"
0.0412823065685918,"Autosome"
5.44899871405529,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
1.72590355824407,"Autosome"
3.08375095104224,"Autosome"
6.63547233350452,"Autosome"
2.8546880551292,"Autosome"
5.59024321878836,"Autosome"
10.7924536769209,"Autosome"
3.05451340561589,"Autosome"
1.29061099496002,"Autosome"
9.72259853874239,"Autosome"
0,"Autosome"
0,"Autosome"
4.92049894100107,"Autosome"
6.3872548615191,"Autosome"
0,"Autosome"
0.316704559277579,"Autosome"
1.61807292423583,"Autosome"
4.1184172085282,"Autosome"
0,"Autosome"
2.19910489873336,"Autosome"
3.43637186292861,"Autosome"
6.82131912817258,"Autosome"
2.50698405894968,"Autosome"
3.22135976148177,"Autosome"
2.49204402083382,"Autosome"
0,"Autosome"
0,"Autosome"
3.33514144902112,"Autosome"
0,"Autosome"
0,"Autosome"
8.5555359114271,"Autosome"
0,"Autosome"
0,"Autosome"
1.14734626652965,"Autosome"
3.06380576993601,"Autosome"
4.44935113732257,"Autosome"
2.72109068708381,"Autosome"
0,"Autosome"
6.90261915197136,"Autosome"
3.05137297876543,"Autosome"
0,"Autosome"
0,"Autosome"
8.50036107612578,"Autosome"
0,"Autosome"
0,"Autosome"
3.94147771524001,"Autosome"
5.67611233996917,"Autosome"
5.90465431157306,"Autosome"
0,"Autosome"
0.951337269582636,"Autosome"
0,"Autosome"
2.71611365959552,"Autosome"
0.798819988415337,"Autosome"
0,"Autosome"
0.453375380558693,"Autosome"
7.02783047401464,"Autosome"
0,"Autosome"
1.58285644743449,"Autosome"
0,"Autosome"
5.38767806920026,"Autosome"
0,"Autosome"
3.94763430579798,"Autosome"
3.44762019584368,"Autosome"
0,"Autosome"
0,"Autosome"
2.45068827934041,"Autosome"
2.18564647230296,"Autosome"
0,"Autosome"
7.20020818020944,"Autosome"
1.66597423107878,"Autosome"
0.786057080039305,"Autosome"
1.53412878353285,"Autosome"
1.27475853509768,"Autosome"
0.518944208986649,"Autosome"
0,"Autosome"
0,"Autosome"
5.87890932336853,"Autosome"
0.406105635972421,"Autosome"
0,"Autosome"
0.503448018873715,"Autosome"
8.20132469367627,"Autosome"
0,"Autosome"
0.73236863806667,"Autosome"
0.710921235327282,"Autosome"
0,"Autosome"
12.1002360986743,"Autosome"
10.367072950501,"Autosome"
7.40042817151183,"Autosome"
0,"Autosome"
0,"Autosome"
1.30557619638065,"Autosome"
3.34013085601405,"Autosome"
4.57543183140894,"Autosome"
4.53395689946432,"Autosome"
0.776535623257416,"Autosome"
0.889419867202568,"Autosome"
3.10753148375874,"Autosome"
0.202633109964286,"Autosome"
7.61790613379492,"Autosome"
1.81713463626374,"Autosome"
0,"Autosome"
5.62099035900202,"Autosome"
0,"Autosome"
0,"Autosome"
2.06932072987576,"Autosome"
4.35361564840251,"Autosome"
0,"Autosome"
2.01539671863059,"Autosome"
2.66086463162083,"Autosome"
0,"Autosome"
8.03142319905345,"Autosome"
7.01206522349613,"Autosome"
0.747801323961923,"Autosome"
5.68119333958105,"Autosome"
2.44744488244626,"Autosome"
1.90986345973244,"Autosome"
6.4435201077159,"Autosome"
5.98709810616046,"Autosome"
0,"Autosome"
5.13663130851335,"Autosome"
5.50216169237961,"Autosome"
0.0765434262214644,"Autosome"
4.78142538236595,"Autosome"
2.26611915108927,"Autosome"
3.23178328923727,"Autosome"
0,"Autosome"
4.37777698995497,"Autosome"
0.230945174632027,"Autosome"
6.9079399437504,"Autosome"
8.19262650254955,"Autosome"
1.5884410913601,"Autosome"
0,"Autosome"
0.726683588143649,"Autosome"
3.32232352557936,"Autosome"
1.67368070356172,"Autosome"
3.67634392493328,"Autosome"
2.35177740498549,"Autosome"
2.36484731256388,"Autosome"
0,"Autosome"
2.0954841959525,"Autosome"
1.93331716058941,"Autosome"
0.541048233628271,"Autosome"
0,"Autosome"
0.28900889578799,"Autosome"
0,"Autosome"
0,"Autosome"
6.28230773467014,"Autosome"
4.92524710876541,"Autosome"
0,"Autosome"
2.40917141453311,"Autosome"
0,"Autosome"
0,"Autosome"
8.74324059222632,"Autosome"
1.84563287154945,"Autosome"
9.22708714955776,"Autosome"
4.16340072063499,"Autosome"
12.0839635481332,"Autosome"
