"gene","treated","expression"
6,1,7.58903913284969
6,1,7.72508771654779
6,1,5.60005523094154
6,1,6.64898991056972
6,1,5.11632083866068
6,1,6.60127853576159
6,1,7.70222848587988
6,1,6.3112000774045
6,1,6.82280324022248
6,1,8.53607404523489
6,1,6.8336263277856
6,1,7.02694074221411
7,0,6.37066207214238
7,0,5.51787277952204
7,0,6.26434660803064
7,0,6.0175923761334
7,0,5.50795310418261
7,0,5.85974162396867
7,0,6.4961708679123
7,0,5.22636921995468
7,0,7.09228064346891
7,0,7.18726231502661
7,0,7.57345841673638
7,0,5.23658636775127
7,1,7.45928077610919
7,1,6.38704202712251
7,1,6.37128505374545
7,1,9.41702581372413
7,1,7.31760930295803
7,1,8.91037175405509
7,1,6.83771884218236
7,1,7.29349114029644
7,1,8.86853750862995
7,1,7.53566718866141
7,1,7.53417317932904
7,1,8.26473846526447
8,0,5.90140131782845
8,0,5.53207237959284
8,0,6.38766803030165
8,0,6.21896165635467
8,0,5.794579437601
8,0,5.78987893979401
8,0,4.59413258289804
8,0,4.97232402821043
8,0,5.43092547202895
8,0,7.55020924791884
8,0,6.27459709012837
8,0,5.54776872555058
8,1,7.07759783074626
8,1,6.66021152975913
8,1,7.97855843351854
8,1,5.48072520265404
8,1,7.00925076231783
8,1,6.80170120470857
8,1,6.16724257113041
8,1,6.99716636018181
8,1,6.91553969868439
8,1,6.80947756971211
8,1,8.65702770355457
8,1,5.29125242098906
9,0,6.33649470878525
9,0,5.75609578533836
9,0,6.23156337060008
9,0,3.22078099699299
9,0,6.51484654935912
9,0,5.55314580359409
9,0,6.68519652191537
9,0,4.36766712108301
9,0,5.92872240784664
9,0,5.6140875420695
9,0,5.20778415910427
9,0,6.5246614100512
9,1,6.79442881705399
9,1,7.36994168642987
9,1,6.11210330720081
9,1,6.21719740460846
9,1,6.47487370451937
9,1,6.03241395331397
9,1,5.35849821602294
9,1,6.30012692852817
9,1,6.28663391165122
9,1,6.06821726849812
9,1,5.31024407867354
9,1,5.83685898331783
10,0,5.36271897878538
10,0,7.29493924462311
10,0,6.68923988628113
10,0,5.69393065636589
10,0,4.30019814143013
10,0,9.03466832412549
10,0,7.07892565639745
10,0,6.30169556521276
10,0,4.17442999203464
10,0,5.84031450207851
10,0,6.78521453385555
10,0,5.31689764638267
10,1,5.27454751418376
10,1,5.11450066869204
10,1,8.38366902369642
10,1,6.81126780330452
10,1,5.66512517213669
10,1,6.78575662774897
10,1,6.73150937314221
10,1,3.21304584990758
10,1,5.65382461008094
10,1,5.02741284708839
10,1,7.54973074865585
10,1,5.95591646653774
11,0,6.51036272566051
11,0,6.28662434560192
11,0,4.72454215185848
11,0,3.56274167222737
11,0,5.4278158188611
11,0,5.95866863813585
11,0,6.32644563951246
11,0,6.17761874714058
11,0,5.61109001678757
11,0,5.96435765647289
11,0,6.387123650447
11,0,5.78903105530519
11,1,7.83189995392808
11,1,7.69962309592884
11,1,6.92329266741239
11,1,4.80138308771465
11,1,6.42200143065081
11,1,5.95388298552471
11,1,6.16635581265047
11,1,4.75242839964081
11,1,5.32881361137547
11,1,7.0058143579117
11,1,6.28955239889683
11,1,5.72014830140224
12,0,5.20645150570981
12,0,4.80533354286544
12,0,4.47919808877868
12,0,5.75201626253194
12,0,5.8040603496279
12,0,4.65454950796187
12,0,4.75275445258659
12,0,5.48447267981896
12,0,4.82342117553424
12,0,5.25432219421426
12,0,4.36434417301668
12,0,6.26656715786501
12,1,6.32443825162866
12,1,6.94225721494409
12,1,4.58366326954065
12,1,4.2018382299183
12,1,6.40319756609447
12,1,5.3695693007662
12,1,7.53025801053371
12,1,5.6705478502874
12,1,5.35922604837627
12,1,4.28581213202646
12,1,8.34326388254094
12,1,5.14623615860297
13,0,5.88356541598974
13,0,5.42299597748778
13,0,7.23769040581875
13,0,6.68720361283935
13,0,6.85006238820525
13,0,5.6826239964472
13,0,6.89238756188666
13,0,5.91944807539562
13,0,5.18770677458433
13,0,7.25089038428087
13,0,4.82881466993722
13,0,7.10103243564855
13,1,6.32884010659555
13,1,5.76210989006128
13,1,4.59711437787839
13,1,5.00909136339064
13,1,5.01150351428034
13,1,6.74286139901338
13,1,5.60682818274474
13,1,4.9625593718354
13,1,6.31068951171044
13,1,6.95627828270441
13,1,6.7852970186946
13,1,7.24113297730155
14,0,5.90385135543675
14,0,5.68235713512122
14,0,6.51820666539367
14,0,4.65343995980213
14,0,5.39298694886603
14,0,3.87041719915537
14,0,5.25694150894457
14,0,4.63288628744211
14,0,7.19021017597743
14,0,6.2041515534983
14,0,5.36212859430034
14,0,5.79808336637941
14,1,4.77342373064157
14,1,6.50283100365565
14,1,7.44974844239414
14,1,5.87021944678516
14,1,5.32457020887062
14,1,6.33113090685676
14,1,5.54070175477071
14,1,6.7328063447112
14,1,6.3964645231544
14,1,5.10223077394224
14,1,5.7594850670701
14,1,5.73727749827743
15,0,5.74415115411511
15,0,5.32077896271864
15,0,6.00979582023947
15,0,6.05467970886781
15,0,5.62522567596385
15,0,6.96753602992095
15,0,5.6214166756885
15,0,3.22760344427289
15,0,6.16179058858473
15,0,5.34069224878636
15,0,6.38428123995319
15,0,6.26586983195009
15,1,5.75505011010516
15,1,6.37663018678594
15,1,6.95849543798019
15,1,7.28812205702469
15,1,4.8375258229676
15,1,6.91326875374406
15,1,7.2710022251401
15,1,6.59458202871558
15,1,5.6568804828967
15,1,4.91274966039988
15,1,6.54398861421468
15,1,6.95928830905671
16,0,5.51134992567978
16,0,5.86450749381531
16,0,6.1020633761563
16,0,3.81719017446816
16,0,7.11211788511371
16,0,4.83154879964341
16,0,7.35061609210235
16,0,5.36510300056966
16,0,4.5079765105978
16,0,6.81732369920627
16,0,6.1544857744271
16,0,5.26483022896763
16,1,4.6418460738052
16,1,6.33698888632915
16,1,6.17303423801997
16,1,5.54696735812757
16,1,5.48130001113855
16,1,7.18688382070208
16,1,6.08379545528066
16,1,6.06525701199647
16,1,5.07583585595312
16,1,5.25743071090199
16,1,5.94731969239559
16,1,7.4091267306022
17,0,6.38543666187878
17,0,6.76521922247247
17,0,8.48662268988464
17,0,7.17879194149596
17,0,6.22909855747801
17,0,7.42336577559162
17,0,4.87861823545832
17,0,5.75333783963865
17,0,5.65337320674995
17,0,5.45292151054868
17,0,6.36421396656638
17,0,7.36534212278934
17,1,5.69085355264667
17,1,6.25097262887688
17,1,6.27567227754971
17,1,5.61547216580083
17,1,5.27424842298638
17,1,4.83191618555151
17,1,5.7372689483688
17,1,4.62163278672991
17,1,7.35673561945077
17,1,6.98703972507193
17,1,4.21523731496115
17,1,7.25024888979507
18,0,6.76606616455378
18,0,7.08863396352688
18,0,4.62354397832408
18,0,6.62926997068768
18,0,4.90675888758868
18,0,7.7900138992374
18,0,4.85678217025337
18,0,7.92729907698341
18,0,5.89715154002484
18,0,5.92781636677188
18,0,4.76308329255319
18,0,5.35977874030547
18,1,7.56327021187801
18,1,3.84603093419301
18,1,5.46209436871782
18,1,4.54150545926606
18,1,7.53364692090881
18,1,7.54113618284059
18,1,4.10858987315444
18,1,6.1427476880616
18,1,6.5414079605992
18,1,7.77031854889802
18,1,6.76543847750002
18,1,4.5506089270069
19,0,6.97054818541813
19,0,5.09724937536945
19,0,7.35535930384544
19,0,6.9577349525314
19,0,3.99784681529719
19,0,6.61891937100059
19,0,5.25720224026302
19,0,5.46245243527798
19,0,5.36844641084902
19,0,4.98122424441369
19,0,5.90737659502171
19,0,4.93148657729594
19,1,8.25030097570027
19,1,7.16233718370266
19,1,7.40163199646275
19,1,5.55838476739747
19,1,5.71132393416184
19,1,6.0502514114822
19,1,5.47285595089694
19,1,4.15227533101056
19,1,6.91863512794472
19,1,3.27819981917398
19,1,6.94502932958933
19,1,4.88825858330682
20,0,6.84281709492647
20,0,6.05663721575086
20,0,6.79085107328551
20,0,6.2394894638448
20,0,5.81392346541975
20,0,7.81348451824536
20,0,5.77493230999939
20,0,7.8911440895199
20,0,5.85127063135848
20,0,4.66013018485108
20,0,6.73444375641888
20,0,7.05109385746174
20,1,5.14252678690654
20,1,7.44392066210381
20,1,6.97717147282699
20,1,5.23449495853465
20,1,4.59423302396049
20,1,5.4392800589347
20,1,4.55996760013613
20,1,6.49032898621695
20,1,6.6079144377528
20,1,6.29423082401071
20,1,5.60994401922601
20,1,5.38700610772021
21,0,5.91201012993754
21,0,4.52716100563495
21,0,4.62142405462122
21,0,4.54210312665547
21,0,5.9016894771607
21,0,6.10527666301016
21,0,5.85523601526349
21,0,5.22229328026589
21,0,5.57303645535827
21,0,6.05644010942578
21,0,5.51031261514474
21,0,6.42280735063805
21,1,4.91310189645626
21,1,5.33549104509543
21,1,6.54583503054184
21,1,4.58620883690692
21,1,4.34344501626062
21,1,6.49057482425526
21,1,4.76686851192512
21,1,6.28339335703243
21,1,4.82924013498028
21,1,6.7267009621262
21,1,6.13519266041215
21,1,6.19540591316271
22,0,8.45572687304768
22,0,5.53884508137978
22,0,4.93647053332813
22,0,4.2911568736707
22,0,5.30348447493084
22,0,7.9860067342167
22,0,6.6642674349475
22,0,5.65753424334808
22,0,7.04802959471071
22,0,6.03727394622215
22,0,6.84584921948303
22,0,7.18874187243894
22,1,5.6870064178466
22,1,5.5589008553496
22,1,6.06081543242903
22,1,7.5357644593097
22,1,5.03643484502833
22,1,5.40489342193851
22,1,5.34783733567643
22,1,5.51687839890266
22,1,7.51586086439813
22,1,6.28915749242496
22,1,5.70161436417404
22,1,4.60243353007535
23,0,6.72928135220393
23,0,5.71266201215688
23,0,6.76694243796054
23,0,5.82957499383825
23,0,6.95052817739062
23,0,7.79349579495009
23,0,4.72420885669555
23,0,4.94170855488283
23,0,6.91929298884555
23,0,6.27570152325779
23,0,6.90216064475424
23,0,5.4463770800087
23,1,7.08573940178391
23,1,5.89332561373435
23,1,5.83072089816525
23,1,6.26702552976131
23,1,6.09412598886543
23,1,7.86101427439588
23,1,5.40661820804029
23,1,5.68607710295709
23,1,7.04332022348622
23,1,5.87451458062519
23,1,5.32177783896026
23,1,6.91127057136952
24,0,4.76323318637684
24,0,5.56484766053899
24,0,5.32687388183734
24,0,4.20777684962474
24,0,4.67536771844848
24,0,4.68870656352411
24,0,5.68048404367939
24,0,3.95637441701728
24,0,5.89039430994105
24,0,5.56756530408519
24,0,5.4144831438325
24,0,5.99782299028284
24,1,6.58016484310864
24,1,5.9102559777209
24,1,6.95938252653564
24,1,6.83018744882281
24,1,4.88150435602822
24,1,5.24367110891397
24,1,5.53337335785994
24,1,5.81054482314408
24,1,7.14419231336294
24,1,6.12317533261555
24,1,6.46940488764411
24,1,6.56659228269455
25,0,4.6203571280781
25,0,6.55126995448773
25,0,4.62461430244446
25,0,6.19817776728287
25,0,5.49753006049941
25,0,6.23314375727147
25,0,4.58733030549981
25,0,6.31565782837561
25,0,5.92145677050199
25,0,6.74853275657004
25,0,7.11389341100772
25,0,5.18254562923403
25,1,7.3683685068626
25,1,5.78690144486649
25,1,3.84829271914475
25,1,4.28844304872763
25,1,5.66370735889444
25,1,4.72761557859628
25,1,7.31257119316148
25,1,5.69412977325466
25,1,5.03428500680607
25,1,5.7442225771602
25,1,5.68398586394589
25,1,4.9390193545717
26,0,7.8401100879694
26,0,6.05912666423884
26,0,4.51912802206969
26,0,7.79897105478112
26,0,4.65170051715097
26,0,4.14247183574787
26,0,5.9933134260256
26,0,4.75156056415363
26,0,4.79305999595823
26,0,4.67675652887208
26,0,6.97565274901858
26,0,7.71364812153704
26,1,3.91229337107101
26,1,5.15130491512045
26,1,5.87511228513583
26,1,5.64783374114619
26,1,6.77482766841739
26,1,4.32595461288088
26,1,6.70465450774963
26,1,6.45590188540298
26,1,7.13858694056575
26,1,4.8885979865361
26,1,7.27503295820299
26,1,4.52923691145135
27,0,4.91029592080222
27,0,4.50221701174731
27,0,6.97379466516399
27,0,7.05307076869181
27,0,5.80310783312319
27,0,6.44719713935123
27,0,2.77590465430339
27,0,5.59779691038986
27,0,7.22284017604939
27,0,7.16925602438434
27,0,5.75226355670343
27,0,6.18328494156791
27,1,6.64768840473295
27,1,6.15236903407645
27,1,4.59201468158684
27,1,5.26889533185618
27,1,7.39264429558159
27,1,5.75158422748838
27,1,5.65198797282232
27,1,5.88487861947054
27,1,6.83950178917961
27,1,5.75548257963816
27,1,5.08435012117492
27,1,7.54688822881542
28,0,6.0374244734943
28,0,4.20861040037585
28,0,5.42464140869547
28,0,6.31328331026349
28,0,5.70156507600003
28,0,7.14315549593182
28,0,6.96920969543226
28,0,6.51004235214065
28,0,5.87542905516292
28,0,5.64327642693532
28,0,5.46310575245457
28,0,4.97911584434823
28,1,4.38947061571727
28,1,5.38132595367714
28,1,5.2076380269218
28,1,5.08445330249894
28,1,5.4920438638222
28,1,4.95035592410878
28,1,8.22330390281119
28,1,4.54376200098624
28,1,7.69279534156333
28,1,4.92207666050132
28,1,5.21599108392093
28,1,6.91959790769693
29,0,5.37271398595345
29,0,7.20941152622616
29,0,5.10831306823436
29,0,6.2533575520133
29,0,5.26759979861339
29,0,4.76441291127306
29,0,6.29289983168224
29,0,5.610484997488
29,0,6.17372165339085
29,0,6.24422147450628
29,0,6.27355273939326
29,0,6.30588690926918
29,1,4.94392556162406
29,1,5.77115281390165
29,1,5.9426862452335
29,1,6.93131837700709
29,1,7.75091643693364
29,1,7.03788943052398
29,1,4.7682260921731
29,1,5.67394586611815
29,1,6.7236133633915
29,1,7.47117519160729
29,1,6.18633549576762
29,1,5.65602370052545
30,0,6.51647645104951
30,0,3.83816880324991
30,0,3.92788233488643
30,0,6.42125302530872
30,0,4.46544229426886
30,0,5.08528251289077
30,0,6.95564136308492
30,0,6.66872672920783
30,0,6.03946437159585
30,0,5.83287094280968
30,0,6.07133978209335
30,0,6.15349869921953
30,1,6.4708940363058
30,1,5.49530049298272
30,1,6.45409725069943
30,1,4.78531993758823
30,1,5.95270918781199
30,1,5.71311546477345
30,1,6.28710519527864
30,1,6.54858339032853
30,1,6.12343464607456
30,1,7.18121000820483
30,1,3.37286235733411
30,1,5.40028849951097
31,0,5.94651929137628
31,0,6.02711225939189
31,0,6.63457147235605
31,0,4.47500753160363
31,0,6.59422056828444
31,0,6.28106789048948
31,0,7.25468957895139
31,0,4.88521010177508
31,0,4.08342995628119
31,0,5.1585818782998
31,0,5.57381419905585
31,0,4.95860746970508
31,1,4.31594241150082
31,1,6.13027414416476
31,1,6.44725210117697
31,1,6.84181654274485
31,1,7.40869268219054
31,1,4.9515188841565
31,1,5.92991935831891
31,1,6.47593407466842
31,1,7.13620761859368
31,1,4.80206436305099
31,1,7.59822620137822
31,1,6.00061071633389
32,0,7.31109773047543
32,0,7.99535119339904
32,0,4.25711655402481
32,0,5.14260251465438
32,0,4.7884199885144
32,0,5.42381490501507
32,0,6.98584177693288
32,0,5.73736595274695
32,0,7.00761416647972
32,0,7.11917748205636
32,0,8.11434597035351
32,0,5.86803606954888
32,1,7.02441659743886
32,1,6.71523410839889
32,1,5.74102439573913
32,1,6.13908174101909
32,1,6.66982891419979
32,1,7.65888773069377
32,1,6.75102568743352
32,1,5.61793214595077
32,1,6.32260985083209
32,1,4.9943138906416
32,1,5.28736306482803
32,1,5.76246825419626
33,0,5.87880673669532
33,0,6.55973389699795
33,0,5.1644046333057
33,0,5.8012111936657
33,0,6.2010673049263
33,0,4.88421231012474
33,0,5.80765798156864
33,0,5.80680182683221
33,0,5.03955450156952
33,0,5.80091020464604
33,0,6.63549450802533
33,0,5.17839618308484
33,1,5.0243340382219
33,1,5.97150502878048
33,1,5.49329688294581
33,1,4.69112094812754
33,1,5.72540055456106
33,1,8.26330657766632
33,1,5.6822712774489
33,1,5.35203031383924
33,1,5.2709609129835
33,1,6.08320324269885
33,1,6.4419233560046
33,1,7.90967382119826
34,0,8.98362711346458
34,0,6.84716336106935
34,0,5.53728610861486
34,0,7.23600950477619
34,0,6.67960034606707
34,0,4.98486247807409
34,0,5.65936590380467
34,0,4.71752811866233
34,0,5.06461942911322
34,0,5.06180707574383
34,0,6.08933691563042
34,0,5.50135237301866
34,1,4.90655979237143
34,1,5.85687952264654
34,1,4.62023683950337
34,1,4.07322389414746
34,1,4.8077007011203
34,1,6.68294981141492
34,1,6.57730573751287
34,1,4.82523703184711
34,1,7.31582374572216
34,1,7.52838975875802
34,1,6.88378231082039
34,1,6.47685777583243
35,0,4.86382259132234
35,0,7.16570575979738
35,0,6.58109359277617
35,0,6.56522651240143
35,0,6.79664441442689
35,0,6.34198124830158
35,0,6.10922830275746
35,0,5.86184526844933
35,0,5.56345556654143
35,0,5.55579092578981
35,0,4.24289027981385
35,0,6.44944375543528
35,1,7.35111325846382
35,1,6.50218095578469
35,1,4.83213448230535
35,1,4.62774881950745
35,1,4.80811803375022
35,1,6.9418948006813
35,1,5.45337907996035
35,1,3.88258309587822
35,1,5.07576191941584
35,1,5.61092522744562
35,1,5.754912813975
35,1,6.91581085866639
36,0,7.10375418821029
36,0,5.10178021164055
36,0,5.26107826687506
36,0,5.6292852400322
36,0,5.28120082125856
36,0,6.2112917159851
36,0,6.20495514095549
36,0,8.2878132813065
36,0,5.64743257664677
36,0,3.69502729966354
36,0,5.7686247381081
36,0,6.63128984332646
36,1,5.24212155135143
36,1,6.95855598705215
36,1,5.82989491738468
36,1,7.31424447631614
36,1,5.4523451309153
36,1,8.50901120807755
36,1,6.08261475608636
36,1,5.62107298065371
36,1,7.50631108255569
36,1,7.12156397280317
36,1,5.66811536966441
36,1,4.9785523778607
37,0,7.14197684838908
37,0,6.66240640015902
37,0,6.88625718700402
37,0,6.93861459043509
37,0,3.6202602262739
37,0,4.91821862824178
37,0,5.55789551825897
37,0,7.4746102391244
37,0,5.48367640968534
37,0,7.49778740970901
37,0,4.87926715157115
37,0,5.35009439387589
37,1,6.05115412386432
37,1,5.3347162341892
37,1,4.14961200378
37,1,6.40328107930128
37,1,6.19200857025338
37,1,7.06457149251523
37,1,5.1626964566913
37,1,5.10290313862755
37,1,4.85291146046259
37,1,4.02297528676928
37,1,6.03066756996186
37,1,8.02832163092978
38,0,5.90407875291453
38,0,6.45569740205673
38,0,4.40516349596829
38,0,5.50707845869684
38,0,4.18693765073701
38,0,6.29321012454525
38,0,6.88249324041948
38,0,6.69973036855253
38,0,6.37121497130878
38,0,4.56917273265445
38,0,7.01256163976755
38,0,6.31253446350071
38,1,6.57806846580835
38,1,6.74930841819085
38,1,7.18223715581773
38,1,6.26483642857197
38,1,6.84381882319257
38,1,6.01570119044273
38,1,5.29911365334229
38,1,6.74430949598598
38,1,6.42562967431299
38,1,3.77894817745146
38,1,6.90197075471831
38,1,4.72718738480193
39,0,4.9299771061178
39,0,6.03846041175377
39,0,6.03402467852395
39,0,4.07978451152574
39,0,4.49860195555698
39,0,5.4000072312813
39,0,4.66727671145895
39,0,7.25789787587391
39,0,6.12096845742048
39,0,5.74323278055265
39,0,5.76565320283141
39,0,6.50186056582538
39,1,5.3866620023858
39,1,3.88493814340783
39,1,4.08040956028186
39,1,6.19529580813892
39,1,7.17464245748389
39,1,5.16078868272406
39,1,6.73431520284359
39,1,6.97406419117312
39,1,5.41323194488411
39,1,5.0430775022337
39,1,9.38894367238087
39,1,7.39234956424416
40,0,5.20835171117031
40,0,7.67486244421457
40,0,5.71403050830933
40,0,6.83064747238268
40,0,6.21899581565986
40,0,5.02959230629973
40,0,6.46886315352679
40,0,7.85569275986899
40,0,4.92893565480374
40,0,6.82236557515837
40,0,6.70758835781542
40,0,5.52629526031376
40,1,7.20379092054735
40,1,4.66685263934303
40,1,7.53743709198922
40,1,6.16411465288565
40,1,7.32438376908164
40,1,5.80743256740332
40,1,5.99942778328285
40,1,7.75734473174553
40,1,5.06240130622219
40,1,5.89318199608202
40,1,6.05762225658671
40,1,6.77954559872286
