"","i","asc1","desc1","asc2","desc2","tran12","tran21","p","acc"
"22",22,1.11508442622925,0.276384875535552,13.8274905175909,11.2010600548091,0.638645137825509,3.00221433460296,-246.002602347578,10
"23",23,1.18189360537972,0.257249925616625,18.4377111072659,20.5709244888446,0.492976687548506,2.67894576072001,-246.580779302341,8
"24",24,0.980474433028878,0.755646528168681,20.7819133598364,20.2712634178048,1.07184195594627,2.71139907994549,-247.437659573751,8
"25",25,1.45245168403256,0.873643685699339,20.6068919181751,10.5170035739555,0.523576448224245,2.43100865044285,-245.026598305799,6
"26",26,1.30582132321338,1.45556365251138,14.7341780203322,14.2233276989365,0.0801726362142864,2.35428233872766,-247.623852499978,6
"27",27,1.9536111763905,0.12351388633686,21.1313342211056,7.69567377335005,1.24704385504265,2.8418884195029,-249.269832838981,7
"28",28,1.44743028914628,2.7609101792104,18.6629754678566,14.203934988817,0.750620159193093,1.89773297662505,-248.041523824125,4
"29",29,0.543532074464284,0.765811077221333,24.6746448382023,14.5920951015966,0.637069499793439,2.24347623676551,-246.074307593857,3
"30",30,2.1621492543048,1.06043059625658,22.7108315544046,12.0612503655268,0.700264582848805,3.81970349892595,-247.581489317868,6
"31",31,2.21980528522338,1.78166678649836,21.935665440078,13.809278937481,1.0949620682822,4.68480193263705,-250.840944958234,10
"32",32,0.563705186134228,0.141455817568785,18.5521938002511,17.6491551119421,1.46286515114349,3.17002994473345,-246.232016742613,8
"33",33,1.4030974316093,0.261428931260571,20.2872668497168,15.527874712167,1.13441755944495,2.53001508308963,-245.462511865353,4
"34",34,1.15070369481285,0.469524549131911,20.7549747830069,15.1445997821034,0.179641253663671,2.95099383329822,-245.992276607155,9
"35",35,0.619125921337927,1.76625326382874,19.8554996988549,14.3508707212095,0.26051562907187,1.8691803026321,-246.215319288034,2
"36",36,1.99089658845082,1.59030773560876,17.2978761911601,14.3924894455631,0.478838265215505,1.78035060383734,-247.469056310514,3
"37",37,1.48688320136083,1.60860014339628,21.4513394290284,11.4151748503258,0.727157575782478,2.10441224218684,-245.523937486892,4
"38",38,0.648238782599789,2.21289682007918,19.6788638059011,15.9505096497645,0.350101118716445,2.41126470178335,-246.235136358038,8
"39",39,0.385206675940804,0.693396245564961,16.8861094474247,19.8562719277737,0.45902605853997,2.7002876415292,-247.58164123409,3
"40",40,3.12460272533952,0.078848107363466,19.6173372011086,15.8118043281769,1.02950112735059,2.52036137370543,-249.483228692852,5
"41",41,3.29600887549655,0.888038011940796,26.054778854215,16.9651853829322,0.575221203986162,2.28206927255948,-250.86064410905,3
"42",42,1.24384009792967,0.945768689195002,17.22484869728,17.5438532373567,0.0773470711019453,3.43487890769535,-249.23126101742,6
"43",43,1.03878039339699,1.27468340295365,21.2622078911787,14.9087585067076,2.04794687155737,3.83407955347575,-249.909321859183,3
"44",44,0.44796678210709,1.02740761975321,21.9909648909613,9.87542588207047,1.06964017764183,2.93625401035793,-245.958076834669,9
"45",45,1.24520467918326,1.96343387353106,16.0074193249836,10.3418513568036,1.73353070514829,4.41513656915911,-251.279246122209,6
"46",46,0.527466497285335,0.632963891321853,19.1153619029007,16.8361122061939,1.36021992053632,4.68307320454341,-247.706194847565,3
"47",47,0.586629470606338,0.453818015929412,22.6868256017646,15.3541014034741,1.39012916239937,4.82283546949811,-247.208156348791,4
"48",48,0.414999035014908,1.18437349265318,23.313300111246,8.48512171105212,0.636533651570626,2.20265171767861,-247.135544702514,4
"49",49,2.2141230512519,3.78957733246053,27.6612257327965,14.9305325276254,0.690386590225017,3.0670275531833,-253.550008821705,6
"50",50,1.31770837191772,2.79076899448162,27.6759413908316,17.9665757023478,0.304560388507222,1.37839382151099,-252.765651649666,5
"51",51,0.276963816239973,0.98513587864657,12.0315960131548,16.9032676801621,0.588807018456295,3.83083033925548,-250.815820389856,6
"52",52,0.35814679981527,0.285281632192802,28.357082743939,13.0202738040006,0.587878096685893,3.22885321071997,-249.762455058132,7
"53",53,1.57836295687721,1.85766984333901,12.5701532408558,11.4363688563807,0.978987716635714,2.64647670462955,-250.206100486777,4
"54",54,0.347159649861284,2.08237396286393,29.1690487193838,11.5541308706505,0.550403187324218,2.35026469570958,-248.800896402466,7
"55",55,1.03462549992963,1.15902576586224,28.2940981875136,13.7001272251708,0.641305632327341,2.17547929319049,-246.79856862111,8
"56",56,1.25752412734886,1.77547268492881,25.694693509765,13.6834099407187,0.618179557552069,2.65456159839263,-246.337889825208,6
"57",57,1.1909572167618,0.746820922679805,24.3141515305534,8.73639604547801,1.08979718345985,4.030375471438,-247.588282863986,7
"58",58,1.29354044689162,0.360194171208465,26.1903579706605,15.3406573307565,1.12325909311595,3.76824753390773,-247.095655236573,7
"59",59,0.252750490478745,0.489526949471673,13.8765837064815,12.4866397627351,0.288850664882378,4.0739938676295,-249.474746350858,4
"60",60,1.01416378119135,0.0393527123082103,16.3982422176032,12.7707774127428,0.927594886524948,1.70943597603235,-246.488522899167,8
"61",61,1.02600431497414,1.11799586302788,20.7084674380004,10.3780273141544,0.538930323393091,1.99948122641032,-245.006799518317,5
"62",62,1.3858961657327,0.468075230510613,20.5259707864589,12.0727763700503,0.386815351062954,2.82791423141642,-244.961734345845,5
"63",63,0.874303745864122,0.270570466844108,18.2129860281267,16.34682970692,1.32147567291157,3.40614360163185,-245.522381766239,6
"64",64,0.9819392335736,0.133962194768335,24.3295603811995,16.6428394714707,1.32992803036739,4.52372658169758,-247.321878563219,6
"65",65,0.688424836562447,0.161187444098465,28.8793749300086,11.8792659079606,0.985090898653992,2.54718199166686,-249.44681796913,7
"66",66,1.05567453283493,1.52199677157399,15.0240347611972,14.3434419674277,0.173802198909658,2.64019000104069,-246.908892235405,5
"67",67,0.716254468300235,0.631608133633656,17.5810289156927,13.0476888769288,0.265165818013895,2.19604025414788,-245.027048794169,3
"68",68,1.47745620587223,0.073286538074273,20.1220622209851,11.6767516696453,0.618766433301798,2.88411316905114,-244.698998121226,7
"69",69,1.62290900515736,1.73392906951887,21.7729021881726,10.9671995960724,0.631683911161343,2.8243549651795,-245.884457617039,5
"70",70,0.664084263644274,1.16395456013233,19.3399691860705,11.1915970951867,0.898304222948556,3.31185321143929,-244.995591632435,4
"71",71,1.26089121401589,3.07453226996857,17.5794747704222,11.7437296271691,0.314118142405853,3.09142606648634,-248.270398604434,7
"72",72,1.68516421660613,4.0707504841635,22.9870441578842,6.96071643811974,0.458414163331411,4.9494454608984,-254.597839556971,4
"73",73,1.57643881385778,1.99207580663346,22.8567150700419,10.3696549433268,0.9383225831663,4.64820033439848,-249.065617750421,8
"74",74,1.59892350127122,0.825905591788733,22.8567377896562,11.4319060688891,0.959197097134441,4.056112491363,-246.766604544665,3
"75",75,1.55756832676544,0.686384594965241,23.9172920226195,11.2661032671235,1.57279038701187,3.08077237518028,-248.252885919319,6
"76",76,0.407118279769962,2.2074240344147,20.2765148822294,9.67105530566862,0.499789694985367,1.7549962375321,-246.597985465555,5
"77",77,1.14524954572827,0.721179007284103,21.7134324405418,13.8554669764986,0.81632508391887,3.41667989199677,-244.904949057892,9
"78",78,1.44627885410191,2.78263231045841,21.2660513017402,11.6975509037426,1.17170632441589,3.09855693740025,-248.548038598656,6
"79",79,0.903967066266201,0.602798910028712,18.6078057894559,11.1236212693317,0.762859748888124,1.69789246964484,-246.03133685796,6
"80",80,1.00755137744616,1.32186696630829,21.2209707531046,8.21453131481632,0.954799290839441,2.85892690354804,-246.069621348934,8
"81",81,1.49427554457704,2.58104265858521,15.8696951656502,13.2568411270864,0.845952426723836,2.98431718775816,-248.38412486505,6
"82",82,0.358676191686577,2.00486837699111,28.4828212680194,12.0894675910852,0.79369828666351,2.98922519578255,-248.252504859292,5
"83",83,1.55345981998558,1.43574844792262,14.0461132568207,15.484649648369,0.250766784999467,2.53909762627627,-248.043761418049,8
"84",84,2.47774858416706,1.12166763265134,23.9901223927636,9.86214025708074,0.972774754234496,3.26491795193519,-248.354730558579,8
"85",85,0.192064118066516,1.34991495662736,21.5804528943162,15.0061799412372,1.20570579330606,6.49520627509691,-252.112842284107,7
"86",86,0.474913337776578,0.953698631466127,16.2096077701908,17.9013083105896,1.49609511488672,3.19134833073159,-248.393675017039,3
"87",87,0.787736257289596,1.57452586666216,25.4801983279075,13.0280463350606,0.794504489445844,3.07750046733682,-245.907757764192,8
"88",88,0.183605830086664,2.31015272795886,14.2886492380324,14.393228974626,0.371784121121343,2.54287675313532,-248.411700462138,7
"89",89,1.22952972987527,1.52810680198646,27.9726252898927,10.2286470569014,0.591162811485607,2.40720612808264,-247.016873155799,4
"90",90,1.0904218877298,1.55985504364731,30.6552643848936,13.8987932329724,0.677658635144808,1.79782728081173,-248.877748833057,4
"91",91,1.04350801154546,0.948278214226527,20.7532177656252,11.8261065046208,0.5470647066809,2.32373786625051,-244.452321970947,6
"92",92,0.949086275181717,0.538268060191986,17.5636634951597,16.6799846655594,0.484693640858812,2.03005125361552,-245.292450094766,4
"93",93,0.978111016686449,0.256600379375823,22.8997984364769,12.6839994844103,0.810254584788862,2.42603827621331,-245.075481385866,8
"94",94,1.18905166220312,0.287643612848781,22.6863979679308,12.1833633068071,1.31181687758219,4.77897158900812,-247.318354378048,7
"95",95,1.14875658612522,1.38052036340743,21.1526956263886,11.3566598687375,1.52931567612536,4.68062240756627,-248.586706408116,3
"96",96,0.331448773547229,0.629174191433363,25.2540199685798,7.85538504369636,1.12822889143097,3.94434490571597,-249.276652664528,7
"97",97,1.92191859274278,1.27680125064037,23.1740045052909,14.4534689041223,0.373883465798232,4.20031265338543,-249.601262347168,5
"98",98,1.09638959381361,0.858462588092486,17.698531122315,9.15797861970958,0.391720181979541,3.00509143619015,-246.044554308639,7
"99",99,1.0338407027261,2.72124712789694,18.8534929690839,12.5918459471129,1.00908160261764,2.47846541786428,-247.180294003652,6
"100",100,0.438001174207347,2.08004340310362,15.8922847801534,12.5087022368132,0.532255077345156,3.09210688576754,-246.383404959015,6
"101",101,2.19267263531285,1.65252299265991,17.1617082753647,10.8705587341717,0.17938391912429,2.94891159536055,-248.597509668374,8
"102",102,1.80671772549305,2.43756510062686,20.0448208210597,12.1160674176893,0.553017221210856,2.82093141008654,-247.232473103376,5
"103",103,0.272132687663522,1.81445261501448,19.8422357141815,14.2454668040978,0.603834263293217,3.44581754417334,-246.545509480797,5
"104",104,0.629149536345477,0.738270830755062,21.9775239475846,12.2967419136855,1.36090262954581,3.24287307420917,-245.758548455665,5
"105",105,0.877464996820068,0.917649003113535,16.3879158096231,11.2320519535948,0.00775256603445755,3.10109903824831,-247.553254071032,5
"106",106,0.720543027218973,0.226584924752222,13.4569962723024,8.68393713321128,1.66526211990238,3.78836024962667,-250.230595812613,5
"107",107,0.41534593160511,0.262005717742521,14.3679550550721,9.56552954206022,1.52128124997806,4.79253373518375,-249.57403922748,5
"108",108,0.592030009573325,0.50024739003837,27.91617420547,10.4742730708678,1.03454773446049,2.42620577138182,-248.960009389166,3
"109",109,0.866949881698278,2.98780576753027,23.5054378208793,17.5753095764354,0.761663189388478,2.4329911921486,-248.704954027356,4
"110",110,1.53389754182681,1.66952585698925,31.3772132291547,9.70309884763494,1.19798858834383,3.34169817154025,-251.383071974638,4
"111",111,1.87142143897345,1.31317950019285,27.7845048505902,6.00551216344471,1.15273680448567,2.70832276166748,-251.184945223314,5
"112",112,1.41349554758326,1.49897113943903,30.5028308874292,19.4005771237634,0.862580812225025,2.70625274853646,-250.806497726672,7
"113",113,0.876456527913747,2.39691687209294,18.5726893546355,14.3488898929152,0.480720168961537,2.45390213206406,-245.875946219757,3
"114",114,0.661622285624519,0.72944007072293,17.4275148093996,14.3070150551772,0.510752522983572,3.2722267009858,-244.898179513982,7
"115",115,1.11698484667138,0.221200377311657,12.206407282189,14.7988043086057,0.0920899577723176,3.68282611663953,-249.920355610296,7
"116",116,1.2957320810747,0.0324167591612251,13.6310585619651,10.7892469714937,0.0282756818148311,3.67489385231997,-249.715794463794,7
"117",117,0.982210535323442,0.543456945861479,14.8452371623136,17.4946397374624,1.25149760878984,3.02339392379384,-247.388716666946,10
"118",118,0.685853123733293,0.372484832898471,16.906441814769,10.7087801670896,0.220026221347317,2.69143563074643,-245.6564932085,4
"119",119,0.999293495626682,0.611962766523388,20.9356335495039,21.5330958128216,1.05831968030066,3.20938855254675,-248.098209666801,8
"120",120,0.753407283257858,0.779662152984396,19.4214374654238,20.8256374433877,0.323584445787884,2.99152065067535,-247.880666324756,7
"121",121,0.609985268752789,0.530944714327836,23.4092873761282,20.6722876301251,0.442318604845247,2.27273801306608,-247.813833087891,6
"122",122,1.34592459824861,0.168717656524688,22.3450344924667,8.65244509044156,0.90267326764743,3.7447791044089,-247.3017872946,10
"123",123,1.21514089813497,1.89101782447414,19.4275294536866,13.0416108211228,1.15720640762812,4.298751991525,-248.082077165172,9
"124",124,0.596008081002577,2.0531271401985,19.7884130933463,8.84099656702483,1.14314953491365,2.6990739321466,-246.894491503086,1
"125",125,0.443491306275697,0.391632246660228,19.324586346946,19.2863767972477,1.26650179620222,3.4350611521061,-247.077184864336,7
"126",126,1.17846702743395,0.189060227440606,21.5383429254673,18.8801143182463,1.0170370648595,2.88716538107538,-245.832036023579,9
"127",127,1.53238419764134,1.18361529667603,23.6359691072523,8.88512113063718,0.492899502532229,2.15923419854893,-246.255355254587,6
"128",128,0.451424018591677,1.27170379085825,26.100118464072,13.89400437919,0.581124598739694,2.05587630105501,-246.977425134274,4
"129",129,0.617734665952117,2.46730509634537,18.5548906016431,13.6648245555042,0.487377368042066,2.18980286093289,-245.82918525183,11
"130",130,0.381801708938906,0.157613739295009,15.6400761776219,13.8661426807946,0.317569388388803,2.48671669093378,-245.241902180363,6
"131",131,1.05493121274279,0.74771131935986,19.0972686605143,12.9332086364,0.568441003163923,2.42861184602767,-244.180827033433,5
"132",132,1.1282458300346,2.62195113474532,23.1479464172066,15.8765439275953,0.94049850095526,3.05553393158944,-248.158453897613,11
"133",133,0.109219516116463,1.89315380808342,16.2419495474338,13.6107067117768,0.546799062430693,2.26188766539099,-247.949961243799,8
"134",134,0.431644312197146,0.649947871378827,19.3663591936952,12.6674005277609,0.762625734877633,3.59008013488917,-245.08354227388,7
"135",135,0.82560717333414,0.555905457969193,20.4775790860632,15.6688610445862,0.759823129177758,2.14026362199908,-244.936268734161,7
"136",136,1.54023499001261,1.13397195567671,17.9525987491699,10.3515185064889,0.671163850325551,3.38213498998426,-246.083867053751,7
"137",137,1.02131573608781,0.0502910059491851,19.9892423953187,18.3292516389184,1.24154655182399,2.77186509154213,-245.715042747053,9
"138",138,1.22500404199103,0.124317674855498,21.7181561374363,9.43952443283123,0.801465628226313,4.18185830160447,-247.157958313808,6
"139",139,0.552702024414067,0.484212957622233,23.6783841202539,8.33849261639772,0.791609688796795,4.3056603430536,-248.523611669627,3
"140",140,1.97963072965232,0.824487196115986,18.2806738809904,9.81519209113104,1.11032223745252,2.5078387056806,-247.428151955046,7
"141",141,0.80444078788713,2.69813499798761,22.2963285394066,9.65599831535931,0.961478353821727,1.95089691665451,-247.286759497027,2
"142",142,1.95089589244188,0.288384328741183,25.2148969810232,9.1958851168629,0.92710073953517,4.03047999101803,-248.709243262131,8
"143",143,1.67196148767544,0.926035245946592,24.6954345646091,16.1203028849602,0.706055647455308,1.34808801565784,-248.344491510468,5
"144",144,0.725592843217381,1.56731928763721,19.511946953252,12.2577541731544,0.443687766018913,2.61291481307241,-244.846275770827,6
"145",145,0.994245240420488,1.08515082805946,23.299902834814,15.3986591417588,0.393335926504764,2.23310943952306,-245.63169461583,6
"146",146,1.2544012888523,1.3389356852763,21.6881416328944,13.3775527673088,0.318761813763097,2.36491339737203,-245.486289719429,7
"147",147,1.70183117175341,1.81316634530462,15.3923541644011,13.4987839185878,0.793366366733884,2.24240245253659,-247.782999312462,7
"148",148,2.02465050624489,0.502355307611219,27.7740799832773,8.5460666670749,0.761590617911653,2.47390549827218,-248.797342664449,7
"149",149,1.47184610879252,1.14793701889214,27.736525951108,11.8787437455082,1.14728245880008,4.00668502188681,-248.709396216402,4
"150",150,0.0377579407842743,2.76309012030652,14.1642803127561,13.1662716821981,1.91855853788761,2.9185861149749,-253.323658034245,6
"151",151,1.12401691370121,1.43022317589956,18.6924823384416,12.0456595711822,1.40046400426349,2.76275873156964,-246.988956382782,6
"152",152,1.27688105134027,1.37365626029989,16.4711545935713,12.4478927777194,1.62743016187948,3.38074937678144,-248.771293981641,4
"153",153,1.91970717780486,1.029259769221,16.8513841914118,13.472631635242,0.98907772735544,2.15790504523883,-247.423490374066,5
"154",154,0.418499003524033,0.358783818930361,17.336616742994,11.8695695181268,0.381980628640277,2.78484767338603,-245.144143922513,7
"155",155,0.659566145218509,2.07671681187292,16.5043152866067,15.2320267120029,0.529745270204035,2.37544902759204,-246.032951077845,7
"156",156,1.00518461307576,2.30238602386447,16.8340532222876,16.9113829771063,0.545431419038872,2.83878506769345,-247.366024894542,8
"157",157,0.351358149258804,0.418063022585378,16.1489391189068,12.5839613370604,0.829014598737859,3.01902099545241,-245.232582318226,4
"158",158,1.85183112203763,1.39914671278672,24.5607208020053,5.72250014237658,0.717123156103908,2.2681649064377,-249.043950131499,11
"159",159,1.76829827887205,1.74930225247785,21.1201474431116,10.6393214904681,0.797784565499407,2.81665665167817,-246.309082746761,6
"160",160,0.610823219962832,2.65916339430487,20.6203097907971,8.6721803022526,0.611960973006822,4.31682877499072,-248.512235889146,7
"161",161,0.725008130786786,1.22683998427339,23.9838996363022,12.1564605905009,0.803967840842889,2.29361265812767,-245.2149182096,4
"162",162,1.39638486093715,1.46533242567574,18.0944076165138,9.86834071700419,0.22666123113652,1.88323132435732,-246.8593533075,7
"163",163,0.433311302967735,0.420132803529081,14.6118642514153,10.9278964224668,0.377119911430572,3.84205123762559,-247.61684118533,3
"164",164,0.519995870275314,0.0331918626197021,17.2598356907345,13.655820847156,1.25980575102283,3.02639190151294,-244.771352292279,6
"165",165,1.47134419232756,0.0555910852723906,22.2082815832498,16.3705509821046,0.662120679134042,3.29972902825024,-245.196399696275,10
"166",166,1.49012888124917,0.0738606908505652,20.4795503943267,14.3861513504852,0.94114264664751,3.67699797220071,-245.135984141567,5
"167",167,1.24745669394241,0.740529021794982,28.4085950532953,15.3521116561765,0.677708956133033,2.09068113070905,-247.33044334023,6
"168",168,1.1851459765845,1.73764473036869,13.143846917289,15.617498692779,0.298681314516214,2.24186015882661,-248.334605529366,7
"169",169,1.18100555805849,1.48748533787582,12.6688092093418,14.3864277321581,1.0526036063183,3.2143519189663,-249.383292048072,5
"170",170,0.921325778883129,0.0471939115252345,24.2502228248368,15.0788131950766,0.787960877504258,2.95743909824146,-245.088135222736,7
"171",171,1.32269960323612,0.0553516581033592,16.5975211373276,16.1019346456386,0.672510634619496,2.99631989592058,-244.61886720467,4
"172",172,1.0554962468812,0.0282666552207958,20.2585740275956,19.7444542473199,0.349850895679508,2.68902387883055,-245.885437327362,7
"173",173,0.829474595745407,1.6856966322037,17.7894856253487,19.9366527399065,0.33772685582528,2.46893093986316,-247.932574582419,6
"174",174,1.1315821719147,2.08635037158915,25.2116876173612,18.7135242343897,0.806385737533866,2.78115567453777,-248.66134573033,4
"175",175,1.47575520977788,1.31765284129794,22.3916277460602,7.84815417360679,0.932647413512762,2.88851571417208,-246.809790880881,3
"176",176,1.19460274448709,1.33190317147286,22.1774039604679,9.11126703713254,0.426736106804462,2.10350556311155,-245.885340956139,8
"177",177,1.08871858529518,1.49066217648274,20.9976088735685,9.16674161320717,0.385702729138432,2.16437000932132,-245.912640470885,4
"178",178,1.38450059924802,0.908853893391125,18.8669461491928,14.1935647487657,0.432129638077808,3.10600479212233,-245.201008188021,6
"179",179,1.2476574348794,1.00085924268402,18.8855944640071,12.5976876903128,1.02746709479397,2.62847766289464,-245.217527283258,5
"180",180,0.345506061439906,1.24364696146874,19.5523504629799,16.0059237678338,0.740576289974021,2.52798600974111,-245.877356556864,9
"181",181,1.4544357650361,0.349106169259472,14.9555215841227,11.166891051716,0.494135961266556,1.64101823098032,-247.357685703379,7
"182",182,0.911541549208855,0.876955871592868,22.9130576896549,15.5758756954501,0.80154838520865,2.01035920716883,-245.53907090624,6
"183",183,1.25715159620115,0.504372168713137,10.69269925785,13.1557863592232,0.934764176462687,3.29938964184653,-249.994048681114,6
"184",184,0.678468650864388,0.519790248632608,28.0448529819095,11.332496896569,0.917365195766042,4.18893216296198,-248.437621568467,5
"185",185,0.408048081550133,0.805226277820078,19.78553099229,11.077253663164,0.718778300635468,2.48917742295849,-245.410062993071,5
"186",186,0.760575260756249,1.78430254163216,20.9224965283867,12.0314155059833,0.529988078613545,2.80718895150734,-245.021877319343,6
"187",187,1.30683422055327,1.77488341969782,19.1593782671815,11.030475370526,1.45309528637166,2.71631584123841,-248.038284725783,6
"188",188,0.245942514658705,1.41660769917007,19.7447584823793,16.8140692603176,0.332907343111859,2.76667356506804,-247.294869876948,3
"189",189,0.975835676907766,1.3266212266702,19.9872720542827,7.87536509701583,0.720958610366451,2.39470389271892,-245.917539477875,8
"190",190,1.27876999735587,1.56802416408368,21.7843646694438,12.2764964181181,0.538711401849121,2.69135111420609,-245.119203301588,5
"191",191,0.861771204876512,1.83541225013026,19.6874604279639,11.802299878392,0.247620634183784,2.16751170402898,-245.937755865255,6
"192",192,1.33189968308832,1.14758144332294,19.1823828475837,11.3621998000375,0.548586762545157,3.75034495953863,-246.094075782171,7
"193",193,0.389033591689966,0.57406231828623,17.0875282853023,13.5941124508992,1.358274849835,3.5438618117513,-245.998305280787,8
"194",194,0.8971624055696,0.195916300248945,17.8944501198941,14.4426585734805,0.980146612292635,3.99651293030843,-245.044592829231,7
"195",195,0.547172938957023,0.934829635327017,21.655875142604,14.1066513423551,0.788187193017245,4.41060370173821,-246.534221576609,4
"196",196,1.91291853068008,1.32167940785826,26.5977527605703,10.2331152079316,0.94736158209892,3.73564089135783,-248.49230508428,6
"197",197,1.3184076353775,0.698956324742872,27.5065894852726,13.0154490885285,0.971696209169002,1.70857283907517,-248.09617187435,5
"198",198,0.839056411713234,1.80659353755222,18.6743531477971,14.1392407724594,0.431683364560122,2.43320189712488,-245.103942358312,4
"199",199,0.611121234172124,0.015741305637708,18.5961340423076,9.75915551864888,0.853429740273962,3.44081701890768,-245.471235980847,4
"200",200,1.18528721912133,1.46206530390767,20.029283209172,10.2373797118841,0.752044325162967,3.02026076304226,-245.192732727908,8
"201",201,0.649650330366945,0.835800334455085,14.447793247112,9.76814062442632,0.895375617199425,3.37039295413031,-247.052093865573,4
"202",202,1.32265137407212,0.739776918738738,19.5628777695158,13.8920708735317,0.367860705807282,2.9673963123498,-244.97184164429,10
"203",203,0.50750853894235,0.860672299285312,13.452588782466,13.1038315813531,1.20259525427563,4.8409265257542,-249.96223298443,8
"204",204,0.714525162770173,1.50482613986758,28.2387238620583,9.61294443677263,1.17585843102693,5.16340989244486,-250.452552784214,5
"205",205,0.46193497388636,2.26631224591913,29.3043877290106,12.1677726470408,1.02265595163861,5.12444599742408,-251.541596052051,6
"206",206,0.614117885619855,2.71139241726644,18.9630551136575,13.1533458459846,0.611671671523863,4.51693285328501,-248.968410729104,6
"207",207,0.447752686671364,0.760488392801815,20.2054670077187,12.4858444280646,1.5960303564818,2.77836747872363,-246.877168141668,4
"208",208,0.740379179363966,0.824989822602037,25.4308977419332,17.9024337817638,0.703997556560592,2.47061732165899,-246.616243739412,5
"209",209,0.494523470327134,0.913638432701423,20.7485602885373,5.88669569033224,0.609007108365748,3.37113362427927,-249.293338944684,4
"210",210,1.03319426930124,2.5368111375884,23.7351695095077,9.28809298253207,1.10265306436195,3.9653223302973,-248.512687933456,7
"211",211,0.218718853090259,2.6513083520504,24.1666741106547,9.38175211728221,1.07429461288057,2.63390248028531,-248.334266974245,7
"212",212,1.57045073803454,0.902948131916572,23.330968578428,10.4966497887681,1.28001595361305,2.59980614710765,-247.188230755938,6
"213",213,1.58388194056128,1.47245862891365,16.5730505741002,15.468095594585,0.462783027690577,1.58835778885158,-247.600979519545,7
"214",214,1.01306644206234,3.10201011239009,18.9894264092507,9.42592953102298,0.680329585498891,3.49660875266603,-247.824244657117,8
"215",215,0.807825361120274,2.69890592028423,17.9114432751982,16.2212954736469,0.61712541591879,1.87300734187925,-247.566420133438,6
"216",216,0.453761609170021,1.04862786853173,16.3915968617698,16.2794147147952,0.754113002816361,2.38557538458875,-246.079133162342,4
"217",217,1.08547973857425,0.995634800516679,19.2474120297743,8.76138456061466,0.750382593168611,3.54417537799925,-246.09208056915,8
"218",218,0.712438361332055,0.917372241975936,18.9736188676766,16.8312203410539,1.21482349690725,3.32751867709342,-246.229662352204,8
"219",219,0.731231728803893,1.29024753826612,21.6382627453281,16.8620390530202,0.688718677559509,2.69891337825282,-245.502190319114,8
"220",220,0.463871802387893,1.65696652133942,20.3441408331132,11.0404374747741,0.739890399176974,2.55494823057719,-245.21799841229,4
"221",221,0.485559323302791,0.0847993064156273,17.3513326660536,16.3259307230889,0.905736583859699,2.16248865875879,-245.751566726073,2
