"ecotype","body_mm","wing_mm","femur_mm","antenna_mm"
"Dune",13.8092589244206,19.1949698612867,6.36831394115727,8.47959005560025
"Dune",14.8410773670633,20.4304801912076,6.4942239601873,9.7061437026389
"Dune",12.7888787964955,17.3283600099424,5.80510485741732,7.52630794202776
"Dune",14.8556117112611,18.9517502146836,7.03345676902379,9.61869643963548
"Dune",13.8143601474137,17.7338035468794,6.30130168866152,9.30827047461284
"Dune",14.7715378556398,20.5302152764641,7.53956820826406,8.75065767945073
"Dune",14.2032895018792,19.4132392522016,6.66995936365288,9.136264016797
"Dune",10.5901767388551,14.5394138470636,5.00371660834434,6.25057658906839
"Dune",13.0383207834732,18.789605845557,6.03585645103583,8.60897591350642
"Dune",14.3808544912137,17.8913395093957,6.43065607318879,9.50283924372756
"Dune",12.1875446739494,15.0654063534856,5.49359639109968,7.53164525164978
"Dune",13.1498063793512,17.4962277952698,6.09083261643625,7.85961668929741
"Dune",13.748422037103,18.2348507819246,6.40768177764769,8.69962807055235
"Dune",13.5382716812868,18.179631014858,5.88426041797261,8.15993781649985
"Dune",12.9373061640264,18.0819193770745,5.55468443584671,7.2299512959311
"Dune",13.5676107685172,17.0285627970782,6.57623051509176,8.64285841443957
"Dune",14.1690627510591,18.6473728890421,6.39477036488247,9.07868815339329
"Dune",12.7776279590918,16.6925831178848,5.33115112646172,7.71178390208966
"Dune",11.1626092984889,14.0167741540173,5.01414586094685,7.07242898762735
"Dune",12.1174724616476,14.3447435740444,5.40110269198604,7.53871689850783
"Dune",14.1009851469919,19.1463991106929,6.25345145112152,9.15951652839882
"Dune",13.1218842962377,15.5170108807071,5.93069386216592,8.6281497056493
"Dune",13.7522927329636,18.2306018896977,6.76835500046742,8.43789304074375
"Dune",12.509102836332,16.9522611269406,5.48444912859246,6.40449313981747
