,par1,par2,par3
116,1.081875733,0.877627163,2.998525773
117,0.214295367,4.278070942,3.260003445
118,0.359679921,0.965125529,6.764014374
119,1.297992501,3.753517921,4.467426949
120,0.691866747,3.183102386,7.116086434
121,0.506968159,0.976412717,3.743744455
122,0.009929918,2.541215497,3.196782887
123,1.670813784,1.09287133,3.382185404
124,0.547578909,1.961932525,4.08498624
125,0.114353501,0.846854759,3.733832471
126,0.008034155,0.906783392,4.751454366
127,2.066907006,0.928954048,2.291340626
128,0.522937827,0.807319913,2.460108045
129,0.531299328,1.482547101,3.719765107
130,0.456897809,0.987693047,2.006062779
131,0.017021133,1.204256538,4.172785111
132,0.172055359,0.885997139,5.594203826
133,0.051181948,1.968179883,3.067630475
134,0.484928056,2.505253414,3.84875058
135,0.483556832,1.932329657,3.195736187
136,0.124973087,1.723376994,2.56651388
137,0.237131578,0.825348914,2.858553136
138,0.458261271,3.273743284,2.589682607
139,0.484125289,2.357397844,2.229601471
140,0.291052371,1.079464914,5.258014075
141,0.822440309,1.069202154,4.852846689
142,1.434349061,0.811039018,2.483599779
143,0.891561429,1.348543484,2.418172527
144,0.262539576,1.243545033,2.050515021
145,0.689720894,1.228120865,4.627911782
146,1.741226914,2.592562956,3.813109965
147,0.404349798,0.949812804,2.031033542
148,1.765380431,1.506876994,3.007128469
149,0.035337504,1.122341402,5.09154154
150,1.140393415,0.984828824,2.725898698
151,0.152617134,1.138768711,2.451044053
152,0.035881471,1.632981521,2.087259151
153,0.557440394,1.232675761,3.155108218
154,0.13017419,0.923914552,3.495844683
155,0.409859093,1.350362127,5.169149633
156,0.139653379,0.91518203,2.785070242
157,1.251397182,2.473273576,3.064091849
158,0.035285715,3.352855441,2.233533871
159,0.077012032,1.711663898,2.197421856
160,0.517284826,9.750801827,3.318748507
161,0.365610814,3.201787428,2.971194308
162,0.110731715,0.944804033,2.217260345
163,0.355199054,2.426818521,5.606201611
164,0.142476631,2.101628281,2.770872393
165,0.150103439,0.83584374,6.126903497
166,0.31346094,1.512345645,4.447011959
167,0.647388828,2.430280477,2.46984793
168,0.060792275,1.256768999,3.525966557
169,1.233244371,4.406553932,2.383153782
170,0.863988413,0.995098868,2.083688899
171,0.171913428,2.355400651,2.13160781
172,0.527298086,1.070773388,2.559367081
173,0.500877468,1.280383636,3.236294436
174,0.602828797,3.581247142,2.382741975
175,0.422047636,0.938092856,3.328940582
176,0.015091861,2.187309989,4.257692852
177,0.0723079,1.447093472,5.712847542
178,1.215770603,2.296358885,2.479171113
179,0.24805945,1.72349753,2.538548186
180,0.142553163,1.126259789,3.880505567
181,0.546406876,1.018786042,4.119995253
182,0.254927455,0.827665854,5.106412761
183,1.170277694,0.811401301,4.725786602
184,0.652774905,2.628432295,3.256518416
185,0.21985855,3.863951811,2.547227376
186,0.669462431,0.928984809,2.327382985
187,0.220294959,0.819420353,3.404167006
188,0.934389641,1.172942072,6.335547913
189,1.246913065,0.956776816,4.751095554
190,0.741082149,1.215149596,7.945112902
191,0.279596037,2.911840265,2.047292399
192,0.098335791,2.452453104,2.405952666
193,0.483372677,1.54817869,6.629507806
194,1.354481409,1.681347996,3.890508283
195,0.416313526,2.367220587,5.257290477
196,0.186083802,0.847468561,3.935012048
197,0.153635951,1.817468845,2.258386516
198,0.475520651,1.548242242,3.692542
199,0.775581441,4.283729077,13.72687909
200,0.032789401,0.943313829,2.065273061
201,0.408491001,2.10269191,2.073485905
202,0.353112732,0.86487209,4.16227545
203,0.508072704,1.444913815,2.271382307
204,0.182835996,1.762807396,2.958342845
205,1.347517229,1.653572574,2.764112187
206,0.545310014,1.339767573,4.737468541
207,0.152003538,1.834741798,5.387598686
208,0.210328893,1.581428085,2.829958104
209,0.51791449,2.754456529,4.612163667
210,0.500477251,1.138631783,5.164481257
211,0.96776679,2.405099415,2.947173271
212,1.334751259,2.843500656,2.183847205
213,0.416243698,2.48158655,4.331496784
214,0.024193793,1.37408608,2.291316068
215,0.944064442,0.844364746,2.163393027
216,0.074292541,3.473841892,3.989036681
217,0.672283197,3.271634274,3.636215599
218,0.183003833,2.375229412,3.206202421
219,0.057215316,1.104151156,4.095306065
220,0.040616095,1.792410935,7.823860615
221,0.037216528,3.164321107,2.734313131
222,0.196474541,1.910315253,2.522627506
223,0.651963026,2.785371778,5.527287066
224,0.484216202,1.066793913,4.121793482
225,0.15859256,2.378002833,5.104360132
226,0.293538544,2.430303809,4.957926894
227,0.632029683,2.10739546,10.25175188
228,1.090395056,0.868323576,3.132016011
229,0.593486448,1.143108142,3.828146724
230,0.088211225,1.945759104,4.593777219
231,0.102133794,2.43368845,2.024915589
232,0.671528272,1.005789228,5.763199149
233,0.24123996,1.267804414,5.210887126
234,0.43732419,1.395839349,4.620212886
235,0.038095036,1.54702115,3.020349854
236,0.165497914,0.939449439,2.391306914
237,0.059738132,3.595425675,9.627843861
238,0.305021727,1.695310658,10.81895713
239,0.063153187,1.360150658,2.17136889
240,0.611652613,1.42656937,3.194438737
241,0.044650139,2.579610032,3.700202042
242,0.40423126,2.583726325,4.20306704
243,0.289704346,0.822740438,2.384179087
244,0.169544819,1.056216986,2.323060852
245,0.287711621,1.655275126,2.767600896
246,0.8684036,1.498191014,6.398632579
247,0.557839572,1.203576248,4.448599426
248,0.048470472,1.014534061,2.228188884
249,0.235265556,1.553590829,2.007195308
250,0.386382413,1.104615289,8.796053096
251,0.218557857,0.859628337,2.307902493
252,0.230274122,0.876138149,2.904068276
253,1.101684378,1.111063072,4.355855661
254,0.474842946,1.197026951,8.154768824
255,0.077518128,1.199164871,2.437433775
256,0.06309598,0.826086883,4.963089775
257,0.324282149,1.624675365,4.232976476
258,0.393499475,2.467167902,3.631413497
259,0.017779687,2.900678423,4.260832716
260,1.054078997,3.677683155,3.408039484
261,0.794803719,1.326205901,4.798618954
262,0.197960474,0.968752654,8.641944095
263,0.389060467,2.219186266,2.38310157
264,0.279564841,0.993576685,4.209032347
265,0.832551397,0.907590097,2.199543735
266,0.506633902,2.698323648,4.808789469
267,0.37517889,1.316486485,6.342560675
268,0.174921944,1.265788677,5.331370725
269,0.135522635,2.698099687,3.356986127
270,0.260379724,1.621421706,2.558069151
271,2.230920721,1.325179755,3.392249799
272,1.112166048,2.946938508,4.020934656
273,0.392831828,2.296475052,2.496794407
274,0.414438393,1.103983045,4.022932304
275,0.679383965,1.058405139,2.25065631
276,0.875410044,1.205698254,3.123155501
277,0.528001783,1.014797212,3.387520279
278,0.061901258,3.174660386,2.723553232
279,0.576411688,0.961911607,2.215878125
280,0.595071143,0.884699805,4.775687568
281,0.158381362,1.037420471,4.964877764
282,1.384954448,2.975244963,2.467613796
283,0.812459759,3.494770532,3.663810819
284,0.023853047,1.022376262,5.650024507
285,1.326016421,2.19370633,6.519181426
286,0.968444218,3.219194532,2.277671063
287,0.53835255,0.921186294,3.158232982
288,0.035250229,0.905078696,3.696460321
289,0.204029216,2.457966056,4.995286666
290,0.292512761,1.603894851,3.594734321
291,0.283641248,0.870182313,2.17118324
292,0.484971063,0.927453274,4.338119579
293,0.415275064,1.975950347,4.321580913
294,0.615688964,2.282383815,3.493531529
295,0.628366181,1.682201834,5.08042302
296,0.29128023,2.149110033,3.374991043
297,0.108945721,1.092820745,5.102088269
298,0.333414856,1.548547832,4.389777029
299,0.080463536,1.473880661,8.09203133
300,1.059061524,1.479860552,4.191575505
301,0.722854047,2.359359757,2.509441238
302,0.241680524,2.306141115,2.88608945
303,0.042350154,1.668540603,6.317470524
304,0.012822668,1.557946734,2.229487102
305,1.548547257,1.371744054,4.335756451
306,0.441143369,1.72464646,3.955619899
307,0.25005455,0.97387181,5.887182675
308,2.186160162,2.024072681,3.00838655
309,0.028758714,0.912628664,2.337295731
310,0.171089659,4.680170693,2.269475225
311,0.433078419,1.232790441,12.99317107
312,0.036026712,2.590844574,2.447653715
313,0.042650233,0.92062803,9.585259001
314,2.696066224,1.073159456,6.105707135
315,0.464159855,1.904420665,2.632920189
316,0.769035406,1.279515991,2.271959149
317,0.020137021,2.162153615,4.83097524
318,0.026131217,4.113682429,2.753798761
319,0.471796968,1.05298674,6.615162532
320,0.86684616,1.852871427,6.070551608
321,0.340993225,1.389862108,3.27593613
322,0.27688973,0.907320794,3.813835204
323,0.167505565,3.211176165,4.810498774
324,0.242663293,2.829391171,2.108199954
325,1.176542037,0.969693597,3.697112529
326,0.174723483,1.325224947,3.299837628
327,0.851811611,0.862079826,2.14352277
328,1.160437983,2.580520843,3.687752847
329,0.087461845,1.037491022,5.780294034
330,0.485689537,2.333569531,7.587822485
331,1.843573722,1.471295198,2.107059014
332,0.588583981,2.277333954,3.843396473
333,0.717817207,3.016643782,6.926627066
334,0.126545105,1.068688304,2.144650983
335,0.166983674,2.193985368,9.602821838
336,0.81232042,0.867566688,2.964197098
337,0.37461592,1.975252872,3.015297684
338,0.061182446,1.186666451,3.412090383
339,0.201696563,1.436055405,6.226815473
340,0.075317903,1.544617624,2.616871817
341,0.296561864,1.785607396,2.414845574
342,0.783569992,2.049821333,3.100806562
343,0.499803456,5.1391878,12.09050855
344,0.512003749,1.479972553,6.070643011
345,0.30049695,1.566260057,5.309376307
346,0.139062919,0.805452365,3.713243056
347,0.208281574,2.074902615,2.65222951
348,0.094415129,1.979560821,2.388797496
349,1.66266812,0.910715457,2.304890033
350,0.131586125,0.884103742,7.693349365
351,0.054425603,1.657550234,10.54707567
352,0.622861165,1.252245008,4.654018592
353,0.610732031,0.863148249,2.301265983
354,0.071093328,2.169282776,4.024722172
355,0.353897005,4.517818583,2.328960742
356,0.044711997,1.668136927,3.372212724
357,0.081494208,2.044927702,5.743591107
358,0.405551785,6.447665128,4.667885637
359,0.001413471,1.533116287,4.533986401
360,0.380529235,0.921399543,2.937233507
361,0.263556425,1.182323225,2.197573687
362,0.169963318,0.971913009,3.560387405
363,0.527128505,2.256932986,2.036017365
364,0.349880606,2.250765315,2.418053913
365,0.271572944,3.956200744,3.16213232
366,0.531929654,1.394524507,4.194343332
367,0.096906952,4.99077912,4.017617747
368,2.595210516,2.105541874,4.080367369
369,0.094919662,2.54572086,3.165842926
370,0.33245313,0.943920983,2.077092987
371,0.735042327,1.668228309,2.40851282
372,0.477408502,0.827695209,5.596903074
373,0.41193404,2.204343491,4.679053351
374,0.719222246,2.068295553,7.010390278
375,0.475039936,1.5705085,2.480655137
376,0.091380842,2.441376523,2.613193396
377,0.448088486,1.392204188,3.008247033
378,0.335327138,2.442118255,2.574347723
379,0.757225428,1.209270042,3.874172843
380,0.809728163,1.083453714,3.027324024
381,0.390621916,3.005127982,5.183819663
382,0.097966032,1.369233693,4.006861687
383,0.066098664,2.25055821,3.736893574
384,0.463227498,2.803347952,6.138099339
385,1.369752849,1.531814097,7.352362681
386,0.126993682,1.429155875,11.6063771
387,0.17146154,0.80398057,2.490060627
388,1.056696958,1.751601637,2.851955172
389,0.463065923,1.500076154,4.502494082
390,0.340385078,1.227360967,2.461216074
391,0.327478335,1.684664903,5.291015092
392,0.000979809,2.057558169,3.074412697
393,0.350854089,1.218686043,7.119979623
394,0.628903602,1.794972548,3.645303922
395,2.17253449,0.853869036,3.112134488
396,0.260159376,2.227707617,3.62105095
397,0.901927903,2.77268552,6.155406374
398,0.04384531,1.897938928,5.418614048
399,0.198245503,2.137913584,7.539452534
400,0.542195433,1.928102424,2.634592216
401,0.19738593,1.751999752,2.11570674
402,0.992191108,1.201921757,4.195075218
403,0.368947062,1.315783503,2.684821777
404,0.064309744,1.191373901,8.071141198
405,2.824903242,0.850846636,2.720040464
406,0.973186518,0.950554356,2.881915891
407,0.16106459,4.556825363,3.674541229
408,1.403329823,1.486537713,3.206317118
409,0.850799627,2.049842491,2.963035123
410,1.664535064,2.652275927,2.352109457
411,0.085314335,1.257368189,5.422806311
412,0.293399077,0.871230109,2.587742888
413,0.145975537,2.283774643,2.317353244
414,0.15761893,1.198618003,2.294841198
415,0.402176153,0.959701551,3.131033886
416,0.547035967,2.484678803,2.278849888
417,0.544573775,1.094874182,3.562957296
418,0.368224879,8.350933342,5.366014197
419,0.516569248,1.623709907,5.234068189
420,0.048185152,1.594335131,8.772183224
421,0.150206977,0.975917704,4.921423674
422,0.286092659,1.484146367,6.824150958
423,0.043138011,1.80917189,2.21544687
424,0.328654763,1.148199665,4.69570441
425,0.032949101,1.703409472,2.333561628
426,0.073819564,1.73070641,6.210082602
427,0.000989224,1.737312203,3.361129018
428,0.381343422,2.055636271,4.305937249
429,0.22201767,1.22759993,4.248629073
430,1.4977048,1.088045893,5.784046788
431,0.047214986,1.177952786,6.721943098
432,0.261741101,0.835625893,5.733732175
433,0.056862988,1.444388495,6.465223234
434,0.396443455,0.859499402,6.111348368
435,1.1693177,0.993084389,4.819737909
436,0.136330469,1.615029552,2.196334757
437,0.000956418,1.781884769,2.983954856
438,1.220098159,0.899424466,6.918704418
439,0.940475536,2.387932523,2.337451569
440,0.023222828,2.354796159,2.357017267
441,0.233313366,0.9567738,2.837332252
442,0.419045611,2.680886346,2.72022085
443,0.744985616,1.510629654,2.332225115
444,0.966294778,1.510807567,6.020578757
445,0.422806109,2.137444036,3.272648901
446,1.018072952,1.523837413,5.668612368
447,0.467359906,1.342428556,3.102359072
448,0.752545793,0.883444703,3.50154623
449,0.010866683,1.00697912,2.982502179
450,0.968902517,1.536634936,4.808215834
451,0.135828604,1.488127432,3.793930508
452,0.691591774,1.413469051,5.102594696
453,0.242864706,1.386821761,2.053170693
454,0.665456191,2.020401582,4.493607107
455,0.125069809,1.33604771,4.059993675
456,0.492021838,0.830738734,3.716430413
457,2.047474156,1.736724719,4.040702064
458,0.667747904,1.569157045,6.78332071
459,0.528974205,1.558272523,9.554702084
460,0.085190067,1.491123378,7.02053396
461,0.370893478,1.930965872,14.29022047
462,0.075956407,0.96417088,2.455958936
463,0.233113941,1.131794439,3.317405795
464,0.564919668,1.621482323,2.111276581
465,0.843597235,1.161469608,3.704270871
466,0.311781954,1.255149685,2.423638406
467,0.600596037,2.783409321,2.19110065
468,0.023946362,0.998076408,2.421454728
469,0.114746879,5.67612974,2.176446075
470,0.072075844,1.08440226,8.705629989
471,0.206013495,1.232032308,3.533009893
472,0.151850004,0.915488303,5.732606895
473,0.847020562,0.972790841,2.470151691
474,1.706352409,1.069577764,6.508985886
475,1.942943625,0.96465738,3.797376264
476,0.052848332,1.252911881,6.587889265
477,0.518519043,1.02433441,3.603819886
478,0.400350894,0.968367362,2.420499034
479,0.289621908,2.197598511,2.303994043
480,0.25017763,1.385053591,2.086099053
481,0.333990053,2.374708711,4.540228555
482,0.183632832,1.561815216,3.580826841
483,0.175395768,1.81395582,3.24531243
484,0.357557455,1.954618802,2.583093447
485,0.12400512,2.321673798,3.182277319
486,0.548910168,1.226797553,2.135681429
487,0.168015585,1.394466093,2.041378802
488,0.71661105,1.396489212,3.669823778
489,0.369889934,1.04243971,2.509148973
490,1.136385674,2.045579689,6.234638131
491,0.392173595,1.95000092,4.967299497
492,0.573608028,2.063298906,2.372554968
493,0.369068872,1.004730217,3.430206425
494,2.005974564,0.903098143,3.452190449
495,0.107699154,1.232572405,3.959025217
496,0.199228449,2.194210936,7.371512111
497,0.067434962,3.266483644,3.683709171
498,0.085785072,0.951208668,2.768935378
499,1.65701912,2.251700758,3.850138171
500,0.850143652,1.04257521,4.40837935
501,0.200102501,0.993060605,2.580777606
502,0.127838809,1.230810587,3.732268094
503,0.666339313,2.336491632,3.724041224
504,0.170024002,3.344620274,3.731833888
505,0.814845417,0.857283704,5.007057779
506,0.321636816,2.299516196,2.920699111
507,1.697107162,0.989503258,2.732991187
508,0.04403841,1.039295597,4.121252896
509,0.044960858,1.604896994,2.745891021
510,1.240243473,2.298472636,5.747628823
511,0.105973286,1.481369765,5.27122334
512,0.003898561,1.037231193,3.208344897
513,0.994822061,1.156483976,4.184355382
514,0.917795178,2.486154441,2.382782216
515,1.658700105,2.155518695,4.911134665
516,0.029525437,2.871811631,9.267303805
517,0.031288643,3.129557827,10.9873567
518,0.385388442,0.86124105,9.86481462
519,1.193446242,3.20056243,3.934039371
520,0.075080351,1.535875926,3.089399639
521,1.760427044,0.804580463,3.555657539
522,0.605683532,1.561331803,4.444540085
523,1.234154277,2.599044492,7.049204174
524,0.356322079,1.059298659,2.106826988
525,0.407057365,1.000311484,3.911105021
526,0.150088621,1.824420253,6.470855399
527,0.046295097,1.305713343,6.009421266
528,1.076302721,0.989651574,5.862113248
529,0.462414638,2.267757091,4.110524248
530,0.486529069,3.553555594,3.735250326
531,0.333193453,1.303054782,3.980991429
532,0.676948179,1.301549126,3.714499766
533,0.34036059,1.414415993,2.030224883
534,0.136570303,1.196152106,3.150392278
535,0.48002351,0.869366367,3.502928946
536,0.910214107,1.766130313,3.08268358
537,1.246255017,1.091905194,3.291916321
538,0.131888542,1.01055149,2.580261117
539,0.074233385,0.950270354,6.219213727
540,0.021305662,0.827605012,3.171359999
541,0.14866407,0.930233011,2.43678495
542,1.035269235,1.074147552,5.632954512
543,0.234584652,1.817049717,2.303177954
544,0.203690852,0.967950797,4.558547264
545,0.61474837,1.351607408,5.085425044
546,0.091131236,1.176549806,5.982124459
547,0.204626142,2.073352308,7.033396411
548,0.043154674,1.368244248,2.020315904
549,0.088710416,2.000441956,2.173022721
550,0.078166977,2.211882709,2.068518806
551,0.84500384,0.969135954,4.905963241
552,0.157069595,0.834843074,3.293974204
553,0.220495184,0.980682534,9.644714903
554,0.577454107,1.290889204,3.028943284
555,0.046059153,1.204392772,2.103190168
556,0.448872527,0.825876443,3.923588389
557,0.746375781,1.101483063,2.346785107
558,0.959373189,0.842676781,2.223866407
559,0.443399086,1.158930802,2.512021431
560,0.22169615,4.010435092,2.032282987
561,0.055728093,0.968873787,2.053811344
562,0.990345632,3.911820616,3.625742042
563,0.49759319,5.072112448,5.475493103
564,1.030256653,1.704890077,8.79206188
565,0.365209859,0.877356151,3.413851786
566,0.12159731,1.402966234,2.64911134
567,0.5245478,2.91995519,4.873081788
568,1.06285608,1.482187024,2.356715094
569,0.981755678,1.476129282,3.26251984
570,0.998518618,0.833193081,4.870362023
571,0.243600061,1.91975541,2.032106532
572,0.608770919,1.519123298,2.120981859
573,2.310290778,0.865762383,4.456661932
574,0.076633049,0.832836326,2.145612137
575,0.098434711,2.538887226,2.177262791
576,0.173529752,1.087102627,2.068972711
577,0.871024101,3.786228786,6.996641185
578,0.119427312,0.983620903,6.408323023
579,1.576371249,0.831409983,4.259153084
580,0.236463516,2.126732107,2.986349948
581,0.506169884,1.577652539,3.12947611
582,0.826991166,0.912961812,9.762366425
583,0.034074881,0.880736645,3.778440615
584,0.274325685,1.699130175,2.719952673
585,0.10518808,1.83234933,3.227770508
586,0.057801676,1.198722501,4.000945426
587,0.15859912,1.007889184,2.035799562
588,0.395444717,1.1530629,4.158165751
589,0.286528333,1.509608336,2.043753745
590,0.260845102,2.519136077,3.65733475
591,0.184438452,1.249555985,2.316316418
592,0.809957336,2.218400144,4.091335144
593,0.284525544,4.391035967,5.622268879
594,0.13263682,1.784162195,2.705841489
595,0.281621903,3.162165095,2.411372718
596,1.513745978,1.009447039,9.147099863
597,0.551229655,0.926366038,3.17209971
598,0.129291732,1.31048758,3.713175084
599,0.779748808,3.337777779,2.230419572
600,0.134336604,5.003906414,2.707746192
601,1.029497943,1.027661029,4.762501424
602,0.258460452,1.953031653,9.664448308
603,0.152221633,1.541533283,4.554722803
604,0.270076384,1.470833114,2.230075138
605,0.196982876,2.630714794,3.434680606
606,0.508019149,0.86495676,2.092657372
607,0.267272161,5.961150323,2.876936521
608,0.654111209,0.889322499,3.195467684
609,1.576248076,0.821693525,6.218004826
610,2.461154722,1.833657598,2.715455772
611,1.628055906,3.657343122,2.988529581
612,0.071290957,1.027721885,5.002793829
613,0.696463466,1.917135166,7.469926242
614,0.361467573,1.79116446,2.260618327
615,0.473670803,2.116602672,3.267338073
616,1.546752248,1.100270494,4.200091502
617,0.399687716,1.41350876,2.533920609
618,0.31125656,0.9247122,2.061483412
619,0.211900544,1.384981615,4.271971378
620,0.451269525,1.204856678,2.274012532
621,0.579501693,1.11356335,4.958180979
622,0.836871991,1.013345897,2.251075614
623,0.014332342,3.580333627,5.214608054
624,0.141401758,1.716184051,3.45877091
625,0.305508102,2.621298283,10.85523484
626,0.166134154,2.483157759,3.233489028
627,0.7812488,1.734652443,2.539751187
628,0.061933309,3.250374919,3.09917352
629,0.180258153,1.962961773,2.326499012
630,0.140867323,1.328959659,4.968965681
631,0.218484963,4.770902612,2.48065441
632,0.015896395,2.114975595,2.902889742
633,0.271626908,0.94810845,3.765007278
634,0.07459516,1.277525765,3.339390257
635,0.311718037,1.659806159,3.218127249
636,0.151731249,0.863299962,3.5857654
637,0.504198732,2.771894542,2.40237531
638,0.071668481,1.849494515,2.908973136
639,0.289514538,1.042000965,3.754542718
640,0.046825899,0.978429502,4.583820909
641,0.010870938,1.20242896,3.796693876
642,0.10600983,0.808626939,5.729752533
643,0.543502016,1.113825764,5.534310389
644,0.312300856,2.246981249,2.553480098
645,0.394738036,1.007270516,3.763609903
646,0.301426114,1.788769827,6.065014172
647,0.72050776,1.14454842,5.663087435
648,0.499464062,1.256634129,2.469009863
649,1.115588003,0.879475085,7.987870514
650,0.440984955,3.336986144,2.708773084
651,0.144688575,1.580061877,2.370078882
652,0.448077875,3.67362539,2.657960614
653,0.350159153,0.82712507,11.45479522
654,0.161306585,0.852288604,5.175244649
655,0.14550496,1.263096187,2.358446931
656,0.040474127,1.518854849,3.832938967
657,0.127911286,1.38132411,3.497558157
658,0.078819287,1.063980296,3.780656367
659,0.647933987,1.329394106,4.660302259
660,0.835397962,0.941434427,2.039338822
661,0.960467388,4.112826738,2.981218449
662,0.672899761,1.139415215,4.799102772
663,0.663081241,2.235876187,2.651535764
664,1.054381381,3.093860331,2.370652862
665,0.231380924,1.756821284,4.928956751
666,0.779543351,1.743726851,2.062960364
667,0.332671558,5.361077285,2.042345266
668,0.580455182,1.755307958,6.485446837
669,0.495350158,1.116116273,2.873360662
670,0.974818096,2.32265121,5.769665524
671,1.039435681,1.92112645,7.075318333
672,0.929266579,0.841760644,2.621537084
673,0.849302507,1.029935543,2.158594484
674,0.154422991,1.586129876,5.309482304
675,0.039991247,1.081157943,6.770186674
676,0.412834035,1.295718055,2.675105157
677,0.037390674,2.213835683,3.034103024
678,0.07291792,0.823849591,5.702403419
679,0.540050009,1.698771527,4.918012233
680,0.726624715,2.227247644,3.073285346
681,0.019025007,1.872427961,2.815816571
682,0.141190125,2.691651066,2.144872583
683,0.047001559,2.162202737,5.113378733
684,0.053315759,1.402921425,6.645078283
685,0.019780778,1.269907695,3.692969552
686,0.484307819,2.675109203,2.986051516
687,0.429445502,6.686009559,4.169175805
688,0.219103905,2.055494741,2.799897909
689,0.827679252,2.129726011,2.302763513
690,0.075341922,0.866583361,2.761467258
691,0.398686598,1.914575219,3.721639997
692,0.589411919,1.15732733,2.303879869
693,3.330524078,1.909549869,4.660965634
694,0.113986396,1.148312319,2.359776263
695,0.273629835,1.642274065,3.021295348
696,0.802255598,2.160056547,6.391626944
697,0.46308469,2.085787485,11.06283782
698,0.306344616,2.488533453,4.65149861
699,0.342965657,1.231424638,5.671771604
