"","x"
"463",42.66
"464",42.92
"465",44.69
"466",43.9
"467",45.52
"468",43.26
"469",45.56
"470",42.96
"471",43.06
"472",42.72
"473",45.08
"474",45.19
"475",42.99
"476",44.88
"477",44.7
"478",40.59
"479",42.89
"480",44.18
"481",44.69
"482",44.45
"483",42.55
"484",42.34
"485",43.41
"486",43.54
"487",43.7
"488",44.6
"489",44.19
"490",44.44
"491",43.77
"492",44.01
"493",43.67
"494",44.84
"495",45.68
"496",45.31
"497",44.01
"498",44.53
"499",43.91
"500",44.87
"501",45.15
"502",43.74
"503",44.71
"504",43.54
"505",43.45
"506",43.4
"507",42.52
"508",43.45
"509",43.27
"510",42.97
"511",43.85
"512",44.23
"513",43.59
"514",42.51
"515",42.76
"516",44.89
"517",43.89
"518",42.15
"519",42.52
"520",42.02
"521",42.43
"522",43.55
"523",42.72
"524",44.83
"525",42.94
"526",42.35
"527",43.62
"528",44.72
"529",43.07
"530",43.05
"531",41.01
"532",44.16
"533",43.18
"534",42.77
"535",44.31
"536",45.81
"537",44.13
"538",45.58
"539",44.22
"540",43
"541",44.83
"542",42.95
"543",45.36
"544",41.84
"545",43.99
"546",42.87
"547",42.82
"548",43.85
"549",44.27
"550",43
"551",44.72
"552",43.59
"553",45.25
"554",45.04
"555",42.05
"556",43.35
"557",43.3
"558",42.72
"559",44.21
"560",42.11
"561",46.64
"562",43.04
"563",42.72
"564",43.34
"565",43.81
"566",44.49
"567",44.23
"568",42.95
"569",45.65
"570",45.39
"571",45.42
"572",42.21
"573",43.51
"574",42.64
"575",42.87
"576",43.18
"577",43.77
"578",44.8
"579",43.67
"580",42.29
"581",43.08
"582",43.48
"583",42.71
"584",44.11
"585",43.65
"586",42.5
"587",43.44
"588",45.74
"589",43.73
"590",45.28
"591",44.39
"592",42.67
"593",44.86
"594",43.75
"595",43.75
"596",44.21
"597",44.59
"598",43.03
"599",44.73
"600",43.82
"601",43.34
"602",44.11
"603",43.88
"604",43.98
"605",45.18
"606",43.59
"607",42.07
"608",44.54
"609",44.68
"610",45.24
"611",43.99
"612",42.58
"613",45.78
"614",44.61
"615",44.15
"616",44.5
"617",42.99
"618",42.65
"619",44.7
"620",44.49
"621",45.12
"622",43.85
"623",43.89
"624",44.62
"625",44.76
"626",44.36
"627",42.98
"628",43.88
"629",42.68
"630",43.77
"631",42.98
"632",44.15
"633",44.46
"634",43.63
"635",43.37
"636",45
"637",42.45
"638",42.15
"639",42.05
"640",42.58
"641",42
"642",44.51
"643",42.25
"644",42.97
"645",45.03
"646",44.18
"647",42.67
"648",44.45
"649",43.66
"650",44.37
"651",43.41
"652",45.41
"653",43.75
"654",43.84
"655",44.65
"656",42.72
"657",43.95
"658",44.41
"659",46.16
"660",44.78
"661",43.65
"662",42.12
"663",44.42
"664",45.03
"665",42.95
"666",43.89
"667",44.92
"668",45.55
"669",43.12
"670",42.86
"671",43.31
"672",44.07
"673",44.15
"674",43.97
"675",42.46
"676",45.03
"677",42.9
"678",43.55
"679",43.13
"680",41.77
"681",43.17
"682",43.51
"683",44.15
"684",44.89
"685",43.61
"686",44.53
"687",41.32
"688",43.84
"689",42.38
"690",44
"691",45.5
"692",42.98
"693",45.17
"694",42.94
"695",45.4
"696",44.38
"697",43.86
"698",42.08
"699",43.91
"700",43.84
"701",42.39
"702",44.07
"703",44.36
"704",43.37
"705",44.5
"706",42.88
"707",43.56
"708",44.36
"709",42.95
"710",42.87
"711",44.84
"712",44.08
"713",42.78
"714",45.53
"715",44.2
"716",45.21
"717",42.43
"718",43.87
"719",44.59
"720",44.96
"721",43.44
"722",44.9
"723",43.04
"724",45.3
"725",42.99
"726",44.5
"727",44.08
"728",43.59
"729",44.61
"730",43.35
"731",45.01
"732",43.59
"733",41.79
"734",43.99
"735",45.2
"736",43.49
"737",44.72
"738",46.94
"739",44.51
"740",44.03
"741",42.68
"742",43.12
"743",43
"744",44.85
"745",44.44
"746",43.91
"747",43.58
"748",43.52
"749",45.7
"750",44.64
"751",43.78
"752",43.22
"753",44.85
"754",44.98
"755",45.02
"756",44.38
"757",44.46
"758",43.86
"759",43.05
"760",42.43
"761",43.9
"762",43.12
"763",43.46
"764",44.72
"765",43.05
"766",44.49
"767",42.31
"768",44.16
"769",44.39
"770",43.53
"771",43.89
"772",43.89
"773",45.59
"774",42.88
"775",43.76
"776",43.34
"777",44.4
"778",44.5
"779",42.32
"780",43.57
"781",43.54
"782",42.59
"783",45.44
"784",45.46
"785",44.06
"786",44.11
"787",44.19
"788",43.86
"789",43.91
"790",44.32
"791",45.2
"792",43.28
"793",42.53
"794",43.16
"795",43.55
"796",42.49
"797",44.6
"798",45.63
"799",42.53
"800",45.09
"801",42.49
"802",43.62
"803",44.94
"804",44.91
"805",44.44
"806",41.65
"807",44.15
"808",42.98
"809",43.17
"810",44.24
"811",44.12
"812",45.35
"813",44.41
"814",42.12
"815",44.77
"816",44.02
"817",43.51
"818",44.89
"819",43.25
"820",45.86
"821",44.13
"822",45.62
"823",45.13
"824",43.32
"825",46.1
"826",45.1
"827",42.6
"828",42.85
"829",44.83
"830",45.55
"831",44.06
"832",43.3
"833",43.58
"834",44.45
"835",45.75
"836",45.09
"837",43.26
"838",42.74
"839",43.06
"840",43.84
"841",45.55
"842",43.99
"843",43.89
"844",42.93
"845",43.95
"846",43.59
"847",43.01
"848",42.08
"849",42.89
"850",44.2
"851",44.94
"852",44.02
"853",43.03
"854",44.07
"855",43.85
"856",43.73
"857",44.12
"858",44.05
"859",44.35
"860",42.37
"861",42.82
"862",44.69
"863",42.3
"864",44.49
"865",43.74
"866",43.52
"867",43.39
"868",44.52
"869",44.53
"870",43.41
"871",46.1
"872",44.37
"873",43.15
"874",44.53
"875",44.52
"876",43.16
"877",43.66
"878",43.78
"879",42.56
"880",44.25
"881",44.41
"882",45.77
"883",42.85
"884",44.36
"885",43.55
"886",42.32
"887",42.41
"888",44.03
"889",43.05
"890",42.96
"891",43.29
"892",44.23
"893",44.06
"894",41.46
"895",43.04
"896",43.05
"897",43.93
"898",43.12
"899",43.4
"900",43.72
"901",44.88
"902",42.65
"903",44.69
"904",40.74
"905",43.71
"906",43.96
"907",43.56
"908",43.75
"909",43.92
"910",42.98
"911",44.41
"912",42.84
"913",43.35
"914",43.09
"915",43.2
"916",44.47
"917",43.13
"918",44.59
"919",43.39
"920",44.89
"921",44.26
"922",45.29
"923",44.2
"924",44.97
"925",43.13
"926",41.75
"927",44.18
"928",45
"929",43.77
"930",42.06
"931",42.99
"932",43.11
"933",42.68
"934",45.21
"935",43.32
"936",44.51
"937",44.35
"938",45.37
"939",42.76
"940",45.01
"941",45.35
"942",42.56
"943",44.93
"944",43.06
"945",44.58
"946",45.64
"947",43.74
"948",42.99
"949",46.12
"950",45.34
"951",45.03
"952",43
"953",43.75
"954",45.27
"955",43.65
"956",43.61
"957",42.1
"958",44.36
"959",43.54
"960",44.52
"961",43.86
"962",44.43
"963",44.29
"964",43.77
"965",44.74
"966",44.2
"967",44.9
"968",43.86
"969",44.41
"970",43.6
"971",43.17
"972",45.16
"973",45.03
"974",42.06
"975",44.35
"976",43.74
"977",44.16
"978",42.96
"979",43.8
"980",45.18
"981",43.37
"982",42.78
"983",43.7
"984",44.31
"985",41.93
"986",42.81
"987",44.17
"988",43.46
"989",41.95
"990",42.76
"991",41.93
"992",43.61
"993",43.62
"994",42.39
"995",44.96
"996",43.81
"997",42.46
"998",44.29
"999",44.05
"1000",43.6
"1001",42.3
"1002",44.66
"1003",43.08
"1004",44.75
"1005",44.34
"1006",42.84
"1007",43.93
"1008",43.46
"1009",43.17
"1010",44.96
"1011",44.6
"1012",43.21
"1013",44.56
"1014",44.22
"1015",42.78
"1016",43.65
"1017",44.3
"1018",45.25
"1019",41.95
"1020",45.47
"1021",44.15
"1022",44.56
"1023",44.73
"1024",43.17
"1025",43.83
"1026",42.38
"1027",42.88
"1028",44.68
"1029",42.84
"1030",44.03
"1031",44.65
"1032",45.44
"1033",44.39
"1034",44
"1035",43.75
"1036",43.48
"1037",41.92
"1038",43.22
"1039",44.9
"1040",44.35
"1041",41.17
"1042",43.44
"1043",44
"1044",44.95
"1045",44.17
"1046",43.79
"1047",43.48
"1048",45.02
"1049",43.83
"1050",44.07
"1051",44.71
"1052",43.82
"1053",42.73
"1054",45.05
"1055",43.29
"1056",42.86
"1057",43.1
"1058",46.07
"1059",42.97
"1060",42.78
"1061",42.74
"1062",44.65
"1063",44.59
"1064",42.57
"1065",42.76
"1066",44.62
"1067",43.94
"1068",43.7
"1069",43.56
"1070",44.84
"1071",44.62
"1072",41.66
"1073",43.84
"1074",45.25
"1075",41.71
"1076",43.57
"1077",44.7
"1078",43.45
"1079",43.74
"1080",44.07
"1081",43.39
"1082",45.14
"1083",45.06
"1084",43.49
"1085",44.65
"1086",44.4
"1087",45.2
"1088",45.55
"1089",45.09
"1090",43.95
"1091",43.48
"1092",44.23
"1093",43.59
"1094",42.27
"1095",43.34
"1096",44.27
"1097",42.37
"1098",44.25
"1099",43.8
"1100",43.83
"1101",42.68
"1102",43.59
"1103",44.74
"1104",43.45
"1105",44.16
"1106",44.56
"1107",43.67
"1108",44.2
"1109",43.82
"1110",42.65
"1111",43.52
"1112",45.52
"1113",45.78
"1114",45.4
"1115",43.23
"1116",45.56
"1117",43.52
"1118",43.75
"1119",44.03
"1120",42.66
"1121",43.72
"1122",43.45
"1123",43.44
"1124",44.06
"1125",45.33
"1126",44.04
"1127",43.74
"1128",43.75
"1129",45.02
"1130",42.78
"1131",43.7
"1132",42.21
"1133",42.63
"1134",45.7
"1135",44.88
"1136",44.85
"1137",43.45
"1138",43.26
"1139",44.83
"1140",44.06
"1141",44.29
"1142",43.05
"1143",42.35
"1144",42.85
"1145",41.39
"1146",45.05
"1147",42.53
"1148",44.54
"1149",43.87
"1150",43.97
"1151",43.13
"1152",43.17
"1153",43.46
"1154",44.75
"1155",43.23
"1156",42.34
"1157",43.99
"1158",43.57
"1159",44.56
"1160",42.49
"1161",44.42
"1162",43.31
"1163",45.83
"1164",44.79
"1165",44.25
"1166",43.81
"1167",43.55
"1168",44.17
"1169",44.64
"1170",43.03
"1171",43.32
"1172",43.64
"1173",43.79
"1174",43.14
"1175",44.3
"1176",44.8
"1177",42.47
"1178",44.21
"1179",44.24
"1180",42.65
"1181",42.14
"1182",42.83
"1183",44.74
"1184",44.25
"1185",43.01
"1186",44.43
"1187",41.53
"1188",43.95
"1189",43.8
"1190",42.29
"1191",43.87
"1192",42.53
"1193",43.05
"1194",42.98
"1195",45.47
"1196",42.63
"1197",42.14
"1198",42.5
"1199",44.49
"1200",44.38
"1201",43.56
"1202",42.27
"1203",43.25
"1204",44.84
"1205",43.84
"1206",43.61
"1207",43.55
"1208",42.15
"1209",42.91
"1210",43.94
"1211",44.16
"1212",43.05
"1213",44.53
"1214",44.62
"1215",44.28
"1216",43.6
"1217",44.09
"1218",44.06
"1219",43.06
"1220",44.06
"1221",45.11
"1222",44.57
"1223",43.32
"1224",43.2
"1225",43.02
"1226",41.81
"1227",43.93
"1228",43.38
"1229",42.82
"1230",45.29
"1231",44.42
"1232",42.86
"1233",42.01
"1234",43.15
"1235",43.77
"1236",44.68
"1237",42.7
"1238",44.91
"1239",44.93
"1240",43.57
"1241",44.77
"1242",44.76
"1243",44
"1244",42.52
"1245",43.21
"1246",44.23
"1247",42.29
"1248",45
"1249",43.36
"1250",44.49
"1251",44.07
"1252",43.49
"1253",43.51
"1254",43.04
"1255",44.47
"1256",42.62
"1257",44.91
"1258",45.78
"1259",43.24
"1260",44.61
"1261",44.5
"1262",43.74
"1263",40.67
"1264",43.48
"1265",42.85
"1266",42.51
"1267",42.58
"1268",41.87
"1269",44.07
"1270",43.82
"1271",45.13
"1272",44.57
"1273",42.66
"1274",43.99
"1275",42.59
"1276",43.68
"1277",43.21
"1278",42.69
"1279",43.78
"1280",43.5
"1281",44.18
"1282",43.69
"1283",44.96
"1284",43.55
"1285",43.28
"1286",45.88
"1287",43.27
"1288",43.43
"1289",43.99
"1290",42.91
"1291",42.92
"1292",44.86
"1293",42.71
"1294",42.96
"1295",42.56
"1296",41.72
"1297",45.79
"1298",42.32
"1299",45
"1300",45.31
"1301",44.69
"1302",42.86
"1303",43.98
"1304",43.62
"1305",42.57
"1306",45
"1307",44.04
"1308",42.54
"1309",45.04
"1310",44
"1311",43.75
"1312",44.36
"1313",43.08
"1314",44.16
"1315",43.44
"1316",44.58
"1317",41.46
"1318",42.28
"1319",44.39
"1320",42.25
"1321",42.65
"1322",45.14
"1323",44.29
"1324",43.52
"1325",43.2
"1326",43.45
"1327",43.29
"1328",45.54
"1329",43.08
"1330",44.46
"1331",45.28
"1332",45.24
"1333",43.88
"1334",41.68
"1335",45.68
"1336",42.35
"1337",44.08
"1338",44.67
"1339",44.75
"1340",43.33
"1341",42.84
"1342",44.07
"1343",46.04
"1344",41.46
"1345",44.49
"1346",44.33
"1347",45.38
"1348",44.34
"1349",43.43
"1350",43.11
"1351",43.63
"1352",42.02
"1353",43.67
"1354",43.04
"1355",43.85
"1356",44.98
"1357",43.54
"1358",44.6
"1359",42.98
"1360",43.78
"1361",44.02
"1362",43.11
"1363",44.73
"1364",43.84
"1365",43.83
"1366",45.91
"1367",44.49
"1368",44.85
"1369",44.81
"1370",45.2
"1371",43.73
"1372",43.81
"1373",44.34
"1374",42.95
"1375",42.09
"1376",44.55
"1377",43.89
"1378",46.12
"1379",43.14
"1380",44.15
"1381",43.36
"1382",44.2
"1383",44.74
"1384",42.85
"1385",44.31
"1386",46.25
"1387",43.68
"1388",43.09
"1389",44.77
"1390",44.7
"1391",43.82
"1392",43.96
"1393",43.34
"1394",43.74
"1395",42.03
"1396",43.08
"1397",42.19
"1398",41.96
"1399",41.77
"1400",41.28
"1401",42.98
"1402",43.83
"1403",43.66
"1404",44.67
"1405",43.59
"1406",43.14
"1407",45.37
"1408",44.12
"1409",43.47
"1410",42.58
"1411",42.14
"1412",44.5
"1413",43.38
"1414",43.82
"1415",43.59
"1416",45.58
"1417",44.14
"1418",44.08
"1419",46.72
"1420",45.02
"1421",44.2
"1422",44.78
"1423",44.84
"1424",45.11
"1425",43.37
"1426",41.64
"1427",42.78
"1428",45.91
"1429",42.44
"1430",44.31
"1431",44.83
"1432",42.49
"1433",43.47
"1434",44.48
"1435",43.4
"1436",44.64
"1437",42.83
"1438",43.32
"1439",45.78
"1440",44.22
"1441",43.54
"1442",44.93
"1443",43.71
"1444",43.46
"1445",43.02
"1446",44.44
"1447",43.31
"1448",44.94
"1449",45.71
"1450",42.48
"1451",43.57
"1452",44.08
"1453",42.55
"1454",43.6
"1455",43.67
"1456",44.37
"1457",44.28
"1458",44.97
"1459",44.43
"1460",42.99
"1461",43.67
"1462",43.91
"1463",42.83
"1464",43.95
"1465",45.7
"1466",45.29
"1467",45.88
"1468",45.17
"1469",41.72
"1470",43.9
"1471",42.56
"1472",44.73
"1473",43.85
"1474",43.75
"1475",44.71
"1476",43.42
"1477",44.42
"1478",41.52
"1479",43.11
"1480",44.57
"1481",42.78
"1482",44.83
"1483",44.54
"1484",44.02
"1485",44.17
"1486",46.28
"1487",44.02
"1488",45.65
"1489",43.19
"1490",42.8
"1491",42.69
"1492",43.06
"1493",42.63
"1494",45.07
"1495",44.21
"1496",43.02
"1497",44.39
"1498",43.93
"1499",45.15
"1500",43.5
"1501",44.12
"1502",42.84
"1503",42.42
"1504",44.05
"1505",44.53
"1506",43.53
"1507",44.5
"1508",44.36
"1509",44.07
"1510",44.53
"1511",44
"1512",44.07
"1513",42.13
"1514",45.61
"1515",43.49
"1516",42.68
"1517",43.09
"1518",44.51
"1519",44.08
"1520",43.92
"1521",42.8
"1522",43.89
"1523",43.21
"1524",41.53
"1525",43.46
"1526",43.67
"1527",44.22
"1528",42.45
"1529",42.8
"1530",43.72
"1531",43.69
"1532",41.72
"1533",43.72
"1534",44.97
"1535",43.07
"1536",42.88
"1537",43.23
"1538",43.35
"1539",44.52
"1540",43.81
"1541",44.31
"1542",44.41
"1543",42.8
"1544",44.37
"1545",42.65
"1546",44.82
"1547",44.36
"1548",44.06
"1549",44.01
"1550",45.22
"1551",43.76
"1552",44.03
"1553",44.06
"1554",43.97
"1555",44.13
"1556",44.96
"1557",45
"1558",44.22
"1559",44.73
"1560",44.36
"1561",43.5
"1562",43.07
"1563",43.08
"1564",42.77
"1565",43.9
"1566",44.33
"1567",43.66
"1568",42.84
"1569",44.95
"1570",43.18
"1571",43.64
"1572",43.88
"1573",43.87
"1574",44.41
"1575",42.81
"1576",44.72
"1577",43.74
"1578",45.25
"1579",42.16
"1580",43.49
"1581",42.51
"1582",44.49
"1583",43.06
"1584",43.23
"1585",43.15
"1586",42.35
"1587",43.34
"1588",41.93
"1589",42.85
"1590",43.87
"1591",42.88
"1592",43.42
"1593",44.39
"1594",43.19
"1595",44.64
"1596",43.5
"1597",43.71
"1598",42.15
"1599",43.98
"1600",44.66
"1601",44.1
"1602",44.51
"1603",45.16
"1604",44.81
"1605",44.14
"1606",43.71
"1607",44.87
"1608",44.83
"1609",44.73
"1610",43.55
"1611",42.99
"1612",44.5
"1613",43.47
"1614",42.96
"1615",43.98
"1616",46
"1617",41.1
"1618",46.05
"1619",43.73
"1620",43.93
"1621",43.97
"1622",43.4
"1623",44.34
"1624",45.09
"1625",43.43
"1626",45.22
"1627",45.36
"1628",45.91
"1629",45.01
"1630",43.84
"1631",43.29
"1632",44.65
"1633",42.13
"1634",43.85
"1635",42.77
"1636",44.29
"1637",42.52
"1638",43.64
"1639",43.92
"1640",42.92
"1641",43.79
"1642",43.53
"1643",41.61
"1644",43.19
"1645",44.24
"1646",42.06
"1647",44.54
"1648",42.99
"1649",43.07
"1650",44.08
"1651",43.25
"1652",42.24
"1653",43.29
"1654",43.45
"1655",42.55
"1656",42.56
"1657",44.31
"1658",43.6
"1659",43.58
"1660",44.01
"1661",42.14
"1662",44.82
"1663",43.14
"1664",43.32
"1665",44.81
"1666",44.68
"1667",44.01
"1668",42.6
"1669",45.8
"1670",44.11
"1671",43.98
"1672",43.41
"1673",43.58
"1674",44.33
"1675",41.97
"1676",42.93
"1677",43.89
"1678",43.58
"1679",44.01
"1680",42.55
"1681",44.06
"1682",44.13
"1683",43.57
"1684",45.25
"1685",41.91
"1686",44.21
"1687",45.64
"1688",45.54
"1689",46.04
"1690",42.9
"1691",43.63
"1692",45.12
"1693",44.73
"1694",44.45
"1695",43
"1696",43.37
"1697",44.55
"1698",44.57
"1699",44.09
"1700",45.09
"1701",43.59
"1702",42.9
"1703",44.28
"1704",44.69
"1705",43.75
"1706",43.2
"1707",42.36
"1708",44.32
"1709",43.59
"1710",43.38
"1711",43.67
"1712",45.02
"1713",44.24
"1714",43.94
"1715",44.74
"1716",42.73
"1717",44.02
"1718",43.12
"1719",43.34
"1720",43.44
"1721",44.31
"1722",44.71
"1723",44.25
"1724",43.76
"1725",43.31
"1726",43.46
"1727",44.25
"1728",41.29
"1729",43.73
"1730",44.04
"1731",44.36
"1732",42.37
"1733",44.06
"1734",44.66
"1735",42.57
"1736",45.48
"1737",41.49
"1738",44.47
"1739",44.2
"1740",45.7
"1741",45.59
"1742",42.46
"1743",42.98
"1744",44.7
"1745",45
"1746",43.74
"1747",43.81
"1748",43.4
"1749",43.8
"1750",43.23
"1751",43.54
"1752",43.41
"1753",43.3
"1754",45.05
"1755",44.88
"1756",42.88
"1757",45.11
"1758",45.2
"1759",42.34
"1760",43.56
"1761",44.37
"1762",43.62
"1763",43.47
"1764",42.81
"1765",43.58
"1766",44.09
"1767",42.44
"1768",44.45
"1769",44.55
"1770",42.51
"1771",44.83
"1772",43.83
"1773",45.02
"1774",42.64
"1775",43.98
"1776",45.65
"1777",45.87
"1778",43.88
"1779",44.49
"1780",43.4
"1781",43.48
"1782",44.95
"1783",44.51
"1784",43.83
"1785",42.74
"1786",44.62
"1787",43.74
"1788",42.63
"1789",42.12
"1790",42.84
"1791",44.73
"1792",43.14
"1793",44.24
"1794",41.91
"1795",43.52
"1796",42.09
"1797",42.69
"1798",44.11
"1799",44.12
"1800",43.76
"1801",43.72
"1802",42.24
"1803",42.87
"1804",43.82
"1805",41.93
"1806",42.97
"1807",45.08
"1808",43.57
"1809",43.74
"1810",44.31
"1811",43.58
"1812",45.36
"1813",45.05
"1814",41.89
"1815",44.73
"1816",44.79
"1817",44.81
"1818",44.55
"1819",45.29
"1820",43.87
"1821",43.26
"1822",43.25
"1823",43.22
"1824",43.61
"1825",45.99
"1826",44.22
"1827",44.33
"1828",45.13
"1829",43.28
"1830",44.83
"1831",44.86
"1832",44.34
"1833",44.78
"1834",42.75
"1835",42.61
"1836",44.56
"1837",43.86
"1838",42.03
"1839",42.49
"1840",43.02
"1841",43.74
"1842",45.48
"1843",42.99
"1844",43.94
"1845",42.99
"1846",44.05
"1847",43.86
"1848",45.23
"1849",42.47
"1850",43.48
"1851",43.08
"1852",43.96
"1853",43.65
"1854",44.22
"1855",43.83
"1856",43.42
"1857",43.34
"1858",44.2
"1859",41.98
"1860",44.09
"1861",43.92
"1862",42.5
"1863",42.07
"1864",44.4
"1865",44.67
"1866",43.05
"1867",45.23
"1868",45.77
"1869",43.1
"1870",42.87
"1871",43.6
"1872",44.55
"1873",43.11
"1874",44.51
"1875",43.41
"1876",44.88
"1877",43.04
"1878",43.84
"1879",43.36
