,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,resp
14,5.349212171,5.526797292,4.683117946,4.757994345,4.220657111,6.034429636,6.391769256,8.464304795,5.662963975,7.1387797,6.889594662,5.918989456,4.056508955,6.444149197,7.743437799,5.424102259,5.939747428,6.293976244,6.387820044,6.897013776
15,3.736273559,5.711679462,6.548198587,4.216793613,6.872204059,4.518269241,6.747385979,4.689873343,5.671775297,6.014573081,7.802094736,9.222342291,6.402316252,4.376218239,5.80786397,5.598982996,5.349661549,6.268596724,6.238197257,6.936398265
16,5.670313316,6.446231796,5.034089406,4.117810501,6.037512552,4.655409276,6.444980204,5.282926139,5.607074182,5.64536769,6.03869478,7.505788769,5.404102639,5.768425489,6.951898858,7.336886615,5.21197998,5.026235207,6.687649911,6.512097141
17,4.966346225,6.349287762,5.634288431,7.764517199,4.479290613,6.00535858,6.724780139,5.684168504,6.71065477,5.149589,6.051559704,5.64324922,5.749080949,4.468657276,7.505804996,4.857794086,7.935916391,8.313786152,4.969446075,7.129758492
18,5.84337318,5.061587182,5.968501522,7.078750174,6.577655017,4.822430144,5.997668278,4.101526043,6.199958314,5.79761555,6.048673242,6.487032634,5.213981257,5.203000342,5.116453478,6.567147123,6.179491581,4.96812811,7.633283967,3.931720572
19,4.26494917,4.887607243,5.597300017,5.288295031,6.30832168,5.879054626,4.669795565,5.834891206,5.801407576,6.20564793,5.013190984,5.284298173,5.772820663,4.914350757,6.41589835,6.904102216,5.985885999,5.9972175,5.0924222,3.544674242
20,5.625404064,5.449833782,5.910594459,6.404882854,5.285077642,3.579426895,4.473083423,5.625974839,6.230394462,6.454318725,6.730219298,5.40766126,5.226591071,5.466864619,6.047054235,4.321771285,5.978234754,8.372163003,5.842999343,2.165307426
21,8.299562309,7.329403692,3.772221162,5.178158661,6.640352311,7.136108222,7.732020126,5.975603979,7.009840048,5.962852587,5.116655541,5.521402203,6.946939899,7.526734499,6.199763331,4.682962671,4.818062112,6.306126425,6.736086376,5.87910885
22,4.925989983,5.888370013,4.950518479,7.104075995,6.869817638,5.974304034,6.282438997,5.564904995,5.243121165,4.697827494,7.131005942,6.916123218,5.568389042,5.845165585,4.473051645,5.462609413,6.972984846,4.967591006,5.81050259,6.094011877
23,6.137314403,6.507430391,5.442143506,4.099035068,5.000952047,5.587822757,5.739105675,6.976914001,6.867709253,6.218038335,5.366950171,4.558258041,6.131065248,4.436385571,5.722423124,3.64927988,6.417933981,5.215959338,6.7842168,2.688391245
24,7.055572521,6.579070303,5.754369512,8.323944572,5.444436806,5.989353164,5.759691725,6.925812147,6.23181573,5.10913508,5.533612816,6.274612424,5.141583833,4.797766544,5.470265375,6.848119711,7.183085125,6.058582172,6.525761066,7.342031775
25,6.551176653,6.41576854,6.960020783,7.255611167,8.255486759,6.856423795,6.055658025,7.93915688,6.425348072,4.152984727,5.222541087,7.286993537,6.531164606,7.314657003,4.762735074,7.851771235,7.403663657,4.257980779,6.48925993,6.731052762
26,6.131832449,5.742332502,6.706512051,7.522235976,6.569422799,5.921371576,6.314968834,5.828052876,6.127474565,7.758464522,5.495045323,6.952932116,4.723406051,5.725582303,4.830390224,6.143533059,6.694256302,4.819885242,4.715163119,4.248124726
27,5.839044535,6.92151486,6.388232243,6.546107879,5.121033519,5.788881146,7.523550169,5.446390784,4.711537843,6.41891705,7.210838118,5.512700534,4.263247353,6.378583751,8.009177308,6.708969744,6.033507275,5.697951007,5.407017958,6.219656508
28,5.827587886,5.793504702,5.892911374,4.532977841,5.439741866,5.587676728,6.21356824,4.48826973,4.584523567,6.553416667,5.503080406,5.902550787,5.107810756,5.332690303,7.416353234,7.335977865,6.338130976,4.537132638,3.905846299,3.889026964
29,5.906749818,5.074050313,6.197519279,8.181354347,6.076446532,6.636379427,3.926047815,6.299099647,4.586556503,6.600201473,4.821409488,4.280575618,4.458606128,4.545876578,6.059115002,6.255389361,6.234244412,4.580659819,6.01347803,8.95888771
30,7.313865972,7.460801093,6.039612351,6.197385637,6.093066577,6.241795319,6.303535108,6.520351567,6.231817778,6.127409511,7.433606293,5.869605202,5.556818073,5.141094101,6.109556105,4.808707877,5.758975046,6.453826577,7.832623714,2.985454503
31,6.632038701,6.414971164,6.16828848,4.696764761,5.56559615,6.473094222,5.339659622,5.013292837,7.481011698,8.299822157,6.365734102,4.363954106,6.58752819,7.039774302,5.765290848,5.249898968,6.910938479,7.09055847,7.046787331,3.968020754
32,5.824741134,6.907699389,6.430634935,5.808878328,7.861680333,6.550793973,5.986356159,7.410133189,5.522796949,6.135855157,3.880590737,5.049884063,5.433221861,6.876206093,6.141199476,5.301449344,5.743414118,8.450358238,7.203905866,6.725778463
33,5.939046894,7.61208263,6.245500015,6.68009205,6.765238307,7.735919484,3.129901776,6.810585316,6.240604136,6.405923166,7.068311202,6.023999623,5.23940203,5.510361821,7.96726598,6.717027551,6.668477602,6.47341811,6.072499281,8.167123594
34,6.648180019,5.365569691,4.339540271,7.772327689,6.003761841,5.685657212,6.419602061,3.751413596,6.242102552,6.834025972,6.331513429,5.040366242,6.648313394,6.403066735,6.699617614,3.956874985,5.921871127,6.403143228,6.493839546,8.30319257
35,7.573531071,6.60399048,6.054527774,4.964461186,5.296693735,6.178971266,5.157749258,6.950246882,4.109163373,5.625992806,5.853097791,5.032002258,6.593245858,4.795570493,6.667793742,7.557557499,5.833111139,5.582480323,5.755932615,4.092962464
36,5.313690497,7.063283388,4.490729177,6.08724318,7.310731161,7.101018067,5.769449975,5.459878413,5.784482635,6.647105664,6.030125382,4.589230573,5.524996979,6.029044843,7.505694144,4.804292321,6.425822822,6.730533024,6.307798772,3.433730935
37,5.151149472,5.12471407,4.758879097,5.977652641,4.880235927,4.805653288,7.284218428,7.55825153,6.508064866,4.829977036,5.638961225,5.819527674,5.491915061,4.586648664,4.939620687,5.359377698,7.476661724,5.530878562,6.082037214,2.776728569
38,6.908020841,5.864318544,5.564563025,4.730184767,5.208747745,7.59781323,5.805377334,4.418066818,6.094955288,5.676849045,6.547410646,5.762703027,5.706064627,5.638587933,4.919907036,4.714687465,4.905166749,4.621630603,5.259523558,3.772848467
39,6.10325944,7.600301748,7.590834671,5.237149915,6.299161186,5.285159104,4.10475278,4.987975335,7.183258794,6.460011603,4.080540065,5.136067715,5.508382048,6.65690953,3.976141085,6.442594297,4.609249299,6.326868381,7.815155251,5.584920283
40,6.789144845,6.701659582,5.168963104,5.926902259,6.248498398,4.640159472,6.405379121,4.859424509,6.700979441,6.279422169,4.961970696,5.712881035,5.411032996,4.270542061,6.126822574,4.118133283,5.59123291,6.313059513,6.417397228,6.340715597
41,4.975012831,6.62403606,5.346525898,5.200154008,5.974203255,7.374271898,5.939103106,5.315475792,6.733788232,6.166542385,7.735344052,4.832564217,4.321760836,7.86549287,5.414234228,6.347179353,5.844899486,5.530947669,6.720843781,4.799626949
42,7.930764708,7.324696187,8.455927711,5.486617788,4.635395821,6.76357087,5.926385179,7.675384214,4.154922153,5.785415969,6.971813378,6.201606022,7.344795053,4.766422634,6.418243607,5.330109513,5.929761289,5.911986801,5.714785794,3.055848085
43,6.333948068,5.001965159,7.004434581,4.838334919,5.710450553,5.668897285,5.865311393,6.724195441,5.060708551,3.623936948,5.69773024,7.249293241,5.628011736,5.014304079,6.488830135,6.432969675,7.144982372,5.656696599,6.067647747,5.464724438
44,6.669592714,6.582493598,8.790464707,5.546502868,5.103747125,6.072227077,7.020599124,6.007791299,5.913487602,5.36693221,6.256241102,5.851085667,4.500651357,5.951894237,5.832059593,7.793032429,6.199369877,5.341354972,5.245753072,4.556789268
45,4.357416373,6.714122259,6.490854479,6.071361978,5.495913054,4.625682573,5.282184593,6.676038751,6.677082659,7.726599669,5.097288499,6.793378249,5.230447028,6.102063525,5.287163163,6.718506544,5.232727261,6.132632062,7.526943956,4.681125028
46,6.555156257,5.177358944,5.788577344,6.651069091,5.437639457,6.417813444,5.190094073,6.281844677,7.816521421,6.317059647,4.450879225,5.735932316,7.672834255,5.783546544,5.639224785,9.002970193,5.985558664,5.513393808,5.599208754,3.703971026
47,4.088421278,5.258485422,6.815127815,6.213711823,6.727454013,5.862087654,7.162690721,7.674808143,7.683384583,6.166028266,6.478581493,6.189151453,5.357951473,6.248944511,6.231774814,6.668108067,5.430543832,6.576639342,7.406413453,5.462359073
48,7.140039423,6.072461052,7.002671817,6.901952589,6.675998836,6.828319537,6.317418963,6.698664061,7.592217406,6.305307681,6.709476722,6.101865644,4.794158225,5.481400728,5.555667008,4.708387697,5.042224066,6.362064624,4.800686101,4.90504375
49,5.535793493,6.182174028,6.752506119,6.823269332,7.898769277,7.083572196,6.591989898,6.294130373,7.061925915,6.070387877,7.105439457,6.701897112,6.072542417,5.585972626,7.038488464,4.954939952,6.917174136,6.589754056,6.892952213,9.243754502
50,6.544712141,4.564673389,7.184774779,6.211131015,6.553125265,6.250053263,5.917163734,5.620172557,6.364447552,5.57216904,5.991995418,5.712607287,6.557065631,5.015826815,7.600930758,7.684526296,7.373866002,5.219043069,6.129343805,5.528490003
51,7.50605413,7.723215444,6.070331936,3.192284856,7.168574681,6.11008483,6.947926621,6.113372047,5.024507684,5.326817193,5.042496228,3.556559721,4.275158512,5.476870958,6.289510513,7.253350025,5.901536516,4.503827017,6.898543473,3.01370186
52,6.736079979,6.409561141,5.043405798,6.189378483,6.589548152,5.915302415,5.266220439,7.510176926,5.715960396,6.084055061,6.802925937,5.516748733,7.160742595,5.178308632,6.19152227,7.512592986,5.749646114,6.815300248,5.623743023,4.251178197
53,5.662176905,7.344009865,4.340235182,6.81321742,6.125799907,6.508988601,7.10996357,5.874043108,6.283084687,6.621968666,6.212932154,5.503280753,5.101863083,5.359230234,6.910766996,7.642349277,7.446953564,8.271736994,5.715269911,7.334359971
54,4.854761842,4.791371108,7.325545645,4.397848342,6.149654506,5.911887691,5.503962324,4.05275675,7.407843302,3.556005972,5.673499953,4.488348568,6.688194439,6.995382853,6.776562996,5.15064205,6.341186046,6.217079093,4.581168723,4.924821374
55,4.472245668,5.600962157,6.121931058,5.530812767,4.305317427,6.064717559,6.295292184,6.401502867,4.7579072,4.880753837,6.819203525,4.660816665,4.013757983,7.393510189,4.894945655,4.901707515,6.209251239,5.581111084,8.180732461,6.342793984
56,7.315177656,8.075478261,5.743272901,4.869304956,6.126254432,5.755653362,5.559317963,4.823580217,3.228453434,4.758002061,6.13298866,6.527379651,5.418564596,4.615595805,6.76950504,7.331675278,5.983774213,7.256302158,4.936030887,7.212228292
57,7.488290524,4.564159517,5.169127083,6.009419268,7.252188777,4.883806839,5.303291129,5.425192989,7.081906616,8.495132116,4.803005412,4.894113902,4.766497304,6.517467459,4.770713165,6.239197025,5.569517107,5.32165667,5.643462965,3.740117178
58,5.165231547,6.862211136,5.681941416,6.75096115,5.268073554,5.725694034,6.057184335,5.086163084,7.225843339,5.471282854,8.661453993,6.577539364,4.364725085,6.074126219,4.695454999,5.5924363,6.689351653,6.878144906,5.702466945,4.88376333
59,6.405629649,4.805925516,8.301264024,6.017762556,7.765007659,5.94177848,7.599814436,6.768512051,6.430927544,5.361071289,6.443709675,5.601778642,6.786117693,6.311231088,5.364142798,3.811484337,5.236477815,5.076228654,5.638901916,4.925648601
60,6.113606059,4.778407879,5.101894206,5.230369207,7.600696718,3.490044967,7.320036026,6.707913937,5.58924193,5.448836308,3.937083411,5.859251511,6.860497785,6.341794321,4.364521959,6.417756198,5.350233242,7.353988111,5.656678119,1.880583639
61,6.945740633,5.660577553,6.108921715,6.407950099,6.605679723,4.561648231,5.325726364,7.652012452,5.074931345,5.059906555,5.704056993,7.021366222,6.297593539,5.116196626,6.17375193,4.926405777,7.185258755,3.894108623,6.93766188,3.591178357
62,4.647937522,6.771238411,4.207884501,6.533281907,5.428857594,7.238611561,5.378176556,6.405506008,6.366787724,4.380357209,4.906019029,6.048698189,6.923259574,6.014104872,5.963411372,5.589320261,4.461066621,7.454493206,6.962938435,3.136821274
63,5.826248219,4.859534962,6.465637166,5.976283638,6.783718613,5.082060682,6.809903929,5.867592839,4.292222432,5.483202249,6.535816635,5.135860904,4.798129807,7.056380524,6.828077067,5.688787523,5.649442114,5.430337533,7.888902861,5.555064146
64,8.212816413,4.80243734,5.430570575,6.9471838,6.282289337,3.62841572,6.623101713,6.269171576,5.155930443,5.71467057,6.376741858,6.020216431,4.431087089,4.421597114,6.574047455,5.167323054,7.750461693,4.870281288,4.936643798,4.973841022
65,6.418704385,4.714323501,5.510306622,4.772544656,7.776289171,6.433027114,6.893753858,4.010514006,5.290824502,4.189050544,6.283729094,5.852134368,5.851850811,6.265967414,4.557892764,5.338952639,6.057579431,6.551193296,3.887497053,3.369456291
66,5.104779718,6.001340708,7.230540463,5.916487451,5.931219549,5.62802284,4.188951278,7.114215488,4.941927936,6.689657568,8.300630367,5.708327414,5.763962768,6.092121894,4.67532295,5.872451055,6.197441384,6.504199087,6.70045301,4.84481638
67,7.063740466,5.868536377,6.434967798,7.806369605,5.554510893,6.115860431,7.023208165,6.223153434,6.721263099,5.087486223,5.401049023,6.904182711,5.553981509,6.447657186,6.198607416,5.351305002,6.182342002,5.195450845,4.868891825,6.759753259
68,5.617325858,6.660299912,6.083102522,3.720168063,6.261165396,5.877896295,6.019119964,8.430193778,4.929347891,4.914613,5.500169987,6.784480407,4.034830251,6.586725445,7.2057573,6.442676989,5.5925377,5.987989118,6.406415975,5.867235016
69,4.907594703,6.426211479,5.706520749,4.467895899,4.985226196,6.21622484,5.17346764,6.83855474,3.349071891,6.423356987,6.242386328,6.467226318,6.762468287,6.101785423,6.067202755,5.384144623,5.478248245,6.069112187,6.026186459,7.505475906
70,4.552612435,7.298691976,6.152784064,6.345011447,6.275937262,5.449425766,7.393741326,5.23192999,7.533879675,5.620993842,4.617081031,5.649520321,5.781672473,6.643460225,6.134398016,5.251874544,6.113877675,4.511499379,5.280486155,5.661304111
71,8.399644951,5.20850942,5.197543457,5.216987219,6.85149401,5.200993054,5.319482395,5.289611369,6.145509946,5.9931579,5.751832175,6.486034829,5.110933351,6.979393628,5.641860974,4.974493855,7.210361182,7.421740193,6.040480454,3.289636163
72,5.845547793,5.07706527,6.139509141,5.059749622,7.448347975,5.415484082,7.507741483,5.92746042,5.569990359,6.752781154,6.006535682,6.358043495,5.033025814,6.787848077,6.653189027,5.947268164,6.723377723,5.986189931,4.788614185,6.152107251
73,4.076306746,5.205788926,6.501804251,5.732553338,6.126763534,6.570971312,3.643727596,7.335008978,6.864215447,6.923037866,3.247583592,6.892101302,4.958082082,6.93639247,5.104086241,7.232004027,6.102217401,6.631830074,5.385612232,7.632179433
74,5.207842642,5.633906904,6.054719752,5.149583874,5.008352234,5.480693308,6.338155828,5.452833473,6.944546723,7.055374774,5.448414225,3.70923441,5.087029729,4.861170288,6.525909509,6.611456159,5.589383524,6.625368215,4.651001185,6.994761185
75,5.03758264,5.946859691,8.117735577,6.793721886,7.019836306,8.028922463,6.1761847,5.03148698,6.267614629,6.947131161,4.342837163,4.945208991,6.867800824,6.525326578,4.095142632,5.702935799,5.95466232,5.980598267,6.735556177,1.295755377
76,5.760275709,5.140177482,5.022112025,6.894284308,6.543222942,7.356036842,3.203096896,6.901018455,5.584360404,6.016820317,6.447037043,7.212801128,5.689691709,5.264150083,6.686901751,5.039036706,5.803865338,6.844870117,6.16675083,5.201062765
77,5.57580305,6.875819031,7.34922042,4.420522946,7.063004099,5.38415564,7.007891893,2.266409782,6.731773852,5.180115832,6.098933219,5.454357557,6.908806398,5.387376795,5.506691899,4.705976546,5.565104846,7.657582738,6.224212182,6.70747173
78,6.506685731,7.600728396,6.081036806,6.870935961,5.942902466,5.543764004,5.644822735,5.782876687,6.062553421,5.79946585,6.049555138,7.064819247,6.027007198,5.995540954,6.215231312,7.157246572,5.256209404,6.706838821,6.727523438,3.771458922
79,5.397756102,4.763367001,4.745622814,6.31400463,3.631969794,5.663319054,5.59324985,4.946019321,7.328296207,4.63960326,5.700217244,4.808032728,7.171391531,5.67232035,6.420278153,4.928281955,4.507567707,6.464195618,5.401704275,4.355219194
80,5.496326188,5.467914701,6.402355554,4.877955993,5.323381199,7.506553756,2.818705818,6.3192954,5.949598035,6.976877381,6.686338819,4.945220486,4.740127872,5.895418486,6.048326347,5.249275377,6.517918075,5.938643601,7.223986959,2.593292372
81,5.594691052,8.133671856,6.642323434,6.670942269,6.666538486,5.987465436,5.116328784,5.674954131,3.84025789,5.843177297,7.005158085,6.635338751,7.511361773,6.149859959,5.732967451,3.653806185,5.321327051,5.681544369,6.258815841,6.322418442
82,6.609513263,7.206367394,6.098242255,6.55670592,5.371444395,6.191167446,5.795808837,5.384789316,5.190323292,6.188901404,7.11943367,4.354001856,5.496971358,5.242557591,4.64343051,5.165152999,5.693085538,5.282945735,6.10762401,2.138084177
83,7.620368583,4.380289353,5.709447861,5.978158905,5.30430671,6.367876589,5.792085867,4.84945547,6.116588156,6.438126137,7.4241486,5.171247116,6.132325696,7.756434731,5.24292938,5.859568012,4.564953833,6.719405552,3.903133003,0.721188552
84,5.905868912,5.175185091,5.65185934,6.853764325,7.306239451,4.470166766,6.452069482,5.709802252,5.099477401,4.625050473,6.845111994,4.5086961,6.193497222,6.697484302,6.399087003,8.043471993,7.079359059,6.01148357,5.776168443,4.772795911
85,6.035579456,7.506863626,6.735161616,4.919953087,6.831977184,4.717144794,5.676665325,4.671862564,6.162205,7.261171387,7.133129477,8.30993781,5.772148905,6.842806396,6.118828735,6.932668717,4.782912402,5.894454952,6.542270925,3.796153294
86,6.966847062,6.367114189,7.31450019,6.742938222,6.80029866,5.829905536,7.507919934,7.312966196,4.63010679,7.112988334,6.665083796,6.488729334,4.652513722,3.217563464,6.257891576,6.842030509,5.813977709,6.373062836,4.680633531,4.913847563
87,3.625257537,7.085809067,5.535308798,6.770289719,6.853035757,7.264480934,5.560503972,5.956473925,5.200363375,5.476848309,6.494062236,5.934690032,4.097329688,6.518703996,4.132356853,4.673726793,6.80557621,8.553212061,5.316005864,7.656378045
88,6.10584612,5.719453192,5.230725482,7.110594332,6.431511068,5.828308197,5.679190931,5.512643395,5.959352991,7.115653306,7.991376496,5.972261014,4.755435205,5.011225839,6.123869129,6.197826859,5.262136639,5.505064986,7.432519714,7.231873665
89,6.412425985,7.744204675,5.497415189,6.064578757,6.716800004,5.136707361,5.094978001,7.351171872,6.997949175,5.666316975,5.117216732,6.26470825,6.217730224,5.885393252,6.205586317,3.106182673,6.274296415,4.939798512,4.119265884,5.032759671
90,6.245318884,6.10812987,4.907085934,5.78148258,3.829763901,6.04343192,6.695897743,5.986442656,6.38345377,6.458467449,6.894169392,6.043016848,4.686361822,7.373412532,6.955705429,6.25686834,5.642793695,5.888376554,5.437838373,4.464461468
91,5.810302345,6.752634122,6.052488597,6.268077554,5.638032276,6.65955153,7.827001304,4.922843108,4.892244304,7.416711723,5.339434929,7.237179708,5.985872575,5.073575404,6.05221187,7.349751067,7.256893999,5.980396869,4.358246542,7.310923748
92,6.691247053,5.910184643,5.247969183,8.462410396,5.205538078,5.044551638,6.025678211,4.736969206,6.537744506,6.62240961,5.794502534,4.136780185,4.516204171,6.259534418,5.09992531,5.161812359,7.592454232,5.29945245,5.515517153,5.044299096
93,4.369412542,5.689823668,4.567535047,6.481759344,5.802733913,6.834122101,5.918763328,6.125277551,5.521932798,6.365626817,6.200204587,8.394486046,7.103588547,5.945083509,6.615618615,5.120809808,5.060790338,6.372142939,6.237104447,2.095087329
94,6.423736166,6.625656927,7.078526712,6.332861257,7.068631049,6.954781952,6.367395487,7.514217571,6.043711393,5.714214227,4.636749886,5.735309526,7.178479122,5.727195423,7.246769983,7.044476817,6.939094349,5.465711475,6.011480348,6.45825827
95,6.425940902,5.422974069,5.13869755,4.336906572,3.730853867,5.47188783,6.196666895,5.925185124,5.80563887,5.507943201,8.377893941,5.718764999,5.441070902,5.205577681,5.111226696,3.675303871,6.889549856,7.985956257,4.0594437,2.169602132
96,6.679163048,4.574922392,6.166138668,5.835205991,5.772836841,6.961633239,4.226693973,5.07763467,6.662634776,7.021786668,5.364111569,7.565626013,5.396551823,6.425595711,4.213625056,6.47831093,4.989875032,4.893052982,4.792319912,5.369615941
97,7.025519511,7.043493179,6.329327581,5.127293316,6.479819015,5.93803175,6.828357422,6.834870474,4.297951105,7.310247002,5.381315767,5.708893381,5.772358028,6.336164103,5.727468642,6.589844716,6.660520782,5.139108956,5.657340541,6.709556809
98,5.315849502,6.429926646,5.346844289,6.379713817,5.352125472,5.744635909,6.209225841,6.265603712,7.555461844,5.359861533,6.818075181,4.838262564,6.585931225,7.419498484,5.170487575,7.320837392,7.355290871,5.036364244,6.236742947,2.860553106
99,6.213161804,5.5079173,5.691433256,7.549857518,7.241466581,5.12749894,6.433184882,5.494501689,7.264130905,6.663969566,5.365010802,6.934181143,5.07856303,7.229682311,5.082299759,6.10595962,4.892694933,5.390877703,6.291839745,4.506964586
100,7.653446541,5.583950497,6.081561438,5.41621844,6.992285925,5.898182906,6.145811144,5.399457546,5.696750861,6.866345957,4.163333786,6.148112728,5.859658651,6.194287172,5.939244666,6.339124439,5.386063616,5.45524622,6.208444221,4.810962073
101,7.207500397,6.905303169,5.938386452,5.490077138,6.508321318,6.707181773,6.013542374,4.984036256,7.12086132,5.029493862,4.825391697,7.049413839,5.908405997,5.869137323,5.251189573,6.812883491,6.288609929,7.066526547,5.943797082,6.429828969
102,6.987171388,6.755451578,4.436023187,3.703606515,4.73357186,6.633636594,4.926860909,5.995265283,3.115783895,6.861457689,6.122938147,5.075598176,6.400838723,6.366573183,5.820096567,4.338001817,5.952664404,6.047726604,4.408882678,8.518950564
103,5.676514835,5.355636475,7.59517256,5.07436992,7.268634449,6.85676938,5.201762968,5.216556516,7.649462722,7.323588405,6.148073029,7.348794795,7.278252173,6.117850879,6.892880583,6.447010847,6.628491863,4.714009892,6.611511306,6.068801763
104,6.369674293,6.067598476,5.755752831,7.181653898,7.582106841,4.81581582,5.913949899,5.129418809,4.931081521,6.287362686,5.095436549,4.554121633,5.180598035,6.47470551,5.475478955,7.354842751,5.520167726,5.689388152,5.034369947,6.575108581
105,6.368699782,3.531029158,5.096753748,5.694998164,3.94860835,6.053886642,5.226591314,5.994198731,5.965411402,5.793926727,5.94730205,5.863749213,6.620679791,4.20653964,7.354988968,5.19436414,6.38269272,5.598238738,5.698496218,2.355632395
106,6.9674719,4.534648221,4.652455152,5.024088758,4.271758358,7.439672932,6.5138461,5.272727377,5.185252189,5.640664051,5.077008185,5.597107202,6.072046431,6.375538026,6.814140757,7.856057157,4.715681297,6.298851384,4.899378315,3.446547247
107,7.440645053,5.785150426,6.180562177,4.530193811,5.765636568,5.11936961,7.276770894,4.669240176,5.366095954,6.882714367,5.720222345,4.812777593,6.411707808,5.271550439,6.467753486,6.539635716,6.122079735,5.083133278,7.231374853,4.430183545
108,7.624827987,6.291440497,8.292554201,6.797379811,5.970648431,6.323315339,6.411080001,6.004434314,6.65675447,4.606079717,4.764002088,6.127404954,6.534736622,6.341577247,5.219218474,4.935510747,6.287331776,5.938956167,5.692400281,4.908118373
109,6.139838793,5.774042891,6.722154134,6.830295745,5.577498639,6.365209774,7.002269837,5.509557659,6.104203472,5.268497793,7.910885491,6.694470335,4.394184724,4.835299989,4.86601597,8.30119201,6.953481178,6.117779653,5.932419792,4.896599866
110,7.798825238,5.232533033,5.931931642,4.22106903,4.707133196,7.459664368,5.689172563,7.398724864,4.051957885,4.246124258,4.974879779,6.982743043,7.065998439,4.792159493,5.431280465,5.100615028,4.945323006,5.938820709,5.538267427,5.650421416
111,6.154862633,7.086242936,6.628099056,2.631346613,7.871186222,7.086266153,6.903396309,6.891467762,6.592104521,6.769013521,5.961381863,5.375504652,5.705087488,6.925578436,5.620667446,4.807603182,6.972822105,6.385700653,7.231729482,6.568735027
112,6.182339102,7.251191388,5.358483299,6.145264881,4.138020427,4.078896565,4.297517978,5.08494724,5.807263915,7.556355936,5.774303198,7.848995974,5.794936326,5.725888586,4.352004362,8.55652349,8.155471373,8.033657491,5.759818539,3.762402456
113,6.734507958,6.253797681,4.963044734,6.095553019,5.441657978,4.791018151,5.800535039,5.817250618,5.827186906,5.667685862,7.178693445,5.076993203,3.590117112,5.860926433,5.293270636,6.292734701,5.184036151,5.823260067,5.849686362,4.860075028
