"ecotype","body_mm","wing_mm","femur_mm","antenna_mm"
"Grassland",13.7907510634176,19.0655058731596,6.26387640678852,10.6436616991151
"Grassland",11.6605788256136,14.4668079732994,5.63133630541559,9.11585135719442
"Grassland",13.8188772294131,16.2233835488121,6.44390157192725,9.24372508702712
"Grassland",14.7411275908331,19.1695229866651,6.68405308191374,11.5663708051386
"Grassland",16.3215822669179,23.3990538647598,7.24220963696712,12.1140069583899
"Grassland",15.974636630131,18.4067179020024,7.0082045590286,12.736500429658
"Grassland",15.7346165967878,20.8405253811034,6.92159575114258,12.1899112106843
"Grassland",14.5398697458916,19.5505070934838,7.30334529038496,11.7864428016289
"Grassland",16.5564283267288,22.7977859401257,7.59518848073582,12.5948023080891
"Grassland",15.3269429976329,19.0968019599102,7.29484032901578,11.8085838942424
"Grassland",14.8079835171873,19.8532405930132,6.39082868178267,10.5731158791109
"Grassland",13.5427531711258,16.9466499626312,6.48751307135012,9.71266969266165
"Grassland",13.0277874659915,16.4523251126452,5.60630443601034,10.3670155272925
"Grassland",14.104911039195,17.8474057868572,6.8406972609121,11.0971675326099
"Grassland",12.0242612733028,13.5564274819491,6.06739329979486,9.19675356380986
"Grassland",16.1992326092924,19.189091866407,7.39958900147287,12.1910873069683
"Grassland",12.6776611771724,16.7038310110114,5.35363378565359,10.149054006748
"Dune",12.2048307030421,14.9420594539899,5.56534558555912,7.58518908567365
"Dune",12.3273225364344,15.8327231614635,4.95557821767847,7.80852225186758
"Dune",14.3427469914889,18.5439098655757,6.4507352328877,9.80022933638363
"Dune",13.2364544030308,16.8296129422109,5.98994459986335,8.54344087641604
"Dune",10.2336010576169,15.0286846538768,4.36211909771672,6.41752015971647
"Dune",12.232409913729,15.1129529248664,5.79679651450983,7.02537171046982
"Dune",12.9727684207824,15.7212214280618,5.57746916904784,7.27750128478803
"Dune",10.1485185364501,13.8676249999258,4.98404385119664,5.92041151750131
"Dune",12.6160693897023,18.166275446278,5.22626233760912,6.84055784468137
"Dune",11.8972918945875,15.1598453461476,5.43770842748821,7.17496157432592
"Dune",12.0467947942709,15.9745545575389,5.63810279148785,7.75898836287598
"Dune",12.9547884254753,18.3176433928544,5.50609300007675,8.23249141325111
"Dune",12.1135500696104,17.668940177379,4.90735498547689,7.78958513630116
"Dune",13.4594617132105,18.5703281262036,5.62335592051737,8.44398865006288
"Dune",13.1462642235088,17.0408614659876,6.17815204660686,8.04777492295475
"Dune",11.3465776024832,14.50395864575,5.38666477012858,7.34500753420748
"Dune",15.0846516118853,19.2968302174594,7.16081476711326,10.0249331114456
"Dune",13.7195131498336,18.6500847530756,6.49344510443598,8.62460215138511
"Dune",12.8513697139218,18.1995406904003,5.29017232446936,8.54360327849232
"Dune",11.6638225201954,15.2397849953257,4.49555395892611,6.74186813659341
"Dune",14.7531223692055,19.0108878291353,6.90746296057601,9.92916178902622
"Dune",15.3177856448368,20.6552356270025,6.60616708018324,9.41214087460727
"Dune",14.7142425008312,18.2497947970924,5.92904592581087,9.05846962431488
"Dune",12.3422987678244,16.6817405572293,5.09550185597576,7.58222360771489
"Dune",15.1100337130046,19.7423671210523,6.88526341738232,10.5337679776473
