"seedling","dose","temperature","days","event"
55,2.46199798607267,25.9992220364594,32.7144422103869,1
56,1.77517663361505,21.6862694419325,70.9056245938078,1
57,2.77767142583616,25.3668322331451,22.6090124913344,1
58,1.70714368787594,22.3491981504669,8.50213605381688,1
59,0.418344485806301,23.1388658117063,27.6262911646321,1
60,0.981498884037137,25.3626111132467,10.4220235391854,1
61,0.553132267668843,22.6656372737377,4.52833864445045,1
62,1.95992485061288,26.6451350284894,18.4941755376929,1
63,0.42450126609765,24.7592586890949,61.7658826941624,0
64,2.63734248653054,25.073527908682,71.8337280990932,1
65,2.22277783532627,25.5533219890394,70.0507724788857,1
66,0.275981493294239,23.7349432048701,77.5917712482624,0
67,0.262069470249116,27.5012328602915,23.8763734730808,1
68,0.252702878555283,24.0798795037741,2.63235378458622,1
69,2.37654994754121,25.0237481816205,24.5666473210396,1
70,1.13574474840425,25.7008230430865,34.1421875310512,1
71,2.20544166723266,24.490416160928,63.8809177163057,0
72,0.66844058339484,24.1817215230863,5.02712759350072,1
73,1.86484346771613,26.3548392317738,48.0043804268842,1
74,2.45425708056428,22.5219011613585,27.5165853959997,1
75,0.44531786441803,28.7043411057686,9.29955591449583,1
76,1.29287203028798,25.8928030135167,15.7586335056137,1
77,0.543766877381131,21.176307946734,53.8127315934184,1
78,2.19642725936137,27.4745993676936,64.908589212826,1
79,0.0220566561911255,24.8307273002745,2.33011096695821,1
80,1.62769587803632,27.5479183882036,10.0408796637819,1
81,0.175513521535322,28.1185262953006,16.6654797625232,1
82,2.8888553744182,20.1158185757274,70.6887964729685,0
83,1.16482139099389,23.863456517909,26.791481149703,1
84,1.32802048651502,26.4535944243088,62.7347248420119,0
85,0.92545643937774,25.5104849503208,11.2539134690206,1
86,0.883000360568985,25.5602491006167,87.1754076320212,0
87,2.77087641879916,25.3472948102733,10.2759813098853,1
88,0.0853830627165735,25.1260541600703,41.4623164039353,1
89,2.88329896540381,27.9133427272961,25.8219848559615,1
90,1.33977830177173,23.9159482280653,14.9372929565443,1
91,2.8149581712205,26.2762425560042,14.4964933178163,1
92,0.572338188998401,23.2878205451753,89.3051937280688,0
93,0.380377187160775,25.3784604911544,17.8062779839539,1
94,0.549670730950311,25.1788642621639,4.96969312237768,1
95,1.30416584713385,24.3694898421368,23.8913153084992,1
96,0.244433498941362,22.749436049234,16.0725341792607,1
97,1.46181463985704,24.3590763513327,9.05575543901593,1
98,1.95563384634443,24.7389628002196,73.7656193651337,1
99,0.440537417074665,29.7102021488367,61.4865778989892,1
100,1.92231328762136,22.8755882401595,70.9615867561661,0
101,1.17845626780763,24.4107950099965,23.9011853335943,1
102,2.75919174193405,24.2159890609202,48.9042761968449,0
103,2.85619246470742,27.8649482954162,71.9275945687207,1
104,2.71668139169924,23.4877185884228,43.3944175060206,1
105,0.563509438885376,23.4112051568413,15.9604753625677,1
106,1.43745176517405,21.8016582405115,50.0531636050437,0
107,2.46752787893638,25.0550504343166,64.5649071503431,0
108,2.33653799886815,20.8422805939781,67.8841033624485,0
109,1.26328812260181,28.9239069896589,2.07323922420477,1
110,0.663880382431671,25.1441241793315,12.8599379035611,1
111,0.808780484832823,23.9764139992916,56.7792234375362,1
112,0.0325837419368327,24.7526917284642,51.5314331033733,0
113,2.21484966552816,26.9329634192807,54.1120080999099,0
114,0.282464031362906,23.5531062990151,72.8083341405727,0
115,2.34551426279359,27.1050569520092,11.6743918150098,1
116,0.877596461679786,24.0520255031425,26.2398520978276,1
117,0.368103298125789,21.8011375831811,3.26676722658919,1
118,2.7035624391865,24.5552638814775,99.0798739704769,0
119,2.81491797999479,22.299940063407,56.6191889240872,0
120,1.27101306547411,24.7834668004105,53.2445170229767,0
121,0.297284634551033,26.3777664659226,0.95959830058193,1
122,2.15085549652576,23.1425145416929,58.5790916510318,1
123,1.00296670664102,23.7044023877942,99.6395673369989,0
124,1.16490893927403,20.9750082593046,12.1098784388862,1
125,0.690521686105058,24.0059145110463,8.11922482390934,1
126,0.161736104870215,27.9526488707694,9.12454460818045,1
127,1.89130831765942,25.2764926583989,58.8150958833285,0
128,1.61221505748108,23.910214921994,75.3648944816086,0
129,1.29983169632033,27.1677833022902,51.5094094630331,0
130,0.109405995346606,26.8883186599272,14.8036810914903,1
131,2.94042875245214,25.7269526410425,57.9021184140094,1
132,2.15358338761143,25.601451490349,69.192010529805,0
133,0.458649089327082,27.6639766855578,1.67243055328783,1
134,2.95031731319614,27.3531654378098,53.7202153506223,0
135,1.69932590913959,24.9641235590103,97.2389911673963,0
136,1.92888540378772,23.5127165606539,53.4146953991429,1
137,0.816100460942835,25.0218259897397,35.4898310919255,1
138,2.67434312193654,27.6462936106582,50.3737935854588,0
139,2.74615163030103,23.7801155360916,46.9608345988113,1
140,1.98041172302328,24.879172630203,21.2312783173369,1
141,0.746795409824699,25.1936722170782,7.26834483115128,1
142,0.0667822652030736,25.1696163474411,49.7730171342846,0
143,2.79771166783758,24.7804532377728,84.8230161191896,0
144,1.2176349889487,24.5614293259044,2.9634654797162,1
145,1.64042891096324,24.8178301332908,16.4400308381489,1
146,1.69161581550725,24.3369774684849,1.48212580384735,1
147,2.61894916486926,22.0663520752634,64.3046435678843,0
148,2.16417779331096,25.7543861957257,63.1942335690837,0
149,0.127242062240839,23.5639169556789,80.9310741024092,0
150,2.07003811234608,27.4685496944353,29.3706692486948,1
151,1.10652870568447,25.0228636744913,54.2223012736793,1
152,0.336599033558741,28.3041231523851,0.251575983703958,1
153,2.45427193678916,25.869551639213,55.3993799036834,0
154,0.302520395256579,27.6036182394176,28.3978624864233,1
155,2.93747052317485,23.7569290044913,56.3126405530683,1
156,0.662853070534766,26.5767618261606,6.73971006598803,1
157,1.43931978545152,25.7974594347627,97.6300629822072,0
158,2.6895988220349,28.9755976660037,38.0446175658999,1
159,2.7280302469153,23.1119931384509,89.7707925573923,0
160,2.86830192035995,24.4521728661652,69.1294391080737,0
161,1.4891596538946,25.525647115849,45.4203235700388,1
162,2.17952073574997,25.7076827877425,41.3682818210911,1
163,0.506003493675962,24.505556728089,6.41997728997408,1
164,2.31385080982,23.3168886776676,40.1833095383107,1
165,0.838144039968029,25.1745114174644,1.69681342807844,1
166,1.16607422707602,22.1054407228819,8.30526855862631,1
167,2.05773978866637,28.699204689373,74.2020535367567,1
168,1.46068211691454,25.3700903152399,23.8107865965961,1
169,0.257199395913631,23.3753393918922,99.309339892352,0
170,0.861657653236762,23.22844822188,92.4431869025305,1
171,0.785334691638127,25.5884299856452,9.37602157985745,1
172,0.520582755329087,25.3361520081781,60.1266945584211,0
173,0.523908476578072,24.2938874352576,50.1593926176429,0
174,0.86618663999252,22.3081310937855,61.8669931206387,0
175,0.804384900955483,24.0739794380923,56.6445043298882,0
176,2.77434027800336,25.7052067725336,48.7371247634292,0
177,0.709401207044721,25.8023056056048,6.19474510105121,1
178,0.387523279991001,26.0996017815754,12.5861052647593,1
179,2.13250049762428,26.3508979485011,28.7073841399312,1
180,1.57114505697973,23.4892732116055,12.9086376267613,1
