"size","id","day","sex","food","incubator","temp"
62.8981582292368,4,15,"female","wheat",2,39
66.4600473096316,4,16,"female","wheat",2,34
70.8572191835511,4,17,"female","wheat",2,36
75.2183807271246,4,18,"female","wheat",2,39
81.3683882995486,4,19,"female","wheat",2,37
86.8429489982438,4,20,"female","wheat",2,38
91.5934737417261,4,21,"female","wheat",2,34
98.5407132768411,4,22,"female","wheat",2,37
104.816778908806,4,23,"female","wheat",2,36
111.693977336204,4,24,"female","wheat",2,36
119.649451770735,4,25,"female","wheat",2,38
128.619182422041,4,26,"female","wheat",2,38
137.752593116419,4,27,"female","wheat",2,38
147.083933107178,4,28,"female","wheat",2,40
157.747999339732,4,29,"female","wheat",2,36
169.640228172298,4,30,"female","wheat",2,38
14.1887336729614,5,1,"male","corn",1,37
16.6891679647358,5,2,"male","corn",1,38
19.3821474278901,5,3,"male","corn",1,38
22.9135368678866,5,4,"male","corn",1,37
26.3321034317143,5,5,"male","corn",1,37
30.0646833309821,5,6,"male","corn",1,37
33.8352244010908,5,7,"male","corn",1,37
37.6402218032628,5,8,"male","corn",1,37
41.4730489485093,5,9,"male","corn",1,37
45.7174187530506,5,10,"male","corn",1,37
49.9656650064541,5,11,"male","corn",1,37
54.4158504879572,5,12,"male","corn",1,37
58.9690542874617,5,13,"male","corn",1,37
63.8978468021614,5,14,"male","corn",1,37
68.1333349744165,5,15,"male","corn",1,36
73.1469766211241,5,16,"male","corn",1,37
78.9685446536407,5,17,"male","corn",1,37
84.8124557229293,5,18,"male","corn",1,37
90.7338950486809,5,19,"male","corn",1,37
96.9802617635127,5,20,"male","corn",1,37
102.265743792446,5,21,"male","corn",1,38
109.505123455662,5,22,"male","corn",1,37
116.12135200273,5,23,"male","corn",1,36
124.098925302038,5,24,"male","corn",1,37
131.849584993192,5,25,"male","corn",1,38
141.699829916446,5,26,"male","corn",1,37
152.228104603782,5,27,"male","corn",1,37
163.153883877696,5,28,"male","corn",1,37
175.31327036789,5,29,"male","corn",1,37
188.545398262026,5,30,"male","corn",1,37
21.0904484940637,6,1,"male","corn",2,37
24.4811079256833,6,2,"male","corn",2,37
27.3093580652425,6,3,"male","corn",2,37
29.6718119714943,6,4,"male","corn",2,38
32.3327863027902,6,5,"male","corn",2,38
33.8974012855567,6,6,"male","corn",2,40
36.1197477696109,6,7,"male","corn",2,35
39.8521771088609,6,8,"male","corn",2,37
42.7217117140397,6,9,"male","corn",2,38
45.2458292060797,6,10,"male","corn",2,39
48.5989459515145,6,11,"male","corn",2,38
52.0314224144287,6,12,"male","corn",2,36
54.8015450106695,6,13,"male","corn",2,35
59.5417293696674,6,14,"male","corn",2,37
62.8985550726927,6,15,"male","corn",2,39
65.97057319941,6,16,"male","corn",2,34
70.2804125287776,6,17,"male","corn",2,36
74.3828304929774,6,18,"male","corn",2,39
80.2199086845022,6,19,"male","corn",2,37
85.3031522798851,6,20,"male","corn",2,38
89.7155770209328,6,21,"male","corn",2,34
96.6056919457579,6,22,"male","corn",2,37
103.112301558901,6,23,"male","corn",2,36
110.120301748724,6,24,"male","corn",2,36
117.373800092504,6,25,"male","corn",2,38
125.660212769523,6,26,"male","corn",2,38
134.098167699568,6,27,"male","corn",2,38
143.051722143961,6,28,"male","corn",2,40
153.469566344201,6,29,"male","corn",2,36
164.929599833534,6,30,"male","corn",2,38
18.4569695788326,7,1,"female","corn",2,37
21.957180816447,7,2,"female","corn",2,37
25.3937824539619,7,3,"female","corn",2,37
27.6810400876894,7,4,"female","corn",2,38
30.1575602594268,7,5,"female","corn",2,38
32.0690233802544,7,6,"female","corn",2,40
34.3105729992939,7,7,"female","corn",2,35
37.8529823864565,7,8,"female","corn",2,37
40.7914025283077,7,9,"female","corn",2,38
43.3218055293655,7,10,"female","corn",2,39
46.1788764266277,7,11,"female","corn",2,38
49.3948069409336,7,12,"female","corn",2,36
52.2968387441516,7,13,"female","corn",2,35
56.8267965068848,7,14,"female","corn",2,37
60.2688108570394,7,15,"female","corn",2,39
63.3838482420587,7,16,"female","corn",2,34
67.4434496106056,7,17,"female","corn",2,36
71.5752083040498,7,18,"female","corn",2,39
77.2291137475496,7,19,"female","corn",2,37
82.8089951866935,7,20,"female","corn",2,38
87.4216393620193,7,21,"female","corn",2,34
94.0440884500067,7,22,"female","corn",2,37
100.204209706646,7,23,"female","corn",2,36
107.015462489452,7,24,"female","corn",2,36
114.325244044427,7,25,"female","corn",2,38
122.231617059486,7,26,"female","corn",2,38
130.656622613826,7,27,"female","corn",2,38
139.280893871521,7,28,"female","corn",2,40
148.901787114061,7,29,"female","corn",2,36
160.46757168821,7,30,"female","corn",2,38
17.4124194686537,8,1,"male","wheat",1,37
20.0202930986102,8,2,"male","wheat",1,38
23.0560460234459,8,3,"male","wheat",1,38
26.8953502825484,8,4,"male","wheat",1,37
30.6440049355662,8,5,"male","wheat",1,37
34.4665386896769,8,6,"male","wheat",1,37
38.746916185803,8,7,"male","wheat",1,37
42.9543379534035,8,8,"male","wheat",1,37
46.8908391243495,8,9,"male","wheat",1,37
51.5059483961657,8,10,"male","wheat",1,37
56.1438128619169,8,11,"male","wheat",1,37
60.8033333041383,8,12,"male","wheat",1,37
65.7723211795159,8,13,"male","wheat",1,37
71.0963840402024,8,14,"male","wheat",1,37
75.6230244727296,8,15,"male","wheat",1,36
81.0034084124638,8,16,"male","wheat",1,37
86.9179037305062,8,17,"male","wheat",1,37
92.9995744299625,8,18,"male","wheat",1,37
99.6281324425022,8,19,"male","wheat",1,37
106.400590059254,8,20,"male","wheat",1,37
112.629937504596,8,21,"male","wheat",1,38
120.273681977507,8,22,"male","wheat",1,37
127.430500278602,8,23,"male","wheat",1,36
136.152570827974,8,24,"male","wheat",1,37
144.667177432184,8,25,"male","wheat",1,38
154.509290018454,8,26,"male","wheat",1,37
165.559893101956,8,27,"male","wheat",1,37
177.448722148019,8,28,"male","wheat",1,37
190.084362466998,8,29,"male","wheat",1,37
203.722733012264,8,30,"male","wheat",1,37
19.052808389816,9,1,"male","wheat",1,37
21.6176708359552,9,2,"male","wheat",1,38
24.302900111123,9,3,"male","wheat",1,38
28.5345153568537,9,4,"male","wheat",1,37
32.1525672439472,9,5,"male","wheat",1,37
35.9633042515007,9,6,"male","wheat",1,37
40.1852741653566,9,7,"male","wheat",1,37
44.5309005158282,9,8,"male","wheat",1,37
49.0926299944808,9,9,"male","wheat",1,37
53.799275623345,9,10,"male","wheat",1,37
58.4016263990486,9,11,"male","wheat",1,37
63.4942127528846,9,12,"male","wheat",1,37
67.9494914738814,9,13,"male","wheat",1,37
73.169798885544,9,14,"male","wheat",1,37
77.4034670220335,9,15,"male","wheat",1,36
82.9184428738204,9,16,"male","wheat",1,37
88.7715346715311,9,17,"male","wheat",1,37
94.7914209756993,9,18,"male","wheat",1,37
100.841517714373,9,19,"male","wheat",1,37
107.509307958859,9,20,"male","wheat",1,37
113.556352813627,9,21,"male","wheat",1,38
121.314566184105,9,22,"male","wheat",1,37
128.05498788944,9,23,"male","wheat",1,36
136.642349503522,9,24,"male","wheat",1,37
145.007384898268,9,25,"male","wheat",1,38
154.970519868177,9,26,"male","wheat",1,37
165.714401794515,9,27,"male","wheat",1,37
177.219037711097,9,28,"male","wheat",1,37
189.891223868231,9,29,"male","wheat",1,37
203.537510026445,9,30,"male","wheat",1,37
16.1105740452929,10,1,"female","corn",1,37
18.4279104784594,10,2,"female","corn",1,38
20.6038002175148,10,3,"female","corn",1,38
23.9103692950319,10,4,"female","corn",1,37
27.1744840722995,10,5,"female","corn",1,37
30.6901205606068,10,6,"female","corn",1,37
34.7128831913169,10,7,"female","corn",1,37
38.5413728858975,10,8,"female","corn",1,37
42.6015151816097,10,9,"female","corn",1,37
46.5239478002007,10,10,"female","corn",1,37
50.8672974912474,10,11,"female","corn",1,37
55.0542961925677,10,12,"female","corn",1,37
59.9480013013877,10,13,"female","corn",1,37
64.1428749649951,10,14,"female","corn",1,37
67.9804462546394,10,15,"female","corn",1,36
73.0603548110263,10,16,"female","corn",1,37
78.3822132884548,10,17,"female","corn",1,37
83.908145388469,10,18,"female","corn",1,37
89.635756921735,10,19,"female","corn",1,37
95.518891479392,10,20,"female","corn",1,37
100.78632963436,10,21,"female","corn",1,38
107.786413987953,10,22,"female","corn",1,37
114.05327231617,10,23,"female","corn",1,36
122.097337274307,10,24,"female","corn",1,37
129.8219530667,10,25,"female","corn",1,38
139.080509193068,10,26,"female","corn",1,37
149.372514235962,10,27,"female","corn",1,37
160.034320165184,10,28,"female","corn",1,37
171.841808010635,10,29,"female","corn",1,37
185.160096006979,10,30,"female","corn",1,37
17.2986523871205,11,1,"female","wheat",1,37
19.9586592786029,11,2,"female","wheat",1,38
22.5494679124496,11,3,"female","wheat",1,38
26.3610230868333,11,4,"female","wheat",1,37
29.9282078466317,11,5,"female","wheat",1,37
34.0319788467045,11,6,"female","wheat",1,37
38.2053608041767,11,7,"female","wheat",1,37
42.1669105676913,11,8,"female","wheat",1,37
46.2577704148718,11,9,"female","wheat",1,37
50.4123259712909,11,10,"female","wheat",1,37
54.7206918299139,11,11,"female","wheat",1,37
59.4984718019339,11,12,"female","wheat",1,37
64.4406568724207,11,13,"female","wheat",1,37
69.2837837044395,11,14,"female","wheat",1,37
73.2219329753678,11,15,"female","wheat",1,36
78.6650622799885,11,16,"female","wheat",1,37
84.0971339466102,11,17,"female","wheat",1,37
90.4759536003992,11,18,"female","wheat",1,37
96.7221194827729,11,19,"female","wheat",1,37
103.419492949874,11,20,"female","wheat",1,37
109.824254930432,11,21,"female","wheat",1,38
117.085319301034,11,22,"female","wheat",1,37
123.858563182979,11,23,"female","wheat",1,36
131.781843402424,11,24,"female","wheat",1,37
139.892899182643,11,25,"female","wheat",1,38
149.593835201587,11,26,"female","wheat",1,37
160.375536461694,11,27,"female","wheat",1,37
171.785084997373,11,28,"female","wheat",1,37
183.973618583499,11,29,"female","wheat",1,37
197.461043468408,11,30,"female","wheat",1,37
21.3135359848293,12,1,"female","corn",2,37
24.6619784832082,12,2,"female","corn",2,37
28.0406857770015,12,3,"female","corn",2,37
30.6259054645624,12,4,"female","corn",2,38
33.4403404651664,12,5,"female","corn",2,38
35.3344153867544,12,6,"female","corn",2,40
37.9126739110244,12,7,"female","corn",2,35
41.6655881027368,12,8,"female","corn",2,37
44.3756331995187,12,9,"female","corn",2,38
46.9834218494596,12,10,"female","corn",2,39
49.8941877559683,12,11,"female","corn",2,38
53.3963988354853,12,12,"female","corn",2,36
56.5740244833452,12,13,"female","corn",2,35
61.045516106191,12,14,"female","corn",2,37
64.1733828106599,12,15,"female","corn",2,39
67.3952301620785,12,16,"female","corn",2,34
72.1166011113189,12,17,"female","corn",2,36
76.2753257732917,12,18,"female","corn",2,39
82.5545858457049,12,19,"female","corn",2,37
87.3981545585019,12,20,"female","corn",2,38
91.9123097759378,12,21,"female","corn",2,34
98.5115165775765,12,22,"female","corn",2,37
104.676402960137,12,23,"female","corn",2,36
111.130732189867,12,24,"female","corn",2,36
118.502027455901,12,25,"female","corn",2,38
126.215819504505,12,26,"female","corn",2,38
135.118090132299,12,27,"female","corn",2,38
143.987700397986,12,28,"female","corn",2,40
154.695768191642,12,29,"female","corn",2,36
166.186225623499,12,30,"female","corn",2,38
19.7470039849358,13,1,"female","wheat",1,37
22.4655597474372,13,2,"female","wheat",1,38
25.1232602650056,13,3,"female","wheat",1,38
28.8127580986979,13,4,"female","wheat",1,37
32.867988680929,13,5,"female","wheat",1,37
36.8569458177755,13,6,"female","wheat",1,37
40.6143871691112,13,7,"female","wheat",1,37
44.7817115953129,13,8,"female","wheat",1,37
49.0434320762054,13,9,"female","wheat",1,37
53.2569190315225,13,10,"female","wheat",1,37
57.8827388385428,13,11,"female","wheat",1,37
62.6273873086963,13,12,"female","wheat",1,37
67.380843277876,13,13,"female","wheat",1,37
72.241360790282,13,14,"female","wheat",1,37
76.2328766275327,13,15,"female","wheat",1,36
81.4697224317535,13,16,"female","wheat",1,37
87.1718463573685,13,17,"female","wheat",1,37
93.397133494076,13,18,"female","wheat",1,37
99.8940281409212,13,19,"female","wheat",1,37
106.447858146269,13,20,"female","wheat",1,37
112.227291977467,13,21,"female","wheat",1,38
119.658300662541,13,22,"female","wheat",1,37
126.572104814211,13,23,"female","wheat",1,36
134.977687251574,13,24,"female","wheat",1,37
143.071503909941,13,25,"female","wheat",1,38
153.211124387929,13,26,"female","wheat",1,37
164.259715054295,13,27,"female","wheat",1,37
175.59391240156,13,28,"female","wheat",1,37
188.205499395647,13,29,"female","wheat",1,37
201.91632382647,13,30,"female","wheat",1,37
14.7534175988093,14,1,"female","wheat",2,37
18.3476523115848,14,2,"female","wheat",2,37
21.5708371464345,14,3,"female","wheat",2,37
24.2468245893505,14,4,"female","wheat",2,38
27.1488726266916,14,5,"female","wheat",2,38
29.2631100060225,14,6,"female","wheat",2,40
31.8865206871829,14,7,"female","wheat",2,35
35.9332122068347,14,8,"female","wheat",2,37
39.1647567196516,14,9,"female","wheat",2,38
41.9587600771548,14,10,"female","wheat",2,39
45.1660085738117,14,11,"female","wheat",2,38
48.6345821744291,14,12,"female","wheat",2,36
51.6059731288415,14,13,"female","wheat",2,35
56.246448431235,14,14,"female","wheat",2,37
59.3990165925552,14,15,"female","wheat",2,39
62.8318756321241,14,16,"female","wheat",2,34
67.1995340801113,14,17,"female","wheat",2,36
71.2882167514316,14,18,"female","wheat",2,39
77.6802870039636,14,19,"female","wheat",2,37
83.1305044892637,14,20,"female","wheat",2,38
88.2229765563632,14,21,"female","wheat",2,34
95.1366793337374,14,22,"female","wheat",2,37
101.626847169601,14,23,"female","wheat",2,36
108.480994206116,14,24,"female","wheat",2,36
116.064885987154,14,25,"female","wheat",2,38
124.033238391979,14,26,"female","wheat",2,38
133.104097208284,14,27,"female","wheat",2,38
142.004973347756,14,28,"female","wheat",2,40
152.600709538659,14,29,"female","wheat",2,36
164.552002659657,14,30,"female","wheat",2,38
17.414058436302,15,1,"female","wheat",2,37
20.9937093887874,15,2,"female","wheat",2,37
24.5373501205328,15,3,"female","wheat",2,37
27.5861975253945,15,4,"female","wheat",2,38
30.3817349947456,15,5,"female","wheat",2,38
32.7010152109518,15,6,"female","wheat",2,40
35.1756198528413,15,7,"female","wheat",2,35
39.3433328329582,15,8,"female","wheat",2,37
42.2082129031134,15,9,"female","wheat",2,38
45.2413331494253,15,10,"female","wheat",2,39
48.7197149448401,15,11,"female","wheat",2,38
52.6457994117161,15,12,"female","wheat",2,36
55.929124669551,15,13,"female","wheat",2,35
60.9558054825892,15,14,"female","wheat",2,37
64.284707141766,15,15,"female","wheat",2,39
67.9811257074414,15,16,"female","wheat",2,34
72.6417898362055,15,17,"female","wheat",2,36
76.9426951066407,15,18,"female","wheat",2,39
83.0607326777484,15,19,"female","wheat",2,37
88.395679125853,15,20,"female","wheat",2,38
93.1881318999462,15,21,"female","wheat",2,34
100.659475344522,15,22,"female","wheat",2,37
107.535229088154,15,23,"female","wheat",2,36
114.703426389451,15,24,"female","wheat",2,36
122.274385296649,15,25,"female","wheat",2,38
130.53402882089,15,26,"female","wheat",2,38
139.74812572721,15,27,"female","wheat",2,38
149.119046944035,15,28,"female","wheat",2,40
159.77990986964,15,29,"female","wheat",2,36
171.716800830717,15,30,"female","wheat",2,38
17.7709662069344,16,1,"female","corn",2,37
21.2366782672953,16,2,"female","corn",2,37
24.7996913848186,16,3,"female","corn",2,37
27.2512400371646,16,4,"female","corn",2,38
29.7506946032209,16,5,"female","corn",2,38
31.5896041799789,16,6,"female","corn",2,40
33.2331412381298,16,7,"female","corn",2,35
37.5595166228965,16,8,"female","corn",2,37
40.511248257557,16,9,"female","corn",2,38
42.6641495331557,16,10,"female","corn",2,39
45.4690397698006,16,11,"female","corn",2,38
48.5484429333198,16,12,"female","corn",2,36
50.9448658136097,16,13,"female","corn",2,35
55.5958808276598,16,14,"female","corn",2,37
59.1280075111499,16,15,"female","corn",2,39
62.5197253880789,16,16,"female","corn",2,34
65.9508152826098,16,17,"female","corn",2,36
69.7634567712948,16,18,"female","corn",2,39
75.3205124363193,16,19,"female","corn",2,37
80.3746210924696,16,20,"female","corn",2,38
85.134955263719,16,21,"female","corn",2,34
91.6684576722973,16,22,"female","corn",2,37
97.7816435205842,16,23,"female","corn",2,36
104.439039897001,16,24,"female","corn",2,36
111.703475401553,16,25,"female","corn",2,38
119.980201110462,16,26,"female","corn",2,38
128.671287350635,16,27,"female","corn",2,38
137.507041780556,16,28,"female","corn",2,40
147.387957040756,16,29,"female","corn",2,36
158.894239758531,16,30,"female","corn",2,38
17.6298585429095,17,1,"male","corn",2,37
21.2665183066667,17,2,"male","corn",2,37
25.0087379912837,17,3,"male","corn",2,37
27.420137010823,17,4,"male","corn",2,38
30.1769981074334,17,5,"male","corn",2,38
32.0617233213238,17,6,"male","corn",2,40
34.2886643002481,17,7,"male","corn",2,35
38.2155929530196,17,8,"male","corn",2,37
41.4169223237551,17,9,"male","corn",2,38
43.9098305681343,17,10,"male","corn",2,39
46.9494263986121,17,11,"male","corn",2,38
50.2011412359611,17,12,"male","corn",2,36
53.4026082452417,17,13,"male","corn",2,35
57.8943926227325,17,14,"male","corn",2,37
60.8607305231379,17,15,"male","corn",2,39
64.451720339478,17,16,"male","corn",2,34
68.8031857874882,17,17,"male","corn",2,36
72.8644557487407,17,18,"male","corn",2,39
78.7503652594759,17,19,"male","corn",2,37
83.8665284419896,17,20,"male","corn",2,38
88.590945900956,17,21,"male","corn",2,34
95.8149754117891,17,22,"male","corn",2,37
102.03447756272,17,23,"male","corn",2,36
108.836303417855,17,24,"male","corn",2,36
116.185997673411,17,25,"male","corn",2,38
124.298495580782,17,26,"male","corn",2,38
133.066035305788,17,27,"male","corn",2,38
141.669265675829,17,28,"male","corn",2,40
152.131703338411,17,29,"male","corn",2,36
163.770270118759,17,30,"male","corn",2,38
23.9183725700165,18,1,"male","wheat",2,37
27.3891597347106,18,2,"male","wheat",2,37
31.4858542338657,18,3,"male","wheat",2,37
34.538757724332,18,4,"male","wheat",2,38
37.7137061862359,18,5,"male","wheat",2,38
39.9293655132911,18,6,"male","wheat",2,40
42.7223027699002,18,7,"male","wheat",2,35
47.0944801193012,18,8,"male","wheat",2,37
50.5428059271527,18,9,"male","wheat",2,38
53.0629221701805,18,10,"male","wheat",2,39
56.7071418307489,18,11,"male","wheat",2,38
60.6750102355637,18,12,"male","wheat",2,36
63.7956931791978,18,13,"male","wheat",2,35
68.8989354671749,18,14,"male","wheat",2,37
72.7439289249898,18,15,"male","wheat",2,39
76.5905621028684,18,16,"male","wheat",2,34
81.4745605264048,18,17,"male","wheat",2,36
86.0845910744403,18,18,"male","wheat",2,39
92.3185523337908,18,19,"male","wheat",2,37
98.0469874104031,18,20,"male","wheat",2,38
103.250088676648,18,21,"male","wheat",2,34
110.520387573651,18,22,"male","wheat",2,37
117.156511106493,18,23,"male","wheat",2,36
124.78897246979,18,24,"male","wheat",2,36
133.153898170665,18,25,"male","wheat",2,38
141.881311721578,18,26,"male","wheat",2,38
151.454358626847,18,27,"male","wheat",2,38
160.940708289481,18,28,"male","wheat",2,40
172.397858523421,18,29,"male","wheat",2,36
185.082437491596,18,30,"male","wheat",2,38
16.8459678105277,19,1,"female","wheat",1,37
19.6502966360272,19,2,"female","wheat",1,38
22.5562639184312,19,3,"female","wheat",1,38
25.7410320212688,19,4,"female","wheat",1,37
29.8086972557068,19,5,"female","wheat",1,37
33.5628291344565,19,6,"female","wheat",1,37
37.415022199995,19,7,"female","wheat",1,37
41.3110876100546,19,8,"female","wheat",1,37
45.2973788089284,19,9,"female","wheat",1,37
49.4819400368702,19,10,"female","wheat",1,37
53.9678830777636,19,11,"female","wheat",1,37
58.5967226977426,19,12,"female","wheat",1,37
63.325041451192,19,13,"female","wheat",1,37
68.4045289900381,19,14,"female","wheat",1,37
72.85488345947,19,15,"female","wheat",1,36
77.886183894433,19,16,"female","wheat",1,37
83.2115014601298,19,17,"female","wheat",1,37
89.1466778477584,19,18,"female","wheat",1,37
95.2378560202089,19,19,"female","wheat",1,37
101.663288322057,19,20,"female","wheat",1,37
107.493821124823,19,21,"female","wheat",1,38
115.287157068712,19,22,"female","wheat",1,37
121.92490490535,19,23,"female","wheat",1,36
129.802870895693,19,24,"female","wheat",1,37
137.860721496101,19,25,"female","wheat",1,38
147.729993513247,19,26,"female","wheat",1,37
157.938557421141,19,27,"female","wheat",1,37
168.83439112383,19,28,"female","wheat",1,37
181.47821108409,19,29,"female","wheat",1,37
195.222209544418,19,30,"female","wheat",1,37
13.3609820278054,20,1,"male","corn",2,37
16.7142989971356,20,2,"male","corn",2,37
20.3024135453398,20,3,"male","corn",2,37
22.6541654852319,20,4,"male","corn",2,38
25.2637605567815,20,5,"male","corn",2,38
27.42263166487,20,6,"male","corn",2,40
29.7667133266551,20,7,"male","corn",2,35
33.7299418720409,20,8,"male","corn",2,37
36.5230302942572,20,9,"male","corn",2,38
38.6425467902971,20,10,"male","corn",2,39
41.7463937582279,20,11,"male","corn",2,38
44.8554427237363,20,12,"male","corn",2,36
47.7700910071552,20,13,"male","corn",2,35
52.4544236288918,20,14,"male","corn",2,37
55.5082727452997,20,15,"male","corn",2,39
58.4553991486444,20,16,"male","corn",2,34
62.475002486827,20,17,"male","corn",2,36
65.901908440915,20,18,"male","corn",2,39
71.6692009036641,20,19,"male","corn",2,37
76.8378527967486,20,20,"male","corn",2,38
81.2431637880034,20,21,"male","corn",2,34
87.7594151401689,20,22,"male","corn",2,37
93.9089915302946,20,23,"male","corn",2,36
100.130393966509,20,24,"male","corn",2,36
107.43934330259,20,25,"male","corn",2,38
115.168467855496,20,26,"male","corn",2,38
123.353611509458,20,27,"male","corn",2,38
131.777367000087,20,28,"male","corn",2,40
141.86468462215,20,29,"male","corn",2,36
153.060072628872,20,30,"male","corn",2,38
15.9144370423786,21,1,"female","corn",1,37
18.1678904673258,21,2,"female","corn",1,38
20.4234295317119,21,3,"female","corn",1,38
23.7106800191298,21,4,"female","corn",1,37
27.2417672197776,21,5,"female","corn",1,37
30.7865913880065,21,6,"female","corn",1,37
34.5226687127756,21,7,"female","corn",1,37
38.2057332986493,21,8,"female","corn",1,37
42.119418041521,21,9,"female","corn",1,37
45.9315835623638,21,10,"female","corn",1,37
50.0174554301269,21,11,"female","corn",1,37
54.2767446535133,21,12,"female","corn",1,37
58.4316164840035,21,13,"female","corn",1,37
63.0437488253693,21,14,"female","corn",1,37
66.8624364632947,21,15,"female","corn",1,36
71.9428780179846,21,16,"female","corn",1,37
77.2300057471322,21,17,"female","corn",1,37
83.0013756482122,21,18,"female","corn",1,37
89.1657056708288,21,19,"female","corn",1,37
95.1786171192273,21,20,"female","corn",1,37
100.955570466963,21,21,"female","corn",1,38
108.419352264093,21,22,"female","corn",1,37
114.956064917809,21,23,"female","corn",1,36
122.820363433434,21,24,"female","corn",1,37
130.47638640739,21,25,"female","corn",1,38
139.438943767158,21,26,"female","corn",1,37
149.277153706535,21,27,"female","corn",1,37
160.403417942813,21,28,"female","corn",1,37
