"sample","likelihood","codon1","codon2","codon3"
42000,-4923.179471,1.53980209800395,0.546132414609911,8.991435528
43000,-4936.401733,3.67706649698131,0.1319939525297,9.371092144
44000,-4922.863663,1.43630606617963,0.674305767293075,10.38483997
45000,-4932.719299,1.82037335890918,0.217463278604939,10.60513648
46000,-4923.381317,3.64169552731074,0.342021841329892,9.121520627
47000,-4927.963318,1.76301013541373,0.354504190371632,6.62485322
48000,-4924.362515,1.33153477391405,0.546417656272457,8.26666245
49000,-4928.536496,0.835489359737467,0.381926290524865,8.034793435
50000,-4925.089221,2.62388279601181,0.797692546698338,7.642487207
51000,-4921.573641,2.9788407276515,0.457838977996567,9.018214654
52000,-4922.987704,4.5012272540446,0.643198155295168,8.809193941
53000,-4926.849281,0.986294068168515,0.546039159807695,7.862414485
54000,-4924.046898,3.23514242827386,0.624023840672305,7.571888199
55000,-4929.234226,3.21813444077299,0.184652729936743,7.136855004
56000,-4923.454729,1.80955049357999,0.414034323424654,8.627654719
57000,-4929.417103,3.67924350506628,0.511477690095528,10.64858157
58000,-4926.260129,1.08067752492628,0.425207586559015,8.665642187
59000,-4936.162717,2.31813551271499,0.603575715371446,10.74929387
60000,-4924.430647,4.17393200446321,0.727323295537501,10.61990957
61000,-4927.881822,2.31978121011248,0.474153991310648,8.362996454
62000,-4927.628122,1.88639117451333,0.810941654346887,7.455560632
63000,-4934.700158,3.02826235152308,0.153224197419701,8.521517274
64000,-4921.4626,3.45318600038708,0.341061710222934,7.946133752
65000,-4931.558285,2.56456486935626,1.02264798874049,8.304445607
66000,-4931.16389,0.406142662630294,0.297181656402839,10.49265121
67000,-4929.147384,4.11863011258543,0.727998691305316,8.648567887
68000,-4923.99952,2.03380247100299,0.215429547904404,9.240064791
69000,-4918.841911,2.03517181973343,0.323916086067298,8.798409425
70000,-4929.197919,1.89243088998865,0.221847623802942,9.246394881
71000,-4922.877262,2.57329136662818,0.507234036833306,9.247110274
72000,-4924.882269,1.64629233373396,0.367189446682469,8.307835426
73000,-4919.777638,0.366737418221765,0.916920984741533,10.39720656
74000,-4925.88155,1.88062315003689,-0.137828997497519,9.773042375
75000,-4924.419382,2.83966822382689,0.384575615691953,12.30245873
76000,-4933.191112,2.15548474055936,0.52027547088451,9.484520819
77000,-4928.270699,1.37529234056916,0.262049873229096,9.733903631
78000,-4929.045959,4.35330606049515,0.162089760223008,9.560690569
79000,-4925.552652,4.67859531311876,0.501045804609784,8.878108998
80000,-4929.556431,3.25869249393554,0.273491780797702,9.416105492
81000,-4925.787107,1.79275693458099,0.321274339322104,8.111616346
82000,-4930.531625,2.95830013055784,0.44450241773522,11.43109555
83000,-4921.107765,2.32683993764625,0.607393425939238,9.502780666
84000,-4940.244873,3.35038026697036,0.599958627841721,8.63808067
85000,-4933.982174,1.06304932662449,0.568843335319511,11.98115365
86000,-4925.189709,4.73318359445512,0.380303727874986,8.835338
87000,-4930.902608,3.98780003307268,0.679327393895691,10.4785656
88000,-4926.255497,3.67995854855693,0.211181057450784,7.65255261
89000,-4922.172445,1.94257385890599,0.595364777741087,8.27209978
90000,-4931.5128,2.93206031371308,0.254802921909832,9.212029
91000,-4929.796196,4.54617126767792,0.665856628281001,7.776766729
92000,-4927.795635,2.12720135390339,1.03372010585168,11.24505023
93000,-4930.679313,2.82871750878932,0.567991928051643,7.145524682
94000,-4927.550578,1.35653947815986,0.642643954323457,10.41830077
95000,-4922.769917,1.81144221468637,0.584480030164431,9.336494327
96000,-4928.302496,2.0381657360052,0.514451112695772,11.85509904
97000,-4925.74358,4.14667728752577,0.49581173030012,7.514314498
98000,-4932.134446,0.556547811469293,0.823882607331168,9.362218582
99000,-4922.136705,1.01184358289593,0.277321805145252,9.360656757
1e+05,-4941.093169,2.16938737326957,0.13638990199524,11.17695158
101000,-4927.601823,0.95584538546193,0.523209746857998,9.369974273
102000,-4929.751498,4.91305612408537,0.610847183984871,8.642830438
103000,-4929.641475,2.38793467471884,0.498172648690019,10.48662144
104000,-4923.285475,3.57960519519864,0.816257029500476,10.27157412
105000,-4924.265138,1.67945787756029,0.364082040190907,10.71128881
106000,-4933.844624,2.82740459895131,0.516275284015011,10.75797074
107000,-4926.853431,2.46936501396825,0.385185443940052,8.12534251
108000,-4926.627298,0.676936280253626,0.44464445311308,9.805148254
109000,-4931.212456,1.41071017079052,0.623397498354504,9.052904513
110000,-4934.75307,1.80160257600776,0.8118015139957,8.412255734
111000,-4943.257634,1.41891853900784,0.689324078973427,8.047594436
112000,-4927.439268,2.19724526920331,0.943062586664544,9.957562948
113000,-4930.116177,1.00006757932935,0.163975660329604,10.25570245
114000,-4922.374227,3.09286505288399,0.447339733811267,9.033251398
115000,-4921.425583,2.39248087535974,0.358696070889365,9.11408166
116000,-4929.844833,2.94042940041172,0.866981701092092,9.883237477
117000,-4922.328806,1.83172852386182,0.594428011367746,8.169935343
118000,-4926.177241,1.41302358759673,0.663414519547984,9.182316325
119000,-4926.257341,2.67977769373103,0.398837282181843,8.447110676
120000,-4920.075248,0.662733097794757,0.572882292634987,9.270346976
121000,-4928.49972,3.72728842200664,0.625071569573476,8.97101107
122000,-4925.164284,0.39870984024653,0.67450754108062,8.512160815
123000,-4920.557385,2.34797699256549,0.613818200989833,9.428665271
124000,-4923.818275,2.16439416822046,0.564308887369543,8.797490501
125000,-4923.84566,4.24396515714497,0.738052153773823,9.774528951
126000,-4932.419825,3.60471878313418,0.468244327571637,9.740120977
127000,-4925.170281,2.71455558667927,0.33257613516846,8.163293933
128000,-4930.868157,2.53488492601207,1.27982852494522,12.13375461
129000,-4926.388095,2.47128483939167,0.434741582002556,9.193869889
130000,-4923.376432,3.60557750528966,0.59182724594425,8.949847446
131000,-4920.697439,1.41521513591276,0.722090164370422,8.582272712
132000,-4925.011044,5.59754115497848,0.422560250274832,7.716964951
133000,-4927.759041,1.42255954186873,0.365257304634014,9.23264934
134000,-4920.804837,1.95847302266737,0.567832177919181,7.398674886
135000,-4932.542517,2.40769314681071,0.548151627227688,11.11301751
136000,-4932.833763,1.45419814251253,0.400908409175547,8.029613614
137000,-4926.038822,1.88706910089782,0.387274477180647,9.01021026
138000,-4928.230055,2.99357953956894,0.462334192012299,10.66684621
139000,-4930.078027,2.94443854053671,0.560980964891296,8.540576701
140000,-4929.74849,3.34101099080457,0.5557179358025,10.59338837
141000,-4929.231224,1.69125305658013,0.290844941306754,7.539922445
142000,-4929.793222,3.4984565365034,0.776847973150581,9.288165281
143000,-4923.9729,2.8307378173174,0.520711329300458,9.755257231
144000,-4922.297839,4.02455032439274,0.639431061281713,9.007306914
145000,-4932.764466,1.15351878577922,0.477589166269434,10.18811775
146000,-4927.996844,0.853293530679845,0.49171195891607,9.598719648
147000,-4923.65604,1.83556689181002,0.802078058303079,9.267568716
148000,-4925.785802,1.8966723103442,0.538384993932447,10.19827268
149000,-4929.612195,3.07566733335195,0.172894110644102,7.915457253
150000,-4921.300785,1.57434323880905,0.323058518481149,8.618596458
151000,-4922.542707,2.29223991928323,0.391532044101704,9.748686975
152000,-4930.683427,1.2009656578322,0.478673444966997,9.007260889
153000,-4927.912652,0.418393282473437,0.939444738323538,10.9123213
154000,-4936.057793,2.70059885278116,0.640802673641233,11.02631098
155000,-4925.113119,3.90905846069987,0.36174237296455,9.088794294
156000,-4927.116423,3.28185473144569,0.320201222193662,7.309839074
157000,-4926.001993,4.54103847507257,0.807533387744224,10.43740744
158000,-4929.806877,3.80175649985653,0.730638647574255,9.971692283
159000,-4930.250883,2.57301490280211,0.757902949161313,10.0433388
160000,-4931.795749,3.73793258568727,0.247432885178616,7.956280255
161000,-4928.519795,2.10310386524293,0.489662782015141,8.978952821
162000,-4927.853961,2.17655221164158,0.702669385203585,9.666339858
163000,-4927.590999,2.77069957121386,0.734968028037854,10.22948892
164000,-4928.029742,2.87010426431474,0.333550058282934,9.356891706
165000,-4926.504918,2.7313955724843,0.130443342947432,7.406353851
166000,-4927.787155,2.21971851666938,0.791719957884757,10.09510995
167000,-4930.963185,2.13882601931353,0.53689866291328,10.52507346
168000,-4925.580585,2.8481330014627,0.786287136622864,10.74689561
169000,-4931.133217,2.1444857597025,0.977166740164042,8.31556979
170000,-4929.921386,2.05874189715639,0.645888411054368,8.529090455
171000,-4928.10549,2.09072896379347,0.640620503126552,10.75930529
172000,-4924.080695,3.23150710350923,0.510373851795093,10.12557855
173000,-4929.350515,2.47640433230351,0.836351652028625,9.777694214
174000,-4928.198248,2.95559433115355,0.781989661482133,9.509894751
175000,-4931.490871,3.11828092786418,0.314208881010614,9.367565085
176000,-4933.357207,2.17925388509437,0.24358793404822,10.01907029
177000,-4924.240212,3.87806707627929,0.501628938000903,8.500966909
178000,-4928.053317,2.98379229462393,0.326562820556772,8.451566916
179000,-4927.859979,2.15209591685898,0.484205216402045,9.466093666
180000,-4924.99327,1.68609245609859,0.688802594557521,8.847174206
181000,-4920.412377,-0.10150298940456,0.741091087949889,8.040049959
182000,-4926.497487,2.8764288763348,0.844035686042741,7.837867243
183000,-4932.664079,3.79739335703032,0.88149196433288,11.2073688
184000,-4929.230163,2.44298022235268,0.359643857370725,8.749727532
185000,-4920.764874,3.10450255418684,0.594945411504169,10.86920531
186000,-4922.337254,2.57362750374637,0.704475729537119,9.354364116
187000,-4928.65008,3.2692794070404,0.659656227459007,9.194022361
188000,-4924.199453,2.96561494067001,0.968561280851435,11.04962011
189000,-4929.647883,2.92977303885073,0.981425287708994,9.034212969
190000,-4922.633479,2.53496838951092,0.00874977129834936,7.280896768
191000,-4935.706478,4.07445202112209,0.721925024116032,8.975994626
192000,-4933.191437,1.91721139199958,0.497864694664556,10.39122598
193000,-4935.056818,4.13027173452935,0.739046037344611,9.980282007
194000,-4934.684077,2.76460652092563,0.901267017265356,9.124967805
195000,-4930.603048,1.45350239131462,0.482723095927039,10.92329524
196000,-4933.433142,4.05302709441386,0.268946286347053,9.282835495
197000,-4932.703354,2.45436830087325,0.610406438405294,9.248227345
198000,-4920.263433,2.60294592279051,0.604835353087766,9.29219339
199000,-4925.366538,3.17622857496602,0.380003181704846,9.945026841
2e+05,-4929.883215,2.97256034738304,0.531962673611644,8.574226031
201000,-4935.861357,2.54735352955083,0.478459634681835,7.141688848
202000,-4929.68274,1.83177494676056,0.689450541718628,10.22333245
203000,-4922.347188,2.4287884342981,0.378018650693074,9.785074019
204000,-4927.663927,1.00403537845045,0.428562856671021,10.11855882
205000,-4933.10548,2.16794962825699,0.697029851503959,11.25972261
206000,-4923.192961,2.73447385488111,0.354225083935231,8.984980796
207000,-4922.34524,1.33207465028583,0.60584789195392,8.973475235
208000,-4927.998908,3.34603571507545,0.775137946533161,9.304683649
209000,-4928.34534,3.50915627000844,0.689619891318256,9.761513326
210000,-4927.295704,2.05483424397776,0.735873159416907,8.514975616
211000,-4921.608924,3.41557177706039,0.585429825710602,10.08440218
212000,-4925.078421,3.48541888363854,0.693582607232254,10.01812497
213000,-4925.847244,4.56365645055654,0.690609285994983,12.23899152
214000,-4923.327384,1.67320313139187,0.541110137762305,7.212000003
215000,-4931.8314,3.50138688262123,0.355447423654681,8.762469371
216000,-4938.364035,3.41121784212787,0.753963026551726,11.69620374
217000,-4931.340708,4.1191861221164,0.601678366201957,12.17285965
218000,-4932.223832,0.863267214069661,0.330459651505623,8.448850051
219000,-4926.091537,2.79943306378946,0.64342123550424,9.703163424
220000,-4925.470162,1.31273490395452,0.402338886348904,9.666740692
221000,-4927.719419,2.85107376924023,0.536651353801606,8.318232327
222000,-4924.482913,4.26148288077012,0.288057124160836,9.803902983
223000,-4926.106726,1.14321270703117,0.506669841438469,8.521462757
224000,-4925.249272,2.17072174803424,0.11074179669548,7.689497099
225000,-4918.834871,2.78236948333905,0.531921469341851,9.323156907
226000,-4930.728487,3.59622467013133,0.509279556454078,8.045338601
227000,-4924.178681,3.65856114471791,0.469385067326767,8.877290634
228000,-4925.990402,1.42677168003907,0.562150631243259,8.078353725
229000,-4928.099711,1.2161266564596,0.316027912959364,8.924423345
230000,-4925.508252,1.78589375332826,0.728198499992104,10.23779888
231000,-4928.697371,3.19976962432249,0.401270696724645,11.81382044
232000,-4930.953967,2.24835844765327,0.488524302807406,8.345224191
233000,-4931.423529,4.94847911794162,0.416432068436263,8.944792265
234000,-4924.482388,1.60407062043479,0.551067672732333,11.27179108
235000,-4926.33731,2.87392858261386,0.390594972882149,8.128439715
236000,-4927.229749,1.4682572858549,0.392130763855347,10.05123734
237000,-4928.231322,-0.738072920711162,0.635631699493751,8.404083719
238000,-4931.05565,2.89177488833136,0.349798955176462,7.512588681
239000,-4926.806482,3.24092433186688,0.988942408140811,7.804525098
240000,-4926.537182,1.41441632198315,0.634975502362332,9.171338935
241000,-4930.769634,-0.0629601515310326,0.645222342998654,8.702283173
242000,-4926.878575,2.92034877068579,0.614069599363166,8.898264963
243000,-4926.096632,3.06980426982307,0.367876343284137,8.395614127
244000,-4922.986818,2.84012524812418,0.911766476246923,11.31692989
245000,-4928.474164,1.64819780016246,0.581073242938642,9.045727455
246000,-4929.982187,2.78928458207936,0.698237794085126,8.272735486
247000,-4928.452009,2.74495456743128,0.645769708034703,9.854796089
248000,-4928.258743,2.57442145003452,0.114244113926049,7.745742973
249000,-4924.433959,2.3197119358276,0.632793930087874,8.313707618
250000,-4926.95976,1.58615302555271,0.768076489869264,7.662012988
251000,-4929.483947,3.73302505373761,0.255810762902747,8.13444352
252000,-4929.743412,3.12361183752137,0.814611907566557,9.732140208
253000,-4928.367128,2.43381564208441,0.273140291296226,7.593520582
254000,-4930.040972,1.36863617376634,0.317897483211473,8.221870102
255000,-4919.827739,2.14575656539769,0.176991253506654,8.79048403
256000,-4931.869951,2.52448333772854,0.505969721372047,9.441407802
257000,-4927.318215,2.7268106865761,0.752626094696028,10.60754887
258000,-4919.707983,2.78160130356624,0.414674020206671,10.16055598
259000,-4929.021389,3.27503041572221,0.588677225111622,9.727396421
260000,-4933.433282,1.92558163020381,0.237470464415155,9.522997582
261000,-4926.524057,2.63915845639679,0.61031016446569,9.110493456
262000,-4924.676832,2.68907121943346,0.247183145584336,8.070544708
263000,-4921.377446,2.45372808598269,0.494488806191383,11.37773578
264000,-4931.845292,3.38401780074618,0.406489591273147,10.238217
265000,-4925.129703,2.87480371409862,0.514565869930908,10.70141126
266000,-4929.298721,3.25828133110181,0.45690034950288,11.50593595
267000,-4934.544222,4.86304187852213,0.524484106202782,10.84728875
268000,-4923.47814,2.1952761483623,-0.0167715404507304,8.986883595
269000,-4923.733764,3.1212594760201,0.786416577078552,10.34477568
270000,-4931.459727,0.417914066651985,0.385289369726529,8.985318749
271000,-4929.924391,4.31655077559058,0.0952725492495323,9.141923036
272000,-4923.242037,2.66499702593589,0.759425221086408,8.720688984
273000,-4928.586314,2.05935613285887,0.356998161100746,8.249289893
274000,-4926.477452,2.18694362506447,0.723233603202604,9.32750364
275000,-4927.828035,2.63980882341625,0.366804734273231,8.162506549
276000,-4924.919205,3.72383266276053,0.525060786654774,11.176479
277000,-4925.431876,1.37642926394873,0.707580706671151,9.531142836
278000,-4930.734949,1.21697471330331,0.432579613358609,10.20474593
279000,-4927.045233,0.771194657350158,0.410800221476668,10.05703709
280000,-4929.30886,3.21126441416196,0.6211069663457,10.72111076
281000,-4929.118957,3.24875324877056,0.391963764769782,7.478538869
282000,-4942.199468,1.34006080636136,0.702583119067447,12.52601928
283000,-4932.9502,1.51150102513438,1.082187274078,7.499681732
284000,-4930.980338,2.63704142332816,0.448476073726613,7.958953894
285000,-4936.696578,2.245442882967,0.27309819472503,7.63911003
286000,-4933.625099,2.87243345060287,0.375579255060886,6.841627825
287000,-4927.928404,1.3025149984145,0.689857333486116,9.85877028
288000,-4925.578791,0.604330113184728,0.410292665150012,8.309465424
289000,-4924.604361,0.640694318680326,0.718416306844093,9.481896439
290000,-4936.352631,0.771756979403827,0.656670566376364,7.421602522
291000,-4925.467922,3.05025074783347,0.212171331816966,8.620379945
292000,-4924.896118,3.20542804255176,0.668936565537282,9.29957183
293000,-4928.042357,1.91993298204382,0.401343259984173,10.25097344
294000,-4924.19322,1.45238608057896,0.543210642390918,8.034504031
295000,-4925.075932,2.85627681089636,0.780741137211669,9.671616678
296000,-4925.571943,1.36494967926339,0.634868908070228,11.06150557
297000,-4936.912559,4.42581580489127,1.07764367609734,11.54564191
298000,-4929.537171,2.70074630500509,0.459449808777373,10.22166439
299000,-4927.63533,1.98666684217596,0.348741210041796,10.57726028
3e+05,-4928.483165,2.4639264401113,0.529673650815365,8.074413609
301000,-4927.367728,2.62050864106854,0.150741455143036,8.421591158
302000,-4929.764985,2.06700493206688,-0.144656542085516,10.26976206
303000,-4923.86569,2.32153035895193,0.538708499530597,10.81492538
304000,-4932.394152,3.17702027181443,0.761365421498467,10.54197255
305000,-4929.739967,3.68836058816223,0.580998728448984,9.604840688
306000,-4926.077727,2.86131087269099,0.757742581594165,10.84099385
307000,-4929.790602,2.52585445372664,0.811511817612651,8.736485081
308000,-4926.839718,0.486822553279466,0.697489640465768,11.54902258
309000,-4932.102152,2.63857609337774,0.670290882412046,9.615092897
310000,-4931.873556,1.44651535197461,0.440807879202413,8.63288871
311000,-4930.808352,1.76925175938891,0.754361199329118,10.09612247
312000,-4928.465245,2.43716985071955,0.654329402555271,9.838114874
313000,-4935.253165,1.31501803712654,0.264306487497323,8.660222642
314000,-4925.989938,1.65678659453634,0.598792758526362,9.663430016
315000,-4933.222859,2.60893081420221,0.102767654804377,9.956609965
316000,-4931.856878,3.82800046504368,0.451651047610127,9.742131493
317000,-4924.729181,3.06605710320438,0.352722068652115,7.081109844
318000,-4932.655074,1.22260638349025,0.1439894438181,9.432571019
319000,-4939.76287,1.15683347554072,0.427321014446885,10.37828163
320000,-4931.511593,4.17677176871579,0.88186224497886,9.894677245
321000,-4930.853357,3.27061009620221,0.416475314898933,11.38101582
322000,-4921.827533,2.54191906714984,0.31983669966646,9.156843627
323000,-4927.131667,3.02440886410427,0.720478221765351,9.443225052
324000,-4924.630558,2.06663390198377,0.346985824386376,7.03173515
325000,-4928.142221,3.17566389719584,0.632932888117739,9.016349312
326000,-4932.338534,2.56177031415366,0.0266207505137885,12.61636035
327000,-4933.062264,3.22266395069901,0.21426652146836,9.958561297
328000,-4935.006128,1.52415282085898,0.814115370002784,8.910412245
329000,-4924.080433,1.30555756555695,0.619881477729208,7.594651929
330000,-4923.300679,3.85728882718825,0.682605364605736,8.3714024
331000,-4925.810553,2.61868954201087,0.647643468037091,10.01631687
332000,-4924.627773,3.06011253538141,0.293575739249767,8.2047325
333000,-4926.771487,3.03913821010255,0.939409136889601,8.743423341
334000,-4927.358094,0.890095418010591,0.588853853317183,8.363444117
335000,-4928.024383,2.71222126615195,0.665728047946072,8.865127818
336000,-4929.21486,2.90696321268555,0.5372582459583,10.48703489
337000,-4929.831432,2.11061648902519,0.761688082904742,9.660131565
338000,-4925.549447,2.24063183279794,0.519040677626737,9.334625318
339000,-4929.768461,2.36293871625489,0.197257983654733,9.453693509
340000,-4923.549042,1.46426188413134,0.805916944991445,9.987595128
341000,-4934.376065,2.47203247199129,0.348887496661062,8.178491179
342000,-4921.358014,2.95071040902352,0.490705151789266,7.968111231
343000,-4925.207765,2.59328473148982,0.402656367040827,10.19467588
344000,-4930.797351,1.46196257635888,0.714984552700118,7.427069988
345000,-4924.852836,3.92485291124699,0.382691901575858,8.731635791
346000,-4928.31818,3.51306263302404,0.381396425674927,8.889299523
347000,-4925.121492,2.76148149641812,0.562215292135498,8.368163222
348000,-4929.617359,2.33932632630214,0.542553444346031,7.878272704
349000,-4927.095919,2.35528540239773,0.400601686614072,10.7877459
350000,-4928.816799,3.38429705051782,0.144172071217395,9.323447705
351000,-4938.004888,2.36637300160607,0.957127010669052,14.65978141
352000,-4932.494582,2.39517149877923,0.378710215277542,10.63203112
353000,-4924.815171,2.11070734885413,0.20799780353456,10.88848473
354000,-4926.345968,2.03416084035259,0.443574694692987,8.648809807
355000,-4925.710023,1.97561669514659,0.0741127502452932,8.177530558
356000,-4926.509008,2.5555700847831,1.01005660709501,10.52871428
357000,-4925.331432,3.17994800809723,0.517170460323525,9.545051334
358000,-4923.503893,1.62938976840068,0.43161852987091,8.10984523
359000,-4923.197054,1.83853246382779,-0.0186352987930888,7.512315704
360000,-4928.246465,2.37764852155981,0.442763092823722,8.262226958
361000,-4926.906937,2.74529141469123,0.563782852367505,8.199289515
362000,-4932.587403,2.80842470379699,0.28719255424412,12.56781964
363000,-4932.873218,3.29620414248917,0.659350803703055,9.699244979
364000,-4927.378471,1.18992988091979,0.861887561030549,7.995946553
365000,-4932.963044,2.43444194887158,0.795299564545701,8.391242701
366000,-4928.108532,1.90879648482701,0.715872171875456,10.47507899
367000,-4929.675337,1.70364474275868,0.942829843216122,10.21877891
368000,-4929.902861,3.4367162133013,0.464135449599445,9.091241721
369000,-4931.075881,1.32254303283219,0.65665245402754,9.751683406
370000,-4932.380734,3.5210872807429,0.666438265024709,10.34081332
371000,-4924.42469,2.86110627590404,1.06348286087796,8.100095227
372000,-4925.785925,3.62927034771464,0.910378658899218,10.06995056
373000,-4928.133135,1.64459378975304,0.202530365601022,9.023555386
374000,-4929.884645,1.84835894570899,0.389184220542231,10.53864558
375000,-4922.559193,1.60551926494571,0.0888413371303523,9.09055155
376000,-4926.470758,2.61063198293231,1.00587792464264,9.111195988
377000,-4935.125612,4.93086560023713,0.977920097165289,9.209097708
378000,-4931.101646,2.28567050787347,0.479953121578623,9.158481221
379000,-4937.450614,0.363593324169973,0.741136652112943,9.470350771
380000,-4929.70346,2.89000784515561,0.361570038666969,7.348761141
381000,-4929.152596,1.58508915230832,0.863359072802747,8.644444409
382000,-4922.009978,2.92174120706604,0.493174392338086,8.4464606
383000,-4928.145493,2.17231243826896,0.428938978961098,10.21661047
384000,-4925.148358,1.21682958384133,0.0290926944163188,8.618861278
385000,-4929.019332,1.02291252276562,0.586382315579153,10.32977003
386000,-4933.270417,2.83605129789378,0.371762933836368,9.945843493
387000,-4932.424729,2.49920611744703,0.479479714090746,10.74175047
388000,-4926.625254,0.413222971662692,0.532465790227096,8.559432905
389000,-4927.997121,2.17404885908146,0.601655156386933,9.083435761
390000,-4927.596315,3.46411777778511,0.922906441695433,10.40070145
391000,-4933.247854,2.42547993552989,0.582028300733126,10.33688035
392000,-4931.555384,2.08992023625325,0.409671479961229,9.521220169
393000,-4933.95319,1.45937966237682,0.537605589639646,8.984498621
394000,-4926.955806,2.42744380657174,0.67886188262212,8.896421581
395000,-4917.922386,3.26892633631311,0.192601454405328,9.176538928
396000,-4923.817868,2.27266907444947,0.324085471489337,9.544529294
397000,-4925.317566,2.46021653689304,0.803648908892719,11.00738372
398000,-4926.02529,0.780199817024668,0.550689185354996,7.507467164
399000,-4925.387077,1.98072061911395,0.91097905703901,9.961739465
4e+05,-4925.493673,0.713519810371841,0.80004250296709,9.297560836
401000,-4929.85349,2.23146363539028,0.970969707850407,11.0249144
402000,-4932.758315,3.32590507821023,0.520205012951061,9.199569881
403000,-4927.265477,2.348564754956,0.12708458376751,7.497654908
404000,-4928.235181,2.94240862277449,0.558590588748909,10.73167989
405000,-4932.532938,2.51806848297914,0.879580361617184,12.17889735
406000,-4924.470898,1.82178807940832,0.791756481827005,9.150368677
407000,-4926.451414,2.25102341275323,0.4675717113564,9.145681426
408000,-4924.59443,3.81519569318723,0.448695329156848,9.931356166
409000,-4928.014721,3.65573360413838,0.06778920107939,9.180326293
410000,-4928.206225,3.02609711817188,0.975883865522366,10.89064207
411000,-4921.095607,2.26666512774662,0.942368611434546,9.223417915
412000,-4934.355434,2.80269243634991,1.00706860825366,12.63724488
413000,-4929.560733,0.778105878150823,0.150827205382671,9.354532353
414000,-4923.378042,3.3804646837362,0.393194624355358,9.730864472
415000,-4925.430157,2.34742533580089,0.65409308637952,8.971101386
416000,-4936.133197,2.3557341102268,0.470903423966566,10.12620086
417000,-4927.469048,2.62680353475855,0.318316680052052,9.52862634
418000,-4931.354677,1.66160044177079,0.552399063216467,7.421499384
419000,-4926.189648,2.45043190031185,0.490270088340528,10.43265685
420000,-4933.900497,4.21843170203268,0.539435385578408,8.855922317
421000,-4934.13023,2.22271983745707,0.533592546466668,8.651617303
422000,-4927.4734,3.2112466803326,0.787916640284662,8.50364149
423000,-4929.843892,2.29579681721216,0.562419055601609,8.594156906
424000,-4931.318564,1.45894349504985,0.346294182561913,8.964461017
425000,-4930.430207,1.69670160528245,0.71407960348187,9.197386231
426000,-4929.685304,2.15934793603927,0.641737690227194,7.819091707
427000,-4925.296306,1.67681908583004,0.434768028362443,9.102828569
428000,-4928.461296,1.7489213735888,0.816980481333827,7.613974191
429000,-4925.822423,2.64475297569807,0.908114861756484,12.48363014
430000,-4927.378921,1.81865212513319,0.584385893638049,8.525031919
431000,-4927.050508,2.95343419363552,0.359000046709896,9.573724967
432000,-4927.064574,1.34333646131855,0.334471800979689,8.40333282
433000,-4931.136794,0.5785794389668,0.516661945439726,9.897779991
434000,-4928.010134,0.457962684891763,0.730255781878168,8.256538533
435000,-4925.237452,4.6491267294409,0.61592295988728,9.817434117
