"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
"12","99000","-395454.69146785786","-5255.382245316037","-390199.3092225418","289.8453391513225","289.584475772545","235.28876188682435","270.5609492610418","219.02707714438074","140.2336693274127","137.24976478485524","117.25408767456946","0.018249004117347634","0.006319506621888251","1.2336786256314094","0.3792539418944124","0.11321199225693859","0.21778955488090898","0.28974451096773995","4.476385935558697","0.17731878259211378","0.28345270810866313","0.1944593443195935","0.3447691649796296","3.1424399505986034","0.23565748760911587","0.2568024537922616","0.22776413687036395","0.27977592172825855","1.7298393924700517","0.21041201214161118","0.28400322727176364","0.13833896009156857","0.36724580049505673","9.080551634046418E-4","0.7607582768667189","8.122743628123817E-4","0.7858075627027037","0.13582947258203967","-70450.44689759544","-62736.126683690585","-20917.754519527196","-236094.9811217286","-5211.620243310816"
"13","109000","-394668.6944426807","-5250.943085319344","-389417.7513573613","289.3568707247274","288.80843136015665","234.65822211609628","269.8358851417572","218.44011633121494","139.85786342407513","137.3802584111118","116.93986371858288","0.01855001096287448","0.008616283929840306","1.2336786256314094","0.3860133302506406","0.09863683127829971","0.22560532750331966","0.28974451096773995","5.4436053524520425","0.1542518930222095","0.30737482315921244","0.18758870582197126","0.3507845779966069","3.1063827468218532","0.23565748760911587","0.2660160317266378","0.23172371913310172","0.26660276153114454","1.7298393924700517","0.21828602762310959","0.2748861850830142","0.12343925136223423","0.38338853593164207","9.244506046607567E-4","0.776016506846328","8.259949522118596E-4","0.8165989495646284","0.12064902094470192","-70290.83063294747","-62708.83476499146","-20895.077554570336","-235523.00840485204","-5206.428844730491"
"14","119000","-393526.40295283694","-5251.924076929729","-388274.47887590725","289.0988648646075","288.7872336787726","234.64099889929778","269.8160799889359","218.42408347522917","139.84759827214054","137.3701751080291","116.93128067978269","0.01776628439888145","0.06406741565457386","1.2534763328956353","0.41472333111189474","0.0861264211350369","0.2094057367853283","0.28974451096773995","7.147252539752383","0.11375451128867167","0.32470224394161523","0.15114853162936986","0.4103947131403433","3.0467406653048266","0.252944432389306","0.2506121112016358","0.22984069487791356","0.26660276153114454","1.8298383775496736","0.23042774980686898","0.2595889332459982","0.10796270838423704","0.4020206085628959","9.5069375057939E-4","0.77016999289115","8.508276052336593E-4","0.804183125606704","0.12231162681258105","-69982.04117523105","-62738.97178640211","-20938.47490770969","-234614.99100656438","-5206.842749387767"
"15","129000","-392404.91570666863","-5239.847994438342","-387165.06771223026","288.5573838770899","287.3148503148435","238.53620553345948","271.13196392917473","219.48933037829818","140.52963030171722","138.0401248282231","117.50155059981263","0.0179948508411507","0.009651424970643863","1.3706922191350266","0.42952653402024343","0.07132321822668823","0.20415983804314708","0.2949904097099212","8.011378678150233","0.10449764446971252","0.36346278851294","0.12139678035636822","0.41064278666097936","3.307143415105429","0.2543339344651245","0.25712980693449167","0.22801845953850802","0.26051779906187567","1.8298383775496736","0.20237093058479858","0.24714550128652724","0.09626674557873002","0.4542168225499443","9.512408204516731E-4","0.7654511492263074","8.478747652158166E-4","0.7967995424490122","0.11377355383461672","-69763.32339742","-62479.53352116876","-20946.89687544461","-233975.31391819692","-5204.091583270292"
"16","139000","-391915.633113492","-5230.519854276373","-386685.1132592156","291.5639092553786","286.007410651799","237.45073537469517","269.89816524744384","218.49053391568165","139.8901436469616","137.41196678454986","118.21601077047012","0.018757647917370997","0.008400313211211615","1.4925532908680677","0.45261318594640937","0.05693215659594723","0.16672117849076273","0.3237334789668806","8.615901175949674","0.10449764446971252","0.38076478763272315","0.10409478123658511","0.41064278666097936","2.8693708562706894","0.24270760439117883","0.26492488877357845","0.22801845953850802","0.2643490472967345","1.804393926020437","0.19120103193264737","0.2514891243685857","0.10265101662232436","0.4546588270764427","9.742623198623104E-4","0.7840581204718025","8.600788981067926E-4","0.8235427400822174","0.11914092950349363","-69627.999616035","-62379.664855180425","-20914.41171350813","-233763.03707449205","-5200.884325599028"
"17","149000","-391589.2564152207","-5230.121934816336","-386359.1344804043","295.14497264078005","286.91289996096606","238.20249597364477","270.7526532575215","219.1822671898787","140.3330308757976","137.8470081934121","118.5902784640277","0.018082075451111946","0.023355842640936115","1.4934095677426915","0.4660971345114507","0.05957107512322918","0.15158041212408993","0.32275137824123007","8.694834619594014","0.11721469521245918","0.4059033214120824","0.06623919671447916","0.41064278666097936","2.8693708562706894","0.23668130700455842","0.26492488877357845","0.23010552659394065","0.2682882776279223","1.804393926020437","0.1934256187776377","0.2498941855093539","0.10202136863656584","0.4546588270764427","9.747866897085568E-4","0.777551065546075","8.56979908541725E-4","0.8113581318540629","0.10713898495599478","-69573.89719823732","-62395.064491333644","-20868.42689468086","-233521.74589615245","-5201.292482399054"
"18","159000","-391381.7402650246","-5232.103156662712","-386149.63710836193","288.04951496654905","286.39511468711436","237.77261727308226","270.2640320183509","218.78671386949566","140.0797750032582","137.59823879023529","118.37626124898097","0.01965315445626301","0.003013865526835116","1.445502600084194","0.49238742957415527","0.05957107512322918","0.1675147369313203","0.2805267583712951","8.694834619594014","0.09575369965248295","0.4239642699611882","0.06573644725433796","0.41454558313199097","3.2574968685121837","0.2364410734267274","0.26492488877357845","0.23010552659394065","0.26852851120575333","1.804393926020437","0.1934256187776377","0.2455381926409287","0.10202136863656584","0.45901481994486787","9.961696513871448E-4","0.7893579735015341","8.759602985180876E-4","0.8217152120735014","0.1263123969674244","-69526.1141768562","-62405.92024765775","-20902.63851957402","-233314.96416427393","-5201.405824571132"
"19","169000","-391246.0344690315","-5235.686761178142","-386010.3477078533","292.8513424728438","287.2474222816231","238.48022503967914","271.06833375116287","219.43781987042118","140.4966503267173","138.0077290988951","118.72854723885283","0.018297362584953344","0.0017505412585451356","1.445502600084194","0.49238742957415527","0.06086640199270557","0.16142486596768088","0.28532130246545817","9.496629637676122","0.09575369965248295","0.41462810624823854","0.05856556946069729","0.4310526246385813","3.2574968685121837","0.2364410734267274","0.26492488877357845","0.22471293821176017","0.2739210995879338","1.778465420773318","0.18658280045388317","0.2513450620732933","0.10202136863656584","0.4600507688362578","9.835084569752694E-4","0.7782280902757281","8.669026840336289E-4","0.8095035269141704","0.1065182859612429","-69429.72058460716","-62637.40612676136","-20887.400473130387","-233055.82052335443","-5205.342801495037"
"20","179000","-390983.120475736","-5233.122539954975","-385749.997935781","289.2993740937676","284.4201079834789","238.5000812216044","271.09090326252687","219.456090556269","140.50834826539673","138.01921980667024","118.73843273620714","0.01895535861311232","0.038741213194708635","1.4544750019609491","0.49238742957415527","0.06086640199270557","0.16142486596768088","0.28532130246545817","10.361267774788592","0.0881253854044641","0.40019506037856994","0.05856556946069729","0.45311398475626874","3.1656189207191567","0.23018980545078627","0.27055250926439556","0.2238451019151041","0.27541258336971397","1.827877055314162","0.1667185336496631","0.2356419377336104","0.10202136863656584","0.4956181599801608","9.959361162705745E-4","0.7886624479948454","8.649876351482874E-4","0.8232229970040227","0.12697680974021372","-69305.35201250596","-62777.011398964576","-20874.629308461685","-232793.00521584877","-5203.808261029112"
"21","189000","-390916.6318849546","-5232.254546127423","-385684.3773388271","287.4467573790824","284.61667278103937","238.1291884009371","270.6693282707982","219.11481315283103","140.28984294100218","136.15864532380567","118.5537819301631","0.018589858306353475","0.006433544732170717","1.4456115442838082","0.49238742957415527","0.06086640199270557","0.16142486596768088","0.28532130246545817","10.283093615674405","0.08745787745241375","0.4057451394526721","0.05856556946069729","0.4482314136342169","3.1656189207191567","0.23318822898212144","0.25596976694359785","0.24014883174021276","0.27069317233406787","1.7115525316998381","0.15257558397102128","0.23846841753604903","0.0991948888341272","0.5097611096588026","9.982916180012109E-4","0.7864052255911845","8.644473606215709E-4","0.8184030756399183","0.12647692949752315","-69230.12431005639","-62901.94704943101","-20860.457712393312","-232691.84826694644","-5201.553344749272"
"22","199000","-390899.10015728953","-5237.124066290266","-385661.97609099926","295.74050090092135","286.4828036999053","237.23881392098644","270.87152033353084","220.00457769509717","140.8595211206419","136.7115478546246","119.03519598882578","0.01784784673779275","0.011034180391314154","1.4698835345140238","0.49238742957415527","0.06086640199270557","0.16121451784409738","0.2855316505890417","10.429397497652777","0.08252124920849481","0.41068176769659104","0.05856556946069729","0.4482314136342169","3.0972957585671934","0.23322651184746182","0.26849114028553195","0.2279139989320998","0.2703683489349064","1.7115525316998381","0.15257558397102128","0.23846841753604903","0.09552030635792935","0.5134356921350005","9.808536237095647E-4","0.7766946673958917","8.556190531967786E-4","0.8086719669181408","0.11720397648531679","-69166.44998221174","-62904.855484957676","-20896.8509483724","-232693.8196754575","-5209.919584452845"
"23","209000","-390877.5820566907","-5229.851834865309","-385647.7302218254","289.71574377683777","285.4602191775262","237.13996187153518","269.90465942366444","218.6864525106389","140.66634001821288","136.2235635461037","118.61030644060688","0.018589364597472232","0.007255898702666645","1.4807967546545788","0.49238742957415527","0.06086640199270557","0.1594316731256085","0.28731449530753056","10.429397497652777","0.08252124920849481","0.41068176769659104","0.05856556946069729","0.4482314136342169","3.281710550742194","0.2308804471249938","0.271276694166488","0.22512844505114377","0.2727144136573744","1.7115525316998381","0.16193894559405314","0.2267412573514751","0.09788410491947142","0.5134356921350005","9.82859849301408E-4","0.7704922888294241","8.54841645377711E-4","0.8072151801303137","0.11427340133512873","-69187.71842013122","-62885.762484162246","-20891.67281571741","-232682.57650181456","-5199.939230317369"
"24","219000","-390843.4310009221","-5231.830071629015","-385611.6009292931","295.4161268149298","285.3248955987424","237.0275447074008","269.77671002129637","218.5827833077267","140.59965656718583","138.07849724985422","118.55407874206998","0.018699220331143362","2.684710500003644E-4","1.4807967546545788","0.49238742957415527","0.06086640199270557","0.1594316731256085","0.28731449530753056","10.429397497652777","0.08252124920849481","0.41068176769659104","0.05856556946069729","0.4482314136342169","3.2282421028681423","0.2336175941319292","0.271276694166488","0.22208779499515288","0.2730179167064299","1.7849497429700028","0.15845589737291324","0.22810590942427827","0.10000250106780814","0.5134356921350005","9.93567453501299E-4","0.7852487344983157","8.593385609876502E-4","0.8207286645935125","0.10854317143493997","-69219.2294720097","-62936.30112142529","-20912.91880617269","-232543.15152968545","-5203.701097402774"
"25","229000","-390765.4310935714","-5236.305908585313","-385529.1251849861","298.71964648354077","286.11172978018385","237.29579210186716","270.520667313758","221.11965654255738","140.98738514395038","140.28277857171085","120.64654068385245","0.018495890146243317","2.9620249579488596E-4","1.4092942149373309","0.49190338343219453","0.06086640199270557","0.1594316731256085","0.2877985414494913","10.429397497652777","0.08291710957995269","0.41028590732513315","0.05856556946069729","0.4482314136342169","3.1812901539822023","0.2336175941319292","0.2686614132970328","0.22208779499515288","0.27563319757588506","1.7849497429700028","0.16081204938107882","0.20630248894861528","0.1002677210586977","0.5326177406116084","9.811204919849027E-4","0.7910440311217403","8.424972826425717E-4","0.8247415450959006","0.10392695008012659","-69205.39100040292","-62758.45312540101","-20867.758237849772","-232697.5228213324","-5207.751775574087"
"26","239000","-390734.2305392934","-5229.851463005456","-385504.3790762879","293.0215567840927","285.15441837466614","236.5018156772201","269.61552259827675","220.37980442480276","140.51565044109108","138.5763739682908","120.24286513541679","0.018485737585006795","0.0075043833526075195","1.5060190650667928","0.49190338343219453","0.06086640199270557","0.15798818115142713","0.28924203342367266","10.345281128409706","0.08291710957995269","0.40649304556905075","0.05856556946069729","0.4520242753902993","3.2237255773737723","0.2351601981136378","0.26885627528038897","0.22208779499515288","0.27389573161082026","1.7849497429700028","0.16081204938107882","0.20630248894861528","0.09415357436302686","0.5387318873072792","9.889724624059055E-4","0.7967360500681867","8.450041249469713E-4","0.8272000937038152","0.10446165462953323","-69172.36057048959","-62791.996950525165","-20888.032132482054","-232651.9894227911","-5204.51483977452"
"27","249000","-390693.03742766025","-5237.623186775465","-385455.4142408848","294.4205276533221","286.46240039876164","236.53321589215503","268.43711046343304","221.39067013154622","141.16018523711008","139.21201344793823","120.7944101790437","0.01860444026660501","0.01746392190305841","1.4726497858894663","0.49190338343219453","0.06115838834654134","0.15769619479759137","0.28924203342367266","10.16654308893897","0.08291710957995269","0.40649304556905075","0.05856556946069729","0.4520242753902993","3.2985973050130735","0.23569192313244477","0.26832455026158203","0.22607692399689647","0.2699066026090767","1.7976726126372626","0.16081204938107882","0.20630248894861528","0.09415357436302686","0.5387318873072792","9.930704599332978E-4","0.7974143623615254","8.398833374974292E-4","0.8312573548824101","0.10105364833707954","-69153.1914245662","-62843.718712837435","-20871.212562140347","-232587.29154134082","-5207.720903218733"
"28","259000","-390688.33360177616","-5238.4457325517715","-385449.8878692244","295.06943222252926","286.5171782445531","236.57844619116344","268.4884414814696","221.43300484622867","141.1871781368696","137.06676387284028","120.81750869935233","0.0185103917215187","0.015551147798660158","1.4592180225730598","0.48891614382283277","0.06115838834654134","0.1576140530705408","0.292311414760085","10.16654308893897","0.08291710957995269","0.40649304556905075","0.05856556946069729","0.4520242753902993","3.0837058036483604","0.2281652724957728","0.2788064208406164","0.2207796134131567","0.27224869325045403","1.8283458043960221","0.15026215628223039","0.21237628696381766","0.09415357436302686","0.5432079823909253","9.93689871448343E-4","0.7986098500058748","8.381472335297908E-4","0.8316496968849354","0.10093895439927676","-69134.9425369611","-62892.83809199963","-20836.041028290427","-232586.0662119733","-5210.052424529843"
"29","270000","-390599.6286673971","-5237.82431761789","-385361.8043497792","289.78419234031685","286.14431975107414","236.2705753557151","268.13904464453054","221.14484349723264","141.0034445162148","139.49358689392074","120.66028310277362","0.017891813802220276","0.004795512277666491","1.4592180225730598","0.48785394655059866","0.06115838834654134","0.1586762503427749","0.292311414760085","10.277778443471835","0.08291710957995269","0.406258819047744","0.05879979598200399","0.4520242753902993","3.1263462367246495","0.22619675488282012","0.2788064208406164","0.21819147942004347","0.27680534485652","1.7841838918078854","0.15256209949632044","0.2100763437497276","0.09415357436302686","0.5432079823909253","0.0010080300759986308","0.8146412883466544","8.422180525614252E-4","0.8519430273526103","0.09857547741477322","-69145.07663148826","-62782.6828382428","-20853.137045296862","-232580.9078347513","-5206.121262240492"
"30","280000","-390623.8408001146","-5235.4999735435085","-385388.3408265711","296.6934896005289","286.0200716569204","236.0302384479837","267.84228508100597","220.91989264261684","140.86001433332615","138.49383802742727","120.53754619707456","0.017736644591461143","9.773034377952505E-4","1.4661893277135436","0.48912285850041454","0.059978768152823846","0.1586762503427749","0.2922221230039866","10.134099131309458","0.08291710957995269","0.406258819047744","0.05879979598200399","0.4520242753902993","2.990106810027982","0.22619675488282012","0.2796394617473949","0.217358438513265","0.27680534485652","1.7841838918078854","0.15256209949632044","0.2100763437497276","0.09415357436302686","0.5432079823909253","0.0010053028281907807","0.807321513116709","8.42626980926672E-4","0.8463441394559645","0.11449051733986984","-69214.1658172856","-62713.33541846552","-20830.369281261417","-232630.47030955856","-5206.439885055396"
"31","290000","-390640.50397292874","-5231.47889989061","-385409.0250730382","296.51353865194636","285.62457815190675","235.70386825391927","267.4719268627738","220.61441623964177","138.35746626824718","138.30233603560228","120.37087322075145","0.019264203363026387","0.02941722320235844","1.467394002292036","0.48912285850041454","0.06098001804989661","0.15767500044570215","0.2922221230039866","9.93744133411135","0.08291710957995269","0.406258819047744","0.05879979598200399","0.4520242753902993","3.1808358992762398","0.2314433053579577","0.2702125578563073","0.2251909719081754","0.2731531648775596","1.7841838918078854","0.15256209949632044","0.2100763437497276","0.09415357436302686","0.5432079823909253","0.001008779832142418","0.8043478894935387","8.513843139938196E-4","0.8480769140042148","0.10898286448838451","-69283.778821999","-62704.815690071686","-20829.995179509628","-232590.43538145785","-5200.797331872649"
"32","300000","-390648.91272526444","-5235.728325406966","-385413.1843998575","299.39193553264533","284.5134070243215","237.18399022913124","270.27685693352345","221.12620558741804","139.22629344437848","139.214740252659","121.12675209515986","0.018268551281335","0.007357195517764351","1.4251755633203762","0.48795608818048714","0.06098001804989661","0.15884177076562958","0.2922221230039866","9.93744133411135","0.08571145295271364","0.40382095187602807","0.06123766315371994","0.44922993201753836","3.05211460530171","0.2350739360057738","0.27243724727690244","0.22493569108701078","0.26755312563031297","1.7841838918078854","0.15253352741631818","0.2100763437497276","0.09415357436302686","0.5432365544709276","9.75496693936071E-4","0.7847606366906229","8.284343509391773E-4","0.8253870223593603","0.09384069296961221","-69220.58148310934","-62639.06200107193","-20825.094425007854","-232728.4464906683","-5210.8027905426825"
"33","310000","-390589.1294429004","-5236.457242517896","-385352.67220038257","295.762137813135","284.63257517301406","237.28333450014728","270.39006211781384","221.21882407180814","139.28460823457638","138.45601292962652","120.90202643708832","0.018403384443327123","0.006530264479602991","1.4354017249555597","0.4993722002738928","0.06246807015869021","0.15884177076562958","0.27931795880178734","10.131937378796174","0.08571145295271364","0.40382095187602807","0.06123766315371994","0.44922993201753836","3.275428400870417","0.22813052394760283","0.2757904100101103","0.21897062209586698","0.2771084439464199","1.7841838918078854","0.14957399857593393","0.20699998438114373","0.0942913292483865","0.549134687794536","9.866987677364407E-4","0.7925144426033767","8.368837602652113E-4","0.8304124362929399","0.09725009796413756","-69181.00918483722","-62667.28497477384","-20833.79223363092","-232670.58580714057","-5212.087993817005"
"34","320000","-390567.51256119163","-5233.353349161688","-385334.15921202995","299.42407469998017","284.34392868400425","237.0427049750045","270.11585899104256","220.99448560024567","139.14335942243463","138.3156043977143","121.19452809351901","0.018666467655344986","0.018910316039840967","1.4706095669419599","0.4993722002738928","0.06246807015869021","0.15884177076562958","0.27931795880178734","10.389242395704212","0.08571145295271364","0.40382095187602807","0.06123766315371994","0.44922993201753836","3.04729514062442","0.2298118242788685","0.2741091096788446","0.21897062209586698","0.2771084439464199","1.7841838918078854","0.1475878545517596","0.20699998438114373","0.0942913292483865","0.5511208318187103","9.826462913889728E-4","0.7913475659546062","8.30793430186856E-4","0.819426664948673","0.107156881902931","-69191.82130231586","-62565.80888710997","-20793.91989585523","-232782.60912674887","-5209.411044038346"
"35","330000","-390484.60809763445","-5229.082016261573","-385255.52608137287","292.3629535300063","285.60864839073724","236.20839933453104","269.26390092949185","220.29745864940818","138.7044947544586","138.12777708613103","120.81227487961748","0.01871806158912987","0.011088089688052635","1.4427132864982524","0.4993722002738928","0.06246807015869021","0.15863926468414075","0.27952046488327614","10.258266265939113","0.08571145295271364","0.40382095187602807","0.06123766315371994","0.44922993201753836","3.091243009903417","0.22865366212516033","0.2812467335166441","0.2191597999039725","0.2709398044542231","1.7841838918078854","0.13842956137083842","0.20699998438114373","0.0942913292483865","0.5602791249996314","9.916325869713627E-4","0.7941168283596495","8.419787385989579E-4","0.8181143553947895","0.11146811053451633","-69215.97660905746","-62632.73993947862","-20809.6475398424","-232597.1619929944","-5203.2793751096015"
"36","340000","-390520.7407764151","-5229.697892740829","-385291.04288367426","293.98873090725823","284.8711973125312","237.04966668583154","270.222897008268","221.08205843526827","139.19849735235235","138.6197256768571","121.2425534928205","0.019190555885258347","0.001417403915553446","1.4427132864982524","0.4993722002738928","0.06246807015869021","0.15863926468414075","0.27952046488327614","10.258266265939113","0.08112300192736671","0.41073328043874974","0.06147683247239879","0.4466668851614848","3.467693403180739","0.23831234353370997","0.27046742950154","0.22061575202600983","0.2706044749387402","1.7354464195146422","0.13803283644411302","0.20654287111764028","0.09651516021559772","0.558909132222649","9.916785847418998E-4","0.7833645740991606","8.419126010795955E-4","0.8077250166412133","0.11854863304851757","-69104.83994343407","-62864.02056634957","-20827.49002712135","-232494.69234676927","-5205.081427792375"
