"","name","chrom.num"
"199","ADCAHA_Calathus_rotundatus",20
"200","POCECE_Callidium_violaceum",11
"201","POCHCH_Calligrapha_alni",12
"202","POCHCH_Calligrapha_alnicola",24
"203","POCHCH_Calligrapha_amator",12
"204","POCHCH_Calligrapha_apicalis",24
"205","POCHCH_Calligrapha_bidenticola",12
"206","POCHCH_Calligrapha_californica",12
"207","POCHCH_Calligrapha_confluens",12
"208","POCHCH_Calligrapha_fulvipes",12
"209","POCHCH_Calligrapha_multipunctata",12
"210","POCHCH_Calligrapha_philadelphica",12
"211","POCHCH_Calligrapha_polyspila",12
"212","POCHCH_Calligrapha_rowena",12
"213","POCHCH_Calligrapha_scalaris",17
"214","POCHCH_Calligrapha_vicina",24
"215","POCUEN_Callirhopalus_bifasciatus",22
"216","POCHBR_Callosobruchus_analis",10
"217","POCHBR_Callosobruchus_chinensis",10
"218","POCHBR_Callosobruchus_maculatus",10
"219","POCHBR_Callosobruchus_subinnotatus",10
"220","POLYLY_Calopteron_sp",16
"221","ADCACA_Calosoma_inquistor",14
"222","POCOCO_Calvia_quatuordecimguttata",10
"223","POCACA_Cantharis_fusca",8.5
"224","POCACA_Cantharis_livida",7
"225","POCACA_Cantharis_rufa",7
"226","POCACA_Cantharis_rustica",7
"227","POSCSC_Canthidium_sp",9
"228","POSCSC_Canthon_indigaceus",9
"229","POCHGA_Capraita_sp",11
"230","ADCACA_Carabus_auronitens",14.5
"231","ADCACA_Carabus_blaptoides",14
"232","ADCACA_Carabus_caelatus",14
"233","ADCACA_Carabus_cancellatus",14
"234","ADCACA_Carabus_creutzeri",13
"235","ADCACA_Carabus_fruhstorferi",14
"236","ADCACA_Carabus_granulatus",9
"237","ADCACA_Carabus_hispanus",14
"238","ADCACA_Carabus_hortensis",14
"239","ADCACA_Carabus_lineatus",14
"240","ADCACA_Carabus_melancholicus",14
"241","ADCACA_Carabus_monticola",14
"242","ADCACA_Carabus_nemoralis",14.5
"243","ADCACA_Carabus_problematicus",14
"244","ADCACA_Carabus_punctatoauratus",14
"245","ADCACA_Carabus_rutilans",15
"246","ADCACA_Carabus_solieri",14
"247","ADCACA_Carabus_splendens",14.5
"248","ADCACA_Carabus_violaceus",14
"249","POELCA_Cardiophorus_sp",10.5
"250","ADCASC_Carenum_interruptum",12
"251","ADCAHA_Carterus_fulvipes",29
"252","ADCAHA_Carterus_rotundicollis_M",29
"253","POCHCA_Cassida_fuscorufa",9
"254","POCHCA_Cassida_rubiginosa",9
"255","POBUBU_Castiarina_adelaidae",11
"256","POBUBU_Castiarina_rufipennis",11
"257","POCUEN_Centricnemus_leucogrammus",11
"258","POBRAP_Ceratapion_penetrans",11
"259","POCHGA_Cerotoma_sp",14
"260","POSCCE_Cetonia_aurata",10
"261","POCHGA_Chaetocnema_chlorophana",10
"262","POCHGA_Chaetocnema_concinna",11
"263","POELAG_Chalcolepidius_sp",4
"264","POCHEU_Chalcophana_sp",13
"265","POCHCA_Chalepus_sp",8.5
"266","POCHCA_Charidotella_sexpunctata",11
"267","POCACH_Chauliognathus_expansus",7
"268","POCACH_Chauliognathus_fallax",7
"269","POCACH_Chauliognathus_flavipes",7
"270","POCACH_Chauliognathus_lineatus",7
"271","POCACH_Chauliognathus_octamaculatus_M",7
"272","POCACH_Chauliognathus_riograndensis",7
"273","POCACH_Chauliognathus_tetrapunctatus",7
"274","POSCSC_Cheironitis_sp",10
"275","POCHCA_Chelymorpha_sp",11
"276","POCOCH_Chilocorus_bipustulatus",11
"277","POCOCH_Chilocorus_renipustulatus",10
"278","POCOCH_Chilocorus_stigma",12
"279","POSCCH_Chiron_sp",10
"280","ADCAHA_Chlaenius_sp",19
"281","POCHCH_Chlamisus_sp",10
"282","POCUEN_Chlorophanus_sp",11
"283","POCECE_Chlorophorus_sp",10
"284","POCOCO_Chnoodes_sp",9
"285","POBUBU_Chrysobothris_sp",8
"286","POCHCH_Chrysolina_affinis",12
"287","POCHCH_Chrysolina_americana",12
"288","POCHCH_Chrysolina_aurichalcea",21.5
"289","POCHCH_Chrysolina_bicolor",12
"290","POCHCH_Chrysolina_carnifex",20
"291","POCHCH_Chrysolina_cerealis",12
"292","POCHCH_Chrysolina_coerulans",12
"293","POCHCH_Chrysolina_colasi",12
"294","POCHCH_Chrysolina_curvilinea",20
"295","POCHCH_Chrysolina_diluta",18
"296","POCHCH_Chrysolina_fastuosa",12
"297","POCHCH_Chrysolina_femoralis",12
"298","POCHCH_Chrysolina_gemina",12
"299","POCHCH_Chrysolina_geminata",19
"300","POCHCH_Chrysolina_graminis",12
"301","POCHCH_Chrysolina_grossa",12
"302","POCHCH_Chrysolina_haemoptera",20
"303","POCHCH_Chrysolina_herbacea",12
"304","POCHCH_Chrysolina_lucida",12
"305","POCHCH_Chrysolina_marginata",20
"306","POCHCH_Chrysolina_obsoleta",12
"307","POCHCH_Chrysolina_peregrina",23
"308","POCHCH_Chrysolina_polita",12
"309","POCHCH_Chrysolina_timarchoides",24
"310","POCHCH_Chrysolina_varians",16
"311","POCHCH_Chrysolina_viridana",12
"312","POCHCH_Chrysomela_interrupta",17
"313","POCHCH_Chrysomela_lapponica",17
"314","POCHCH_Chrysomela_mainensis",17
"315","POCHCH_Chrysomela_populi",17
"316","POCHCH_Chrysomela_schaefferi",17
"317","POCHCH_Chrysomela_tremulae",17
"318","ADCACI_Cicindela_aurulenta",12
"319","ADCACI_Cicindela_dorsalis",11
"320","ADCACI_Cicindela_hybrida",11
"321","ADCACI_Cicindela_marutha",12
"322","ADCACI_Cicindela_punctulata",11
"323","ADCACI_Cicindela_repanda",11
"324","ADCACI_Cicindela_sedecimpunctata",11
"325","ADCACI_Cicindela_sexguttata",12
"326","ADCACI_Cicindela_splendida",12
"327","ADCACI_Cicindela_tranquebarica",11
"328","POCUCU_Cionus_sp",20.5
"329","POCICI_Cis_sp",7
"330","POCUCL_Cleonus_sp",14
"331","ADCASC_Clivina_sp",17.5
"332","POCECE_Clytus_arietis",10
"333","POCOCO_Coccinella_septempunctata",10
"334","POCOCO_Coelophora_sp",10
"335","POCHEU_Colaspis_sp",11
"336","POCHEU_Colasposoma_auripenne",8
"337","POCOCO_Coleomegilla_maculata",10
"338","ADCAHA_Colliuris_pennsylvanica",9
"339","ADDYCO_Colymbetes_paykulli",18
"340","ADDYCO_Colymbetes_striatus",21
"341","POCHBR_Conicobruchus",8
"342","POSCSC_Copris_lugubris",7
"343","POSCSC_Copris_sinicus",7
"344","POSCSC_Coprophanaeus_sp",10
"345","POCHCL_Coptocephala_sp",12
"346","POCHCA_Coptocycla_adamantina",9
"347","POCUDR_Cosmopolites_sordidus",15
"348","ADCAHA_Craspedophorus_sp",6
"349","POSCCE_Cremastocheilus_sp",10
"350","POCHCR_Crioceris_asparagi",8
"351","POCHCR_Crioceris_paracenthesis",8
"352","POCUSC_Cryphalus_abietis",13
"353","POCHCR_Cryptocephalus_venustus",15
"354","POCOSC_Cryptognatha_sp",7
"355","POCOOR_Cryptolaemus_montrouzieri",11
"356","POLALA_Cryptolestes_sp",9.5
"357","POCUSC_Crypturgus_pusillus",13
"358","ADCACI_Ctenostoma_sp",9
"359","POCUCU_Curculio_dentipes",13
"360","POCUCU_Curculio_distinguendus",13
"361","POCUCU_Curculio_nucum_M",13
"362","POCOCH_Curinus_coeruleus",8
"363","ADDYDY_Cybister_japonicus",22
"364","ADDYDY_Cybister_lateralimarginalis",11
"365","ADDYDY_Cybister_sugillatus",22
"366","ADDYDY_Cybister_tripunctatus",22
"367","ADCACA_Cychrus_caraboides",12
"368","POSCDY_Cyclocephala_sp",10
"369","POCOCO_Cycloneda_sanguinea",10
"370","POBRBR_Cylas_formicarius",11
"371","ADCACI_Cylindera_cognata",11
"372","ADCAHA_Cymindis_sp",17
"373","POCECE_Cyrtoclytus_sp",10
"374","POCHCH_Cyrtonus_arcasi",20
"375","POCHCH_Cyrtonus_contractus",14
"376","POCHCH_Cyrtonus_cupreovirens",14
"377","POCHCH_Cyrtonus_cylindricus",14
"378","POCHCH_Cyrtonus_dufouri",14
"379","POCHCH_Cyrtonus_elegans",14
"380","POCHCH_Cyrtonus_fairmairei",20
"381","POCHCH_Cyrtonus_majoricensis",14
"382","POCHCH_Cyrtonus_pardoi",23
"383","POCHCH_Cyrtonus_plumbeus",14
"384","POCHCH_Cyrtonus_puncticeps",20
"385","POCHCH_Cyrtonus_rotundatus",14
"386","POCHCH_Cyrtonus_ruficornis",14
"387","POCHCA_Dactylispa_sp",8
"388","POCHCA_Deloyala_guttata",9.5
"389","POSCSC_Deltochilum_amazonicum",7
"390","ADCAHA_Demetrias_atricapillus",18
"391","POCUSC_Dendroctonus_adjunctus",7
"392","POCUSC_Dendroctonus_approximatus",6
"393","POCUSC_Dendroctonus_brevicomis",6
"394","POCUSC_Dendroctonus_frontalis",8
"395","POCUSC_Dendroctonus_jeffreyi",12
"396","POCUSC_Dendroctonus_murrayanae",15
"397","POCUSC_Dendroctonus_ponderosae",12
"398","POCUSC_Dendroctonus_pseudotsugae",15
"399","POCUSC_Dendroctonus_punctatus",16
"400","POCUSC_Dendroctonus_rufipennis",15
"401","POCUSC_Dendroctonus_simplex",15
"402","POCUSC_Dendroctonus_terebrans",13
"403","POCUSC_Dendroctonus_valens",14
"404","POATRH_Deporaus_sp",13
"405","PODEDE_Dermestes_maculatus",9
"406","PODEDE_Dermestes_peruvianus",9
"407","POCHCH_Desmogramma_sp",12
"408","POCHGA_Diabrotica_adelpha",10
"409","POCHGA_Diabrotica_balteata",10
"410","POCHGA_Diabrotica_cristata",10
"411","POCHGA_Diabrotica_limitata",10
"412","POCHGA_Diabrotica_longicornis",10
"413","POCHGA_Diabrotica_nummularis",10
"414","POCHGA_Diabrotica_porracea",10
"415","POCHGA_Diabrotica_scutellata",10
"416","POCHGA_Diabrotica_sexmaculata",10
"417","POCHGA_Diabrotica_speciosa",11
"418","POCHGA_Diabrotica_tibialis",10
"419","POCHGA_Diabrotica_undecimpunctata",10
"420","POTEDI_Diaperis_boleti",7
"421","POCHGA_Dibolia_sp",18
"422","POCHCA_Dicladispa_testacea",8
"423","ADCAHA_Dicrochile_sp",28
"424","POSCSC_Digitonthophagus_gazella",10
"425","ADGYGY_Dineutes_sp",21
"426","POCUDR_Diocalandra_sp",13
"427","POCHGA_Diorhabda_sp",20
"428","ADCAHA_Diplocheila_sp",20
"429","POCHGA_Disonycha_sp",23
"430","POCEDI_Distenia_sp",10
"431","ADCAHA_Dixus_capito",35
"432","POCHDO_Donacia_bicolor",15
"433","POCHDO_Donacia_biimpressa",15
"434","POCHDO_Donacia_clavipes",15
"435","POCHDO_Donacia_hirticollis",14
"436","POCHDO_Donacia_subtilis",14
"437","POCHDO_Donacia_vulgaris",15
"438","POLULU_Dorcus_parallelipipedus",9
"439","POCHCH_Doryphora_sp",6
"440","POCUCU_Dorytomus_sp",13
"441","ADCAHA_Dromius_sp",13
"442","POCUSC_Dryocoetes_affaber",14
"443","POCUSC_Dryocoetes_autographus",13.5
"444","ADCAHA_Drypta_sp",16.5
"445","POSCDY_Dynastes_sp",9
"446","ADCASC_Dyschirius_sp",12
"447","POCUEN_Dyslobus_sp",11
"448","ADDYDY_Dytiscus_circumcinctus",19
"449","ADDYDY_Dytiscus_dauricus",19
"450","ADDYDY_Dytiscus_marginalis_M",19.5
"451","POCECE_Eburia_sp",10
"452","POCUBR_Echinocnemus_sp",9.5
"453","ADCAHA_Egadroma_marginatum",20
"454","POCECE_Elaphidion_sp",9
"455","POELEL_Elater_sp",10
"456","ADCACI_Ellipsoptera_marginata",13
"457","POLALA_Ellychnia_californica",10
"458","POLALA_Ellychnia_corrusca",10
"459","POCLCL_Enoclerus_sp",9
"460","POCHCH_Entomoscelis_sp",13
"461","POMEME_Epicauta_sp",11
"462","POCELA_Epiglenea_comes",10
"463","POCOCO_Epilachna_sp",7
"464","POCHGA_Epitrix_fasciata",13
"465","ADDYDY_Eretes_sticticus",22
"466","POTEPI_Erodius_orientalis",10
"467","POSCSC_Eucranium_arachnoides",9
"468","POCUEN_Eudiagogus_sp",17
"469","POCHEU_Eumolpus_sp",11
"470","POSCSC_Eurysternus_caribaeus",4
"471","POCUEN_Eusomus_ovulum",16
"472","POBRAP_Eutrichapion_sp",11
"473","POCHCH_Exema_canadensis",9
"474","POCOCH_Exochomus_quadripustulatus",7
"475","POCHGA_Exora_sp",16
"476","POCUEN_Foucartia_squamulata",16
"477","ADCAHA_Galerita_sp",15
"478","POCHGA_Galeruca_sp",21
"479","POCHGA_Galerucella_birmanica",17
"480","POCHGA_Galerucella_calmariensis",17
"481","POCHGA_Galerucella_lineola",17
"482","POCHGA_Galerucella_nympheae",17
"483","POCHGA_Galerucella_placida",19
"484","POCHGA_Galerucella_pusilla",8
"485","POCHGA_Galerucella_tenella",13
"486","POCHCH_Gastrophysa_cyanea",15
"487","POCHCH_Gastrophysa_poligoni",12
"488","POCHCH_Gastrophysa_viridula",14
"489","POCELE_Gaurotes_sp",11
"490","POGEGE_Geotrupes_spiniger",11
"491","POPTGI_Gibbium_psylliodes",9
"492","POGLGL_Glaresis_sp",10
"493","POCELA_Glenea_sp",10
"494","POSCSC_Glyphoderus_sterquilinus",9
"495","POCHGA_Glyptina_sp",14
"496","POTEDI_Gnathocerus_cornutus",10
"497","POCHCH_Gonioctena_linnaeana",12
"498","POCHCH_Gonioctena_sibirica_M",12
"499","POCHCH_Gonioctena_springlovae",20
"500","POCHCH_Gonioctena_variabilis",12
"501","POCHCH_Gonioctena_viminalis",12
"502","POTETE_Gonocephalum_sp",10
"503","ADCAHA_Graphipterus_sp",4
"504","POSCSC_Gromphas_sp",10
"505","POCUCU_Gymnetron_antirhini",16
"506","POCUCU_Gymnetron_tetrum",16
"507","POSCSC_Gymnopleurus_sp",10
"508","POCHGA_Gynandrobrotica_lepida",9
"509","POCHGA_Gynandrobrotica_nigrofasciata",9
"510","ADGYGY_Gyrinus_sp",14
"511","ADHAHA_Haliplus_flavicollis",15
"512","ADHAHA_Haliplus_immaculatus",12
"513","ADHAHA_Haliplus_lineatocollis",12
"514","ADHAHA_Haliplus_mucronatus",10
"515","ADHAHA_Haliplus_ruficollis",12
"516","POSCME_Haplidia_sp",9.5
"517","ADCAHA_Harpalus_aesculanus",19
"518","ADCAHA_Harpalus_affinis",19
"519","ADCAHA_Harpalus_anxius",19
"520","ADCAHA_Harpalus_attenuatus",19
"521","ADCAHA_Harpalus_contemptus",19
"522","ADCAHA_Harpalus_decipiens",19
"523","ADCAHA_Harpalus_dimidiatus",18
"524","ADCAHA_Harpalus_distinguendus",19
"525","ADCAHA_Harpalus_ebeninus",19
"526","ADCAHA_Harpalus_honestus",19
"527","ADCAHA_Harpalus_pennsylvanicus",19
"528","ADCAHA_Harpalus_rubripes",19
"529","ADCAHA_Harpalus_serripes",19.5
"530","ADCAHA_Harpalus_wagneri",15
"531","POTETE_Hegeter_amaroides",10
"532","POTETE_Hegeter_brevicollis",10
"533","POTETE_Hegeter_costipennis",10
"534","POTETE_Hegeter_fernandezi",10
"535","POTETE_Hegeter_grancanariensis",10
"536","POTETE_Hegeter_lateralis",10
"537","POTETE_Hegeter_politus",10
"538","POTETE_Hegeter_tenuipunctatus",10
"539","POTETE_Hegeter_transversus",10
"540","POCHGA_Heikertingerella_sp",10
"541","POSCSC_Heliocopris_sp",10
"542","POHEHE_Helophorus_sp",16
"543","POCHGA_Hemipyxis_sp",12
"544","POCHGA_Hermaeophaga_sp",8
"545","POCHCA_Hilarocassis_sp",17
"546","POCOCO_Hippodamia_convergens",10
"547","POCOCO_Hippodamia_quinquesignata",10
"548","POHIHI_Hister_sp",13
"549","POSCME_Hoplia_sp",10
"550","POSCHY_Hybosorus_sp",10
"551","POHYHY_Hydrobius_fuscipes",9
"552","ADDYHY_Hydroporus_sp",18
"553","ADDYHY_Hydrovatus_sp",17
"554","ADHYHY_Hygrobia_hermanni",18
"555","POCUSC_Hylastes_sp",13
"556","POCUMO_Hylobius_abietis",11
"557","POCUMO_Hylobius_piceus",20
"558","POCUSC_Hylurgops_sp",14
"559","POCUEN_Hypera_nigrirostris",11
"560","POCUEN_Hypera_postica",11
"561","POCOSC_Hyperaspis_lateralis",7
"562","POCHGA_Hypolampsis_sp",10.5
"563","POCUEN_Hypomeces_squamosus",11
"564","POCOCO_Illeis_sp",10
"565","ADDYAG_Ilybius_aenescens",18
"566","ADDYAG_Ilybius_albarracinensis",18
"567","ADDYAG_Ilybius_ater",18
"568","ADDYAG_Ilybius_chalconatus",18
"569","ADDYAG_Ilybius_erichsoni",18
"570","ADDYAG_Ilybius_fuliginosus",18
"571","ADDYAG_Ilybius_guttiger",18
"572","ADDYAG_Ilybius_quadriguttatus",18
"573","ADDYAG_Ilybius_subaeneus",18
"574","ADDYAG_Ilybius_vittiger",18
"575","ADDYAG_Ilybius_wasastjernae",18
"576","POCUSC_Ips_acuminatus",8
"577","POCUSC_Ips_avulsus",16
"578","POCUSC_Ips_bonanseai",16
"579","POCUSC_Ips_borealis",16
"580","POCUSC_Ips_calligraphus",16
"581","POCUSC_Ips_confusus",16
"582","POCUSC_Ips_cribricollis",16
"583","POCUSC_Ips_emarginatus",16
"584","POCUSC_Ips_hoppingi",16
"585","POCUSC_Ips_hunteri",16
"586","POCUSC_Ips_integer",16
"587","POCUSC_Ips_knausi",16
"588","POCUSC_Ips_latidens",10
"589","POCUSC_Ips_lecontei",16
"590","POCUSC_Ips_montanus",16
"591","POCUSC_Ips_paraconfusus",16
"592","POCUSC_Ips_perroti",16
"593","POCUSC_Ips_perturbatus",20
"594","POCUSC_Ips_pilifrons",16
"595","POCUSC_Ips_pini",15.5
"596","POCUSC_Ips_plastographus",16
"597","POCUSC_Ips_sexdentatus",13
"598","POCUSC_Ips_spinifer",10
"599","POCUSC_Ips_tridens",20
"600","POCUSC_Ips_typographus",14
"601","POCUSC_Ips_woodi",16
"602","POCHGA_Isotes_multipunctata",12
"603","POCHCH_Labidomera_clivicollis",17
"604","POCHCA_Laccoptera_sp",9
"605","POCHCL_Lachnaia_sp",12
"606","POELAG_Lacon_sp",7
"607","POCUMO_Larinus_sp",19
"608","POANXY_Lasioderma_sp",9
"609","POTETE_Latheticus_oryzae",10
"610","ADCAHA_Lebia_sp",16.5
"611","ADCAHA_Lecanomerus_sp",17
"612","POCELA_Leiopus_sp",12
"613","POCHCR_Lema_sp",10
"614","POCHCH_Leptinotarsa_haldemani",18
"615","POCHCH_Leptinotarsa_juncta",18
"616","POCHCH_Leptinotarsa_texana",18
"617","POCELE_Leptura_sp",10
"618","POCUMO_Lepyrus_sp",15
"619","POGLGL_Lichnanthe_rathvoni",10
"620","ADCAHA_Licinus_sp",7
"621","POCHCR_Lilioceris_sp",10.5
"622","POCUBA_Limnobaris_sp",13.5
"623","POELDE_Limonius_sp",9.5
"624","POCHCH_Linaeidea_aenea",17
"625","POCUEN_Liophloeus_tessulatus",13
"626","POCUCY_Listroderes_sp",17.5
"627","POCUMO_Lixus_sp",22
"628","POCHGA_Lochmaea_capreae",17
"629","POCHGA_Longitarsus_exsoletus",16
"630","ADCACI_Lophyra_sp",12
"631","ADCACI_Lophyridia_lunulata",12
